WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,NORTHING,EASTING,SORT_NAME
A8639,699-40-28,UNCLASSIFIED,,DECOMMISSIONED-V,135715.743,581291.814,1-0699-A0040-A0028A
A8641,699-40-33B,GROUNDWATER WELL,,IN-USE,135828.65,579680.49,1-0699-A0040-A0033B
A8657,699-41-64A,VADOSE WELL,,DECOMMISSIONED-V,136016.87,570366.73,1-0699-A0041-A0064A
A8664,699-42-12C,GROUNDWATER WELL,,DECOMMISSIONED-V,136459.682,586344.304,1-0699-A0042-A0012C
A9525,699-32-72B,GROUNDWATER WELL,,IN-USE,133362.095,567935.006,1-0699-A0032-A0072B
A8670,699-42-42A,INDEPENDENT PIEZOMETER,,IN-USE,136290.063,577088.016,1-0699-A0042-A0042A
A8677,699-43-3,GROUNDWATER WELL,,IN-USE,136710.547,589054.759,1-0699-A0043-A0003A
A8684,699-43-41C,PIEZOMETER HOST,,DECOMMISSIONED-V,136496.596,577342.864,1-0699-A0043-A0041C
A8695,699-43-42K,INDEPENDENT PIEZOMETER,,CANDIDATE FOR DECOMMISSIONING,136445.019,576997.152,1-0699-A0043-A0042K
A8702,699-44-2,VADOSE WELL,,DECOMMISSIONED-V,136347.346,589306.038,1-0699-A0044-A0002A
A8705,699-44-16,GROUNDWATER WELL,,IN-USE,137005.955,584909.993,1-0699-A0044-A0016A
A8709,699-44-41,VADOSE WELL,,DECOMMISSIONED-V,136779.222,577530.803,1-0699-A0044-A0041A
A8715,699-45-2,GROUNDWATER WELL,,IN-USE,137212.387,589212.244,1-0699-A0045-A0002A
A9552,299-E16-1P,HOSTED PIEZOMETER,A4727,DECOMMISSIONED-V,135219.906,575782.65,1-0299-E0016A-A0001P
A9554,299-E16-1R,HOSTED PIEZOMETER,A4727,DECOMMISSIONED-V,135219.906,575782.65,1-0299-E0016A-A0001R
A9559,299-W19-4P,HOSTED PIEZOMETER,A4958,DECOMMISSIONED-V,135350.792,567949.931,1-0299-W0019A-A0004P
A9560,299-W19-4Q,HOSTED PIEZOMETER,A4958,DECOMMISSIONED-V,135350.792,567949.931,1-0299-W0019A-A0004Q
B8079,299-E33-333,BORING,,DECOMMISSIONED-V,137181.278,574086.41,1-0299-E0033A-A0333A
A7922,299-W23-86,VADOSE WELL,,IN-USE,134168.792,566818.822,1-0299-W0023A-A0086A
A7933,299-W23-97,VADOSE WELL,,IN-USE,134206.129,566818.939,1-0299-W0023A-A0097A
A9823,699-35-68B,UNCLASSIFIED,,DECOMMISSIONED-V,134256.971,569324.532,1-0699-A0035-A0068B
A9831,299-W15-25,GROUNDWATER WELL,,DECOMMISSIONED-V,135966.022,566448.528,1-0299-W0015A-A0025A
A8047,299-W23-213,VADOSE WELL,,IN-USE,134464.443,566784.809,1-0299-W0023A-A0213A
A9671,699-37-43P,HOSTED PIEZOMETER,A5146,DECOMMISSIONED-V,134782.511,576828.526,1-0699-A0037-A0043P
A9672,699-37-43Q,HOSTED PIEZOMETER,A5146,DECOMMISSIONED-V,134782.511,576828.526,1-0699-A0037-A0043Q
A9677,699-37-82AR,HOSTED PIEZOMETER,A5147,DECOMMISSIONED-V,134739.82,564906.955,1-0699-A0037-A0082AR
A9682,699-37-82BR,HOSTED PIEZOMETER,A8580,DECOMMISSIONED-V,134733.616,564904.599,1-0699-A0037-A0082BR
A9683,699-37-82BS,HOSTED PIEZOMETER,A8580,DECOMMISSIONED-V,134733.616,564904.599,1-0699-A0037-A0082BS
A9686,699-38-65P,HOSTED PIEZOMETER,A5148,DECOMMISSIONED-V,135039.847,570090.185,1-0699-A0038-A0065P
A9692,699-42-42AP,HOSTED PIEZOMETER,A8670,DECOMMISSIONED-V,136290.063,577088.016,1-0699-A0042-A0042AP
A9697,699-43-41CP,HOSTED PIEZOMETER,A8684,DECOMMISSIONED-V,136496.596,577342.864,1-0699-A0043-A0041CP
A9699,699-43-42BP,HOSTED PIEZOMETER,A8688,DECOMMISSIONED-V,136630.816,577158.678,1-0699-A0043-A0042BP
A7907,299-W23-71,VADOSE WELL,,DECOMMISSIONED-V,134372.75,566641.957,1-0299-W0023A-A0071A
A7908,299-W23-72,VADOSE WELL,,IN-USE,134182.964,566823.404,1-0299-W0023A-A0072A
A8053,299-W23-226,VADOSE WELL,,IN-USE,134252.147,566773.457,1-0299-W0023A-A0226A
A8056,299-W23-230,VADOSE WELL,,DECOMMISSIONED-V,134585.53,566549.69,1-0299-W0023A-A0230A
A8061,299-W26-51,VADOSE WELL,,DECOMMISSIONED-V,133589.584,566214.265,1-0299-W0026A-A0051A
A9719,699-48-48AP,HOSTED PIEZOMETER,A8768,IN-USE,138112.7,575196.576,1-0699-A0048-A0048AP
A9720,699-48-48AQ,HOSTED PIEZOMETER,A8768,IN-USE,138112.7,575196.576,1-0699-A0048-A0048AQ
A9723,699-48-48AT,HOSTED PIEZOMETER,A8768,IN-USE,138112.7,575196.576,1-0699-A0048-A0048AT
A9727,699-50-85R,HOSTED PIEZOMETER,A5229,DECOMMISSIONED-V,138669.323,564130.196,1-0699-A0050-A0085R
A9729,699-51-75O,HOSTED PIEZOMETER,A5232,DECOMMISSIONED-V,138906.286,566978.076,1-0699-A0051-A0075O
A9457,299-E23-2O,HOSTED PIEZOMETER,A4748,DECOMMISSIONED-V,135671.744,573709.427,1-0299-E0023A-A0002O
A9460,299-E27-3O,HOSTED PIEZOMETER,A6671,DECOMMISSIONED-V,136284.225,575108.938,1-0299-E0027A-A0003O
B2603,699-39-7C,VADOSE WELL,,DECOMMISSIONED-V,135404.7,587805.3,1-0699-A0039-A0007C
B2614,699-39-7N,VADOSE WELL,,DECOMMISSIONED-V,135523.6,587815.3,1-0699-A0039-A0007N
A7970,299-W23-134,VADOSE WELL,,IN-USE,134291.779,566822.972,1-0299-W0023A-A0134A
B2461,299-W19-36,GROUNDWATER WELL,,IN-USE,135017.052,567634.738,1-0299-W0019A-A0036A
B2464,299-W19-40,GROUNDWATER WELL,,IN-USE,134847.384,567973.864,1-0299-W0019A-A0040A
A7960,299-W23-124,VADOSE WELL,,IN-USE,134461.495,566845.408,1-0299-W0023A-A0124A
A9918,699-49-71A,UNCLASSIFIED,,DECOMMISSIONED-V,138223,568580,1-0699-A0049-A0071A
A9919,699-49-71B,UNCLASSIFIED,,DECOMMISSIONED-V,138223,568580,1-0699-A0049-A0071B
A7936,299-W23-100,VADOSE WELL,,IN-USE,134225.802,566793.108,1-0299-W0023A-A0100A
A7942,299-W23-106,VADOSE WELL,,IN-USE,134219.487,566772.375,1-0299-W0023A-A0106A
B2406,299-W11-35P,HOSTED PIEZOMETER,A9924,DECOMMISSIONED-V,136846.795,567186.318,1-0299-W0011A-A0035P
A7951,299-W23-115,VADOSE WELL,,IN-USE,134200.195,566759.35,1-0299-W0023A-A0115A
A7169,299-W10-79,VADOSE WELL,,IN-USE,136663.191,566651.108,1-0299-W0010A-A0079A
A7179,299-W10-89,VADOSE WELL,,IN-USE,136436.032,566783.398,1-0299-W0010A-A0089A
A7529,299-W18-13,VADOSE WELL,,DECOMMISSIONED-V,135459.962,566349.73,1-0299-W0018A-A0013A
A7531,299-W18-18,GROUNDWATER WELL,,DECOMMISSIONED-V,135317.377,566650.141,1-0299-W0018A-A0018A
A7842,299-W22-18,GROUNDWATER WELL,,DECOMMISSIONED-V,134254.341,567009.566,1-0299-W0022A-A0018A
A7551,299-W18-68,VADOSE WELL,,DECOMMISSIONED-V,135454.169,566579.852,1-0299-W0018A-A0068A
A7559,299-W18-76,VADOSE WELL,,DECOMMISSIONED-V,135441.91,566544.323,1-0299-W0018A-A0076A
A7603,299-W18-120,VADOSE WELL,,IN-USE,135055.58,566787.078,1-0299-W0018A-A0120A
A7188,299-W10-98,VADOSE WELL,,IN-USE,136401.518,566741.505,1-0299-W0010A-A0098A
A7600,299-W18-117,VADOSE WELL,,IN-USE,135056.429,566835.967,1-0299-W0018A-A0117A
A7864,299-W22-57,VADOSE WELL,,DECOMMISSIONED-V,133970.917,567419.673,1-0299-W0022A-A0057A
A7198,299-W10-108,VADOSE WELL,,IN-USE,136744.068,566786.503,1-0299-W0010A-A0108A
A7404,299-W15-105,VADOSE WELL,,IN-USE,136230.97,566770.134,1-0299-W0015A-A0105A
A7505,299-W15-207,VADOSE WELL,,IN-USE,135874.55,566200.578,1-0299-W0015A-A0207A
A7822,299-W21-80,VADOSE WELL,,DECOMMISSIONED-V,134569.545,568084.139,1-0299-W0021A-A0080A
A7412,299-W15-113,VADOSE WELL,,IN-USE,136239.484,566795.026,1-0299-W0015A-A0113A
A7416,299-W15-117,VADOSE WELL,,IN-USE,136262.024,566770.006,1-0299-W0015A-A0117A
A7627,299-W18-144,VADOSE WELL,,IN-USE,135089.653,566784.257,1-0299-W0018A-A0144A
A7628,299-W18-145,VADOSE WELL,,IN-USE,135097.015,566766.278,1-0299-W0018A-A0145A
A7634,299-W18-151,VADOSE WELL,,DECOMMISSIONED-V,135480.448,566366.246,1-0299-W0018A-A0151A
A7047,299-E33-240,VADOSE WELL,,IN-USE,137521.786,573673.535,1-0299-E0033A-A0240A
A7424,299-W15-125,VADOSE WELL,,IN-USE,136290.515,566731.534,1-0299-W0015A-A0125A
A7636,299-W18-153,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135458.205,566378.616,1-0299-W0018A-A0153A
A7642,299-W18-159,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135416.93,566547.038,1-0299-W0018A-A0159A
A7243,299-W10-153,VADOSE WELL,,IN-USE,136679.745,566791.589,1-0299-W0010A-A0153A
A7055,299-E33-248,VADOSE WELL,,IN-USE,137457.205,573619.121,1-0299-E0033A-A0248A
A7242,299-W10-152,VADOSE WELL,,IN-USE,136660.311,566801.074,1-0299-W0010A-A0152A
A7420,299-W15-121,VADOSE WELL,,IN-USE,136291.13,566783.512,1-0299-W0015A-A0121A
A7209,299-W10-119,VADOSE WELL,,IN-USE,136759.56,566794.121,1-0299-W0010A-A0119A
A7568,299-W18-85,VADOSE WELL,,IN-USE,135343.986,566512.133,1-0299-W0018A-A0085A
A7570,299-W18-87,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135341.157,566546.827,1-0299-W0018A-A0087A
A7574,299-W18-91,VADOSE WELL,,IN-USE,135018.776,566769.19,1-0299-W0018A-A0091A
A7612,299-W18-129,VADOSE WELL,,IN-USE,135066.644,566796.211,1-0299-W0018A-A0129A
A7889,299-W23-53,VADOSE WELL,,IN-USE,134490.365,566785.253,1-0299-W0023A-A0053A
A7890,299-W23-54,VADOSE WELL,,IN-USE,134458.708,566817.493,1-0299-W0023A-A0054A
A7892,299-W23-56,VADOSE WELL,,IN-USE,134395.675,566817.631,1-0299-W0023A-A0056A
A7895,299-W23-59,VADOSE WELL,,IN-USE,134286.108,566789.481,1-0299-W0023A-A0059A
A7214,299-W10-124,VADOSE WELL,,IN-USE,136770.954,566792.191,1-0299-W0010A-A0124A
A7041,299-E33-234,VADOSE WELL,,IN-USE,137341.657,573611.788,1-0299-E0033A-A0234A
A7044,299-E33-237,VADOSE WELL,,IN-USE,137347.191,573581.929,1-0299-E0033A-A0237A
A7458,299-W15-160,VADOSE WELL,,IN-USE,136250.098,566728.721,1-0299-W0015A-A0160A
A7688,299-W18-208,VADOSE WELL,,DECOMMISSIONED-V,135357.762,566667.824,1-0299-W0018A-A0208A
A7698,299-W18-218,VADOSE WELL,,DECOMMISSIONED-V,135060.739,566590.853,1-0299-W0018A-A0218A
A7705,299-W18-225,UNCLASSIFIED,,DECOMMISSIONED-V,135508.158,566715.241,1-0299-W0018A-A0225A
A7093,299-E33-297,VADOSE WELL,,DECOMMISSIONED-V,137639.88,573627.67,1-0299-E0033A-A0297A
A7721,299-W18-241,UNCLASSIFIED,,DECOMMISSIONED-V,135322.174,566695.649,1-0299-W0018A-A0241A
A7724,299-W18-244,VADOSE WELL,,DECOMMISSIONED-V,135424.961,566367.188,1-0299-W0018A-A0244A
A7096,299-E33-300,VADOSE WELL,,DECOMMISSIONED-V,137613.86,573579.72,1-0299-E0033A-A0300A
A7322,299-W11-80,VADOSE WELL,,DECOMMISSIONED-V,136873.284,566996.371,1-0299-W0011A-A0080A
A7299,299-W11-57,VADOSE WELL,,DECOMMISSIONED-V,136673.018,567198.316,1-0299-W0011A-A0057A
A7304,299-W11-62,VADOSE WELL,,DECOMMISSIONED-V,136660.515,567205.313,1-0299-W0011A-A0062A
A7465,299-W15-167,VADOSE WELL,,IN-USE,136149.621,566817.52,1-0299-W0015A-A0167A
A7250,299-W10-167,VADOSE WELL,,IN-USE,136725.935,566788.475,1-0299-W0010A-A0167A
A7252,299-W10-169,VADOSE WELL,,DECOMMISSIONED-V,136832.74,566842.62,1-0299-W0010A-A0169A
A7431,299-W15-132,VADOSE WELL,,IN-USE,136199.446,566734.976,1-0299-W0015A-A0132A
A7436,299-W15-137,VADOSE WELL,,IN-USE,136185.305,566696.808,1-0299-W0015A-A0137A
A7660,299-W18-178,VADOSE WELL,,DECOMMISSIONED-V,135204.425,566644.756,1-0299-W0018A-A0178A
A7253,299-W10-170,VADOSE WELL,,DECOMMISSIONED-V,136834.04,566739.01,1-0299-W0010A-A0170A
A7259,299-W10-180,VADOSE WELL,,DECOMMISSIONED-V,137111.273,566711.122,1-0299-W0010A-A0180A
A7260,299-W10-181,VADOSE WELL,,DECOMMISSIONED-V,137141.336,566674.44,1-0299-W0010A-A0181A
A7266,299-W10-187,VADOSE WELL,,DECOMMISSIONED-V,137320.801,566550.51,1-0299-W0010A-A0187A
A7269,299-W10-190,VADOSE WELL,,IN-USE,136727.186,566670.827,1-0299-W0010A-A0190A
A7669,299-W18-187,VADOSE WELL,,DECOMMISSIONED-V,134867.749,566569.153,1-0299-W0018A-A0187A
A7678,299-W18-198,VADOSE WELL,,DECOMMISSIONED-V,135153.456,566620.799,1-0299-W0018A-A0198A
A7681,299-W18-201,VADOSE WELL,,DECOMMISSIONED-V,135433.396,566691.106,1-0299-W0018A-A0201A
A7682,299-W18-202,VADOSE WELL,,DECOMMISSIONED-V,135289.998,566622.894,1-0299-W0018A-A0202A
A7078,299-E33-279,VADOSE WELL,,IN-USE,137307.66,573612.142,1-0299-E0033A-A0279A
A7277,299-W11-4,GROUNDWATER WELL,,DECOMMISSIONED-V,136587.26,567363.686,1-0299-W0011A-A0004A
A7284,299-W11-18,GROUNDWATER WELL,,IN-USE,137161.484,567181.916,1-0299-W0011A-A0018A
A7491,299-W15-193,VADOSE WELL,,IN-USE,136173.368,566742.341,1-0299-W0015A-A0193A
A7769,299-W19-69,VADOSE WELL,,DECOMMISSIONED-V,134716.729,567616.323,1-0299-W0019A-A0069A
A7772,299-W19-72,VADOSE WELL,,DECOMMISSIONED-V,135001.895,567265.766,1-0299-W0019A-A0072A
A7774,299-W19-74,VADOSE WELL,,IN-USE,135048.71,566855.248,1-0299-W0019A-A0074A
A7150,299-W10-60,VADOSE WELL,,IN-USE,136658.088,566730.823,1-0299-W0010A-A0060A
A7363,299-W15-62,VADOSE WELL,,DECOMMISSIONED-V,135949.766,566688.703,1-0299-W0015A-A0062A
A7370,299-W15-69,VADOSE WELL,,IN-USE,136137.184,566758.553,1-0299-W0015A-A0069A
A7803,299-W21-61,VADOSE WELL,,DECOMMISSIONED-V,134581.766,568096.299,1-0299-W0021A-A0061A
A7809,299-W21-67,VADOSE WELL,,DECOMMISSIONED-V,134600.984,568104.174,1-0299-W0021A-A0067A
A7383,299-W15-82,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135610.371,566786.415,1-0299-W0015A-A0082A
A7385,299-W15-85,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135643.711,566757.45,1-0299-W0015A-A0085A
A7374,299-W15-73,VADOSE WELL,,IN-USE,136137.116,566694.351,1-0299-W0015A-A0073A
A7500,299-W15-202,VADOSE WELL,,DECOMMISSIONED-V,135650.954,566653.542,1-0299-W0015A-A0202A
A7727,299-W18-247,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135231.658,566503.137,1-0299-W0018A-A0247A
A7730,299-W18-250,UNCLASSIFIED,,DECOMMISSIONED-V,134695.573,566661.12,1-0299-W0018A-A0250A
A7108,299-E33-312,VADOSE WELL,,DECOMMISSIONED-V,137667.83,573582.36,1-0299-E0033A-A0312A
A7113,299-E33-317,VADOSE WELL,,DECOMMISSIONED-V,137637.78,573625.01,1-0299-E0033A-A0317A
A7348,299-W15-1,GROUNDWATER WELL,,IN-USE,135942.939,566554.305,1-0299-W0015A-A0001A
A7350,299-W15-14,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,135648.274,566093.439,1-0299-W0015A-A0014A
A7478,299-W15-180,VADOSE WELL,,IN-USE,136221.412,566698.475,1-0299-W0015A-A0180A
A7479,299-W15-181,VADOSE WELL,,IN-USE,136293.597,566748.28,1-0299-W0015A-A0181A
A7483,299-W15-185,VADOSE WELL,,IN-USE,136379.648,566755.351,1-0299-W0015A-A0185A
A7484,299-W15-186,VADOSE WELL,,IN-USE,136371.179,566767.055,1-0299-W0015A-A0186A
A7755,299-W19-55,VADOSE WELL,,IN-USE,135109.02,567578.929,1-0299-W0019A-A0055A
A7134,299-W7-52,VADOSE WELL,,DECOMMISSIONED-V,137337.414,566474.356,1-0299-W0007A-A0052A
A7138,299-W10-6,UNCLASSIFIED,,DECOMMISSIONED-V,136466.464,566699.301,1-0299-W0010A-A0006A
A7357,299-W15-56,VADOSE WELL,,DECOMMISSIONED-V,135930.601,566541.626,1-0299-W0015A-A0056A
C5788,C5788,BORING,,DECOMMISSIONED-V,134663.41,577060.73,9-C5788-C5788A-A0001A
C5808,C5808,BORING,,DECOMMISSIONED-V,135677.2,566129.41,9-C5808-C5808A-A0001A
C5809,C5809,BORING,,DECOMMISSIONED-V,135677.36,566121.8,9-C5809-C5809A-A0001A
C5814,C5814,BORING,,DECOMMISSIONED-V,135358.42,566281.79,9-C5814-C5814A-A0001A
C5872,C5872,BORING,,DECOMMISSIONED-V,134149.6,573364.3,9-C5872-C5872A-A0001A
C5881,C5881,BORING,,DECOMMISSIONED-V,134147.11,573335.33,9-C5881-C5881A-A0001A
C5886,C5886,BORING,,DECOMMISSIONED-V,134145.35,573364.29,9-C5886-C5886A-A0001A
C4943,P49G,BORING,,DECOMMISSIONED-V,135585.098,566757.312,9-P49G-P0049G-A0001A
C4945,P49I,BORING,,DECOMMISSIONED-V,135584.184,566756.702,9-P49I-P0049I-A0001A
C5417,C5417,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135316.4108,566364.8294,9-C5417-C5417A-A0001A
C5418,C5418,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135346.9961,566395.2394,9-C5418-C5418A-A0001A
C5830,C5830,BORING,,DECOMMISSIONED-V,135467.95,566269.36,9-C5830-C5830A-A0001A
C5834,C5834,BORING,,DECOMMISSIONED-V,135467.49,566239.04,9-C5834-C5834A-A0001A
C5836,C5836,BORING,,DECOMMISSIONED-V,135422.31,566281.82,9-C5836-C5836A-A0001A
C5843,C5843,BORING,,DECOMMISSIONED-V,135366.46,566124.41,9-C5843-C5843A-A0001A
C5845,C5845,BORING,,DECOMMISSIONED-V,135366.11,566246.64,9-C5845-C5845A-A0001A
C5847,C5847,BORING,,DECOMMISSIONED-V,135356.52,566250.12,9-C5847-C5847A-A0001A
C5850,C5850,BORING,,DECOMMISSIONED-V,135366.16,566262.91,9-C5850-C5850A-A0001A
C6419,C6419,CANCELLED SITE,,DRILLING CANCELLED,136676.55,567258.76,9-C6419-C6419A-A0001A
C5435,C5435,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135572.8591,566802.2712,9-C5435-C5435A-A0001A
C5438,C5438,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135470.1891,566878.9213,9-C5438-C5438A-A0001A
C5443,C5443,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135469.066,566515.1747,9-C5443-C5443A-A0001A
C5856,299-E33-341,GROUNDWATER WELL,,IN-USE,137652.5,573565.21,1-0299-E0033A-A0341A
C6427,C6427,CANCELLED SITE,,DRILLING CANCELLED,136663.01,567214.12,9-C6427-C6427A-A0001A
C6431,C6431,CANCELLED SITE,,DRILLING CANCELLED,136838.83,566976.6,9-C6431-C6431A-A0001A
C4998,C4998,BORING,,DECOMMISSIONED-V,135780.973,576300.266,9-C4998-C4998A-A0001A
C4926,P31B,BORING,,DECOMMISSIONED-V,135447.329,566530.236,9-P31B-P0031B-A0001A
C4931,P48B,BORING,,DECOMMISSIONED-V,135485.124,566365.339,9-P48B-P0048B-A0001A
C4935,P38B,BORING,,DECOMMISSIONED-V,135398.256,566587.843,9-P38B-P0038B-A0001A
C4936,P33C,BORING,,DECOMMISSIONED-V,135314.436,566471.41,9-P33C-P0033C-A0001A
C5528,C5528,BORING,,DECOMMISSIONED-V,133929,573589,9-C5528-C5528A-A0001A
C5547,C5547,BORING,,DECOMMISSIONED-V,133678,573715,9-C5547-C5547A-A0001A
C5558,C5558,BORING,,DECOMMISSIONED-V,133380,573664,9-C5558-C5558A-A0001A
C4673,C4673,UNCLASSIFIED,,DECOMMISSIONED-V,134161.309,573337.371,9-C4673-C4673A-A0001A
C5133,C5133,BORING,,DECOMMISSIONED-V,137326.77,573678.32,9-C5133-C5133A-A0001A
C5567,C5567,BORING,,DECOMMISSIONED-V,133202,573515,9-C5567-C5567A-A0001A
C5573,699-43-69,GROUNDWATER WELL,,IN-USE,136488.48,568967.03,1-0699-A0043-A0069A
C5958,C5958,BORING,,DECOMMISSIONED-V,136464.37,575058.446,9-C5958-C5958A-A0001A
C5960,C5960,BORING,,DECOMMISSIONED-V,136457.994,575048.358,9-C5960-C5960A-A0001A
C4706,C4706,BORING,,DECOMMISSIONED-V,135000.08,567307.76,9-C4706-C4706A-A0001A
C5164,C5164,BORING,,DECOMMISSIONED-V,137228.7,573787.5,9-C5164-C5164A-A0001A
C5471,C5471,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135336.1,566389.1,9-C5471-C5471A-A0001A
C5472,C5472,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135367.8,566488.8,9-C5472-C5472A-A0001A
C5482,C5482,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135284.6,566390.3,9-C5482-C5482A-A0001A
C5491,C5491,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,136108.7469,566332.5575,9-C5491-C5491A-A0001A
C5904,C5904,VADOSE WELL,,DECOMMISSIONED-V,134141.4,573284.1,9-C5904-C5904A-A0001A
C5906,C5906,VADOSE WELL,,DECOMMISSIONED-V,134146.1,573316.1,9-C5906-C5906A-A0001A
C6478,C6478,HOSTED LYSIMETER,C6477,CANDIDATE FOR DECOMMISSIONING,133286.396,566448.366,9-C6478-C6478A-A0001A
C5499,C5499,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135284.6,566488.2,9-C5499-C5499A-A0001A
C5929,C5929,BORING,,DECOMMISSIONED-V,136520.6,573052.9,9-C5929-C5929A-A0001A
C5608,C5608,BORING,,DECOMMISSIONED-V,134998.557,566839.593,9-C5608-C5608A-A0001A
C6137,C6137,BORING,,DECOMMISSIONED-V,135677.21,566160.03,9-C6137-C6137A-A0001A
C6140,C6140,BORING,,DECOMMISSIONED-V,135676.89,566182.76,9-C6140-C6140A-A0001A
C6153,C6153,BORING,,DECOMMISSIONED-V,135677.63,566281.51,9-C6153-C6153A-A0001A
C6165,C6165,BORING,,DECOMMISSIONED-V,135668.17,566177.06,9-C6165-C6165A-A0001A
C6175,C6175,CANCELLED SITE,,DRILLING CANCELLED,136596.08,566728.75,9-C6175-C6175A-A0001A
C4796,C4796,BORING,,DECOMMISSIONED-V,135667,566699,9-C4796-C4796A-A0001A
C5230,C5230,BORING,,DECOMMISSIONED-V,135603.3,566776.5,9-C5230-C5230A-A0001A
C5232,C5232,BORING,,DECOMMISSIONED-V,135604.1,566775.3,9-C5232-C5232A-A0001A
C4806,C4806,BORING,,DECOMMISSIONED-V,135680,566775,9-C4806-C4806A-A0001A
C4854,C4854,BORING,,DECOMMISSIONED-V,136348.5,574450.2,9-C4854-C4854A-A0001A
C5690,C5690,BORING,,DECOMMISSIONED-V,136871.088,566763.364,9-C5690-C5690A-A0001A
C5241,C5241,BORING,,DECOMMISSIONED-V,135583.6,566776.6,9-C5241-C5241A-A0001A
C5624,C5624,BORING,,DECOMMISSIONED-V,133127,573690,9-C5624-C5624A-A0001A
C5169,C5169,BORING,,DECOMMISSIONED-V,137228.318,573787.554,9-C5169-C5169A-A0001A
C4751,C4751,BORING,,DECOMMISSIONED-V,135633,566815,9-C4751-C4751A-A0001A
C4756,C4756,BORING,,DECOMMISSIONED-V,135679,566815,9-C4756-C4756A-A0001A
C5194,299-W10-31,GROUNDWATER WELL,,IN-USE,136968.34,566266.44,1-0299-W0010A-A0031A
C5599,C5599,BORING,,DECOMMISSIONED-V,135060.698,566798.811,9-C5599-C5599A-A0001A
C6069,699-35-57B,VADOSE WELL,,IN-USE,134079.8,572392.5,1-0699-A0035-A0057B
C6074,699-36-58E,VADOSE WELL,,IN-USE,134523.5,572209.5,1-0699-A0036-A0058E
C4773,C4773,BORING,,DECOMMISSIONED-V,135633,566816,9-C4773-C4773A-A0001A
C5197,699-50-56,GROUNDWATER WELL,,IN-USE,138841.55,572748.21,1-0699-A0050-A0056A
C5203,C5203,BORING,,DECOMMISSIONED-V,135602,566775.5,9-C5203-C5203A-A0001A
C5221,C5221,BORING,,DECOMMISSIONED-V,135635.9,566746.6,9-C5221-C5221A-A0001A
C5225,C5225,BORING,,DECOMMISSIONED-V,135635.1,566761.7,9-C5225-C5225A-A0001A
C5604,C5604,BORING,,DECOMMISSIONED-V,135062.227,566752.625,9-C5604-C5604A-A0001A
C4915,P35B,BORING,,DECOMMISSIONED-V,135374.786,566561.63,9-P35B-P0035B-A0001A
C3984,C3984,BORING,,DECOMMISSIONED-V,135459.741,566639.652,9-C3984-C3984A-A0001A
C4054,C4054,BORING,,DECOMMISSIONED-V,135914.703,566557.51,9-C4054-C4054A-A0001A
C3564,CPT-4L,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,135458,566452,9-CPT-4L-C0004PT-L-A0001A
C3983,C3983,BORING,,DECOMMISSIONED-V,135455.933,566651.214,9-C3983-C3983A-A0001A
C4429,C4429,BORING,,DECOMMISSIONED-V,136533.56,575060.79,9-C4429-C4429A-A0001A
C4431,C4431,BORING,,DECOMMISSIONED-V,136537.21,575068.77,9-C4431-C4431A-A0001A
C4437,C4437,BORING,,DECOMMISSIONED-V,136549.6,575048.74,9-C4437-C4437A-A0001A
C6221,C6221,BORING,,DECOMMISSIONED-V,135667.95,566230.39,9-C6221-C6221A-A0001A
C6222,C6222,BORING,,DECOMMISSIONED-V,135668.2,566237.85,9-C6222-C6222A-A0001A
C4863,C4863,BORING,,DECOMMISSIONED-V,135637,566764,9-C4863-C4863A-A0001A
C4865,P35A,BORING,,DECOMMISSIONED-V,135374.786,566561.021,9-P35A-P0035A-A0001A
C4875,P43A,BORING,,DECOMMISSIONED-V,135360.156,566494.879,9-P43A-P0043A-A0001A
C5306,C5306,INSTRUMENT BORING,,IN-USE,136759.2,566752.8,9-C5306-C5306A-A0001A
C5705,699-36-66,BORING,,DECOMMISSIONED-V,134468.22,569728,1-0699-A0036-A0066A
C5719,C5719,BORING,,DECOMMISSIONED-V,133285,565205,9-C5719-C5719A-A0001A
C5722,C5722,BORING,,DECOMMISSIONED-V,133256.78,565184.13,9-C5722-C5722A-A0001A
C6225,C6225,BORING,,DECOMMISSIONED-V,135668.33,566260.58,9-C6225-C6225A-A0001A
C5329,C5329,BORING,,DECOMMISSIONED-V,135605.2,566729.4,9-C5329-C5329A-A0001A
