WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,NORTHING,EASTING,SORT_NAME
A4753,299-E24-18,GROUNDWATER WELL,,IN-USE,135469.764,574647.088,1-0299-E0024A-A0018A
A4881,299-E34-6,GROUNDWATER WELL,,DECOMMISSIONED-V,137740.727,574462.332,1-0299-E0034A-A0006A
A4763,299-E25-15,GROUNDWATER WELL,,IN-USE,136018.648,575368.818,1-0299-E0025A-A0015A
A4764,299-E25-18,GROUNDWATER WELL,,IN-USE,135699.304,575817.379,1-0299-E0025A-A0018A
A4730,299-E17-12,GROUNDWATER WELL,,IN-USE,135125.906,574905.372,1-0299-E0017A-A0012A
A4829,299-E32-1,GROUNDWATER WELL,,DECOMMISSIONED-V,137645.476,572611.607,1-0299-E0032A-A0001A
A4831,299-E32-3,GROUNDWATER WELL,,IN-USE,137383.996,572600.614,1-0299-E0032A-A0003A
A4840,299-E33-13,GROUNDWATER WELL,,IN-USE,137584.387,573706.488,1-0299-E0033A-A0013A
A4846,299-E33-2,GROUNDWATER WELL,,IN-USE,137641.271,573617.005,1-0299-E0033A-A0002A
A4935,299-W18-23,GROUNDWATER WELL,,IN-USE,135342.438,566084.533,1-0299-W0018A-A0023A
A4938,299-W18-26,GROUNDWATER WELL,,DECOMMISSIONED-V,135491.707,566091.276,1-0299-W0018A-A0026A
A4953,299-W19-27,GROUNDWATER WELL,,DECOMMISSIONED-V,134930.575,567014.387,1-0299-W0019A-A0027A
A5435,299-W6-10,GROUNDWATER WELL,,IN-USE,137453.05,567413.34,1-0299-W0006A-A0010A
A5437,299-W6-12,GROUNDWATER WELL,,IN-USE,137635.159,566915.534,1-0299-W0006A-A0012A
A5441,299-W18-32,GROUNDWATER WELL,,IN-USE,134975.641,566515.584,1-0299-W0018A-A0032A
A5463,699-34-61,GROUNDWATER WELL,,IN-USE,133809.862,571395.863,1-0699-A0034-A0061A
A5464,699-38-61,GROUNDWATER WELL,,IN-USE,134997.282,571219.097,1-0699-A0038-A0061A
A4850,299-E33-26,GROUNDWATER WELL,,IN-USE,137681.471,573333.348,1-0299-E0033A-A0026A
A4959,299-W19-6,GROUNDWATER WELL,,IN-USE,134693.76,567133.33,1-0299-W0019A-A0006A
A4968,299-W22-26,GROUNDWATER WELL,,IN-USE,134465.229,567205.187,1-0299-W0022A-A0026A
A5111,699-28-52A,GROUNDWATER WELL,,IN-USE,132109.32,574187.625,1-0699-A0028-A0052A
A5112,699-29-70AP,HOSTED PIEZOMETER,A8491,IN-USE,132162.002,568465.373,1-0699-A0029-A0070AP
A5126,699-32-22A,GROUNDWATER WELL,,IN-USE,133256.813,583197.134,1-0699-A0032-A0022A
A5130,699-32-72A,PIEZOMETER HOST,,IN-USE,133362.612,567942.676,1-0699-A0032-A0072A
A4999,299-W6-4,GROUNDWATER WELL,,IN-USE,137290.49,567132.25,1-0299-W0006A-A0004A
A5005,299-W7-10,GROUNDWATER WELL,,IN-USE,137457.533,566858.212,1-0299-W0007A-A0010A
A5008,299-W7-2,GROUNDWATER WELL,,IN-USE,137638.502,566302.803,1-0299-W0007A-A0002A
A5011,299-W7-5,GROUNDWATER WELL,,IN-USE,137635.688,566476.026,1-0299-W0007A-A0005A
A5012,299-W7-6,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,137636.314,566658.078,1-0299-W0007A-A0006A
A5016,299-W8-1,GROUNDWATER WELL,,IN-USE,137646.639,565749.422,1-0299-W0008A-A0001A
A4922,299-W15-18,GROUNDWATER WELL,,DECOMMISSIONED-V,135561.762,566308.661,1-0299-W0015A-A0018A
A4903,299-W11-14,GROUNDWATER WELL,,IN-USE,136913.962,567457.917,1-0299-W0011A-A0014A
A4907,299-W11-27,GROUNDWATER WELL,,DECOMMISSIONED-V,136796.56,566884.97,1-0299-W0011A-A0027A
A4915,299-W14-9,GROUNDWATER WELL,,DECOMMISSIONED-V,135650.695,567031.755,1-0299-W0014A-A0009A
A4794,299-E25-47,GROUNDWATER WELL,,IN-USE,135931.544,575778.953,1-0299-E0025A-A0047A
A4804,299-E26-4,GROUNDWATER WELL,,IN-USE,136360.882,575733.962,1-0299-E0026A-A0004A
A5142,699-35-9,GROUNDWATER WELL,,IN-USE,134096.066,587122.985,1-0699-A0035-A0009A
A5153,699-40-33A,GROUNDWATER WELL,,IN-USE,135822.433,579680.859,1-0699-A0040-A0033A
A5169,699-42-40C,GROUNDWATER WELL,,IN-USE,136417.942,577644.381,1-0699-A0042-A0040C
A5175,699-43-41F,GROUNDWATER WELL,,IN-USE,136579.005,577479.36,1-0699-A0043-A0041F
A5178,699-43-42J,GROUNDWATER WELL,,IN-USE,136451.901,577006.203,1-0699-A0043-A0042J
A5195,699-45-42,GROUNDWATER WELL,,IN-USE,137286.372,577055.094,1-0699-A0045-A0042A
A5207,699-47-80CR,HOSTED PIEZOMETER,A8755,IN-USE,137718.183,565530.319,1-0699-A0047-A0080CR
A5212,699-48-50,GROUNDWATER WELL,,IN-USE,138227.088,574817.584,1-0699-A0048-A0050A
A5218,699-49-55B,GROUNDWATER WELL,,IN-USE,138350.879,573138.718,1-0699-A0049-A0055B
A5227,699-50-53A,GROUNDWATER WELL,,DECOMMISSIONED-V,138670.477,573649.666,1-0699-A0050-A0053A
A5230,699-51-46,GROUNDWATER WELL,,IN-USE,139001.588,575738.496,1-0699-A0051-A0046A
A5231,699-51-63,GROUNDWATER WELL,,IN-USE,139148.408,570664.4,1-0699-A0051-A0063A
A5239,699-53-47A,GROUNDWATER WELL,,IN-USE,139489.296,575417.545,1-0699-A0053-A0047A
A5856,299-E13-8,GROUNDWATER WELL,,IN-USE,134301.719,573339.558,1-0299-E0013A-A0008A
A5866,299-E13-21,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,134370.808,573618.63,1-0299-E0013A-A0021A
A5867,299-E13-51,VADOSE WELL,,DECOMMISSIONED-V,134306.402,573380.762,1-0299-E0013A-A0051A
A5946,299-E24-91,VADOSE WELL,,IN-USE,135424.323,574824.058,1-0299-E0024A-A0091A
A5947,299-E24-92,VADOSE WELL,,IN-USE,135418.672,574828.711,1-0299-E0024A-A0092A
A5955,299-E24-100,VADOSE WELL,,IN-USE,135417.642,574829.647,1-0299-E0024A-A0100A
A5960,299-E24-105,VADOSE WELL,,IN-USE,135415.785,574832.49,1-0299-E0024A-A0105A
A5962,299-E24-107,VADOSE WELL,,IN-USE,135412.954,574835.355,1-0299-E0024A-A0107A
A5970,299-E24-115,VADOSE WELL,,DECOMMISSIONED-V,135878.356,574706.173,1-0299-E0024A-A0115A
A5975,299-E24-122,VADOSE WELL,,IN-USE,135417.169,574825.631,1-0299-E0024A-A0122A
A5981,299-E24-124E,UNCLASSIFIED,,DECOMMISSIONED-V,135278,574850,1-0299-E0024A-A0124E
A6016,299-E24-155,VADOSE WELL,,DECOMMISSIONED-V,136263.773,575193.467,1-0299-E0024A-A0155A
A6017,299-E24-156,VADOSE WELL,,DECOMMISSIONED-V,136243.932,575181.337,1-0299-E0024A-A0156A
A6018,299-E24-157,VADOSE WELL,,DECOMMISSIONED-V,136277.541,575213.233,1-0299-E0024A-A0157A
A6026,299-E25-7,GROUNDWATER WELL,,IN-USE,136197.868,575745.605,1-0299-E0025A-A0007A
A6029,299-E25-14,VADOSE WELL,,IN-USE,136166.55,575667.76,1-0299-E0025A-A0014A
A6031,299-E25-17,GROUNDWATER WELL,,IN-USE,135702.51,575760.245,1-0299-E0025A-A0017A
A5920,299-E24-65,VADOSE WELL,,IN-USE,136032.513,575317.871,1-0299-E0024A-A0065A
A5923,299-E24-68,VADOSE WELL,,IN-USE,136080.187,575308.655,1-0299-E0024A-A0068A
A5932,299-E24-77,VADOSE WELL,,IN-USE,135418.623,574832.676,1-0299-E0024A-A0077A
A5937,299-E24-82,VADOSE WELL,,IN-USE,135422.863,574833.992,1-0299-E0024A-A0082A
A5881,299-E17-4,GROUNDWATER WELL,,DECOMMISSIONED-V,135370.026,575117.872,1-0299-E0017A-A0004A
A5883,299-E17-11,VADOSE WELL,,DECOMMISSIONED-V,135347.191,575109.138,1-0299-E0017A-A0011A
A5914,299-E24-57,VADOSE WELL,,DECOMMISSIONED-V,135509.872,575049.123,1-0299-E0024A-A0057A
A5919,299-E24-64,VADOSE WELL,,IN-USE,136027.941,575317.883,1-0299-E0024A-A0064A
A6623,299-E25-219,UNCLASSIFIED,,DECOMMISSIONED-V,135610.2,576177.739,1-0299-E0025A-A0219A
A6625,299-E25-221,UNCLASSIFIED,,DECOMMISSIONED-V,135495.11,576331.722,1-0299-E0025A-A0221A
A6643,299-E26-7,GROUNDWATER WELL,,DECOMMISSIONED-V,136373.296,575673.166,1-0299-E0026A-A0007A
A6645,299-E26-52,VADOSE WELL,,DECOMMISSIONED-V,136372.99,575620.976,1-0299-E0026A-A0052A
A6569,299-E25-153,BORING,,DECOMMISSIONED-V,135881.178,575594.63,1-0299-E0025A-A0153A
A6582,299-E25-167,UNCLASSIFIED,,DECOMMISSIONED-V,135720.816,575574.658,1-0299-E0025A-A0167A
A6529,299-E25-90,VADOSE WELL,,IN-USE,136053.56,575363.077,1-0299-E0025A-A0090A
A6540,299-E25-104,VADOSE WELL,,IN-USE,136201.943,575408.3,1-0299-E0025A-A0104A
A6546,299-E25-110,VADOSE WELL,,IN-USE,136162.284,575408.612,1-0299-E0025A-A0110A
A6602,299-E25-196,UNCLASSIFIED,,DECOMMISSIONED-V,135883.996,575622.653,1-0299-E0025A-A0196A
A6603,299-E25-197,UNCLASSIFIED,,DECOMMISSIONED-V,135884.046,575640.933,1-0299-E0025A-A0197A
A6605,299-E25-199,BORING,,DECOMMISSIONED-V,135886.946,575586.083,1-0299-E0025A-A0199A
A6607,299-E25-203,UNCLASSIFIED,,DECOMMISSIONED-V,135881.047,575659.222,1-0299-E0025A-A0203A
A6040,299-E25-51,VADOSE WELL,,IN-USE,136089.761,575413.382,1-0299-E0025A-A0051A
A6041,299-E25-52,VADOSE WELL,,DECOMMISSIONED-V,135574.407,575278.601,1-0299-E0025A-A0052A
A6689,299-E27-64,VADOSE WELL,,IN-USE,136576.36,575117.879,1-0299-E0027A-A0064A
A6741,299-E27-121,VADOSE WELL,,IN-USE,136540.4,575023.6,1-0299-E0027A-A0121A
A6745,299-E27-125,VADOSE WELL,,IN-USE,136624.712,575142.341,1-0299-E0027A-A0125A
A6754,299-E27-135,VADOSE WELL,,IN-USE,136578.341,575156.152,1-0299-E0027A-A0135A
A6726,299-E27-101,VADOSE WELL,,IN-USE,136583.021,575099.885,1-0299-E0027A-A0101A
A6694,299-E27-69,VADOSE WELL,,IN-USE,136536.008,575170.997,1-0299-E0027A-A0069A
A6695,299-E27-70,VADOSE WELL,,IN-USE,136557.039,575172.445,1-0299-E0027A-A0070A
A6705,299-E27-80,VADOSE WELL,,IN-USE,136512.574,575146.148,1-0299-E0027A-A0080A
A6654,299-E26-61,VADOSE WELL,,DECOMMISSIONED-V,136375.7,575738.007,1-0299-E0026A-A0061A
A6657,299-E26-64,VADOSE WELL,,DECOMMISSIONED-V,136328.361,575695.274,1-0299-E0026A-A0064A
A6658,299-E26-65,VADOSE WELL,,DECOMMISSIONED-V,136394.145,575621.576,1-0299-E0026A-A0065A
A6659,299-E26-66,VADOSE WELL,,DECOMMISSIONED-V,136402.246,575686.343,1-0299-E0026A-A0066A
A6668,299-E26-75,VADOSE WELL,,DECOMMISSIONED-V,136431.619,575682.503,1-0299-E0026A-A0075A
A6679,299-E27-54,VADOSE WELL,,IN-USE,136519.895,575204.73,1-0299-E0027A-A0054A
A6800,299-E28-24,GROUNDWATER WELL,,IN-USE,136727.768,573785.436,1-0299-E0028A-A0024A
A6729,299-E27-104,VADOSE WELL,,IN-USE,136579.646,575087.035,1-0299-E0027A-A0104A
A6730,299-E27-105,VADOSE WELL,,IN-USE,136578.533,575127.304,1-0299-E0027A-A0105A
A6731,299-E27-106,VADOSE WELL,,IN-USE,136602.673,575110.035,1-0299-E0027A-A0106A
A6594,299-E25-184,VADOSE WELL,,DECOMMISSIONED-V,136006.49,575323.615,1-0299-E0025A-A0184A
A6598,299-E25-192,VADOSE WELL,,IN-USE,136034.812,575331.908,1-0299-E0025A-A0192A
A6904,299-E33-96,VADOSE WELL,,IN-USE,137516.873,573562.935,1-0299-E0033A-A0096A
A6932,299-E33-124,VADOSE WELL,,IN-USE,137456.882,573572.838,1-0299-E0033A-A0124A
A6871,299-E33-63,VADOSE WELL,,IN-USE,137399.126,573639.635,1-0299-E0033A-A0063A
A6873,299-E33-65,VADOSE WELL,,IN-USE,137398.982,573578.579,1-0299-E0033A-A0065A
A6875,299-E33-67,VADOSE WELL,,IN-USE,137462.368,573778.086,1-0299-E0033A-A0067A
A6879,299-E33-71,VADOSE WELL,,DECOMMISSIONED-V,137471.504,573780.678,1-0299-E0033A-A0071A
A6881,299-E33-73,VADOSE WELL,,DECOMMISSIONED-V,137493.373,573791.841,1-0299-E0033A-A0073A
A6884,299-E33-76,VADOSE WELL,,DECOMMISSIONED-V,137547.377,573831.209,1-0299-E0033A-A0076A
A6892,299-E33-84,VADOSE WELL,,IN-USE,137517.426,573673.652,1-0299-E0033A-A0084A
A6895,299-E33-87,VADOSE WELL,,IN-USE,137486.215,573584.301,1-0299-E0033A-A0087A
A6835,299-E28-84,VADOSE WELL,,DECOMMISSIONED-V,136767.367,573116.113,1-0299-E0028A-A0084A
A6838,299-E28-87,VADOSE WELL,,DECOMMISSIONED-V,136845.845,573040.373,1-0299-E0028A-A0087A
A6845,299-E28-94,VADOSE WELL,,DECOMMISSIONED-V,136808.2,572911.52,1-0299-E0028A-A0094A
A6846,299-E28-95,VADOSE WELL,,DECOMMISSIONED-V,136442.07,572884.73,1-0299-E0028A-A0095A
A6924,299-E33-116,VADOSE WELL,,IN-USE,137456.934,573603.91,1-0299-E0033A-A0116A
A6769,299-E27-140,VADOSE WELL,,DECOMMISSIONED-V,136365.377,574484.533,1-0299-E0027A-A0140A
A6775,299-E27-146,VADOSE WELL,,DECOMMISSIONED-V,136294.467,575272.606,1-0299-E0027A-A0146A
A6776,299-E27-147,VADOSE WELL,,DECOMMISSIONED-V,136333.9,575316.675,1-0299-E0027A-A0147A
A6779,299-E27-150,VADOSE WELL,,DECOMMISSIONED-V,137085.528,574703.809,1-0299-E0027A-A0150A
A7026,299-E33-219,VADOSE WELL,,IN-USE,137267.906,573854.665,1-0299-E0033A-A0219A
A7029,299-E33-222,VADOSE WELL,,IN-USE,137303.108,573597.975,1-0299-E0033A-A0222A
A7000,299-E33-192,VADOSE WELL,,IN-USE,137340.732,573833.321,1-0299-E0033A-A0192A
A7001,299-E33-193,VADOSE WELL,,IN-USE,137296.339,573824.407,1-0299-E0033A-A0193A
A7016,299-E33-209,VADOSE WELL,,IN-USE,137514.561,573598.299,1-0299-E0033A-A0209A
A9469,299-W11-13P,HOSTED PIEZOMETER,A5465,DECOMMISSIONED-V,136424.033,567099.363,1-0299-W0011A-A0013P
A7988,299-W23-152,VADOSE WELL,,IN-USE,134489.509,566767.686,1-0299-W0023A-A0152A
A8559,699-35-78B,VADOSE WELL,,DECOMMISSIONED-V,134279.214,566047.649,1-0699-A0035-A0078B
A8566,699-36-27,GROUNDWATER WELL,,IN-USE,134448.024,581803.029,1-0699-A0036-A0027A
A8567,699-36-46,PIEZOMETER HOST,,IN-USE,134518.281,575994.625,1-0699-A0036-A0046A
A8568,699-36-46P,HOSTED PIEZOMETER,A8567,IN-USE,134516.759,575994.221,1-0699-A0036-A0046P
A8572,699-36-58B,GROUNDWATER WELL,,IN-USE,134431.185,572253.483,1-0699-A0036-A0058B
A8577,699-37-22,VADOSE WELL,,DECOMMISSIONED-V,134913.767,583171.359,1-0699-A0037-A0022A
A8587,699-37-E1,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,134784.153,590284.342,1-0699-A0037-E0001A
A8588,699-37-E4,GROUNDWATER WELL,,IN-USE,135407.527,590996.252,1-0699-A0037-E0004A
A9483,699-39-84CR,HOSTED PIEZOMETER,A8610,IN-USE,135566.126,564337.745,1-0699-A0039-A0084CR
A6982,299-E33-174,VADOSE WELL,,IN-USE,137353.702,573555.748,1-0299-E0033A-A0174A
A6983,299-E33-175,VADOSE WELL,,IN-USE,137356.731,573557.954,1-0299-E0033A-A0175A
B2747,299-W18-36,GROUNDWATER WELL,,IN-USE,135419.398,565908.606,1-0299-W0018A-A0036A
A7977,299-W23-141,VADOSE WELL,,IN-USE,134277.107,566828.092,1-0299-W0023A-A0141A
A7982,299-W23-146,VADOSE WELL,,IN-USE,134488.65,566834.77,1-0299-W0023A-A0146A
A8514,699-32-31,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,133210.833,580303.33,1-0699-A0032-A0031A
A7009,299-E33-201,VADOSE WELL,,IN-USE,137338.43,573789.543,1-0299-E0033A-A0201A
A7010,299-E33-202,VADOSE WELL,,IN-USE,137315.529,573781.064,1-0299-E0033A-A0202A
A7023,299-E33-216,VADOSE WELL,,IN-USE,137256.28,573772.842,1-0299-E0033A-A0216A
A8022,299-W23-186,VADOSE WELL,,IN-USE,134434.037,566821.713,1-0299-W0023A-A0186A
A8771,699-48-49T,HOSTED PIEZOMETER,A8770,DECOMMISSIONED-V,138112.95,575196.53,1-0699-A0048-A0049T
A8773,699-48-77B,UNCLASSIFIED,,DECOMMISSIONED-V,137969.02,566413.57,1-0699-A0048-A0077B
A8778,699-49-7A,VADOSE WELL,,DECOMMISSIONED-V,138359.081,587683.441,1-0699-A0049-A0007A
A9567,299-W22-24O,HOSTED PIEZOMETER,A7845,IN-USE,134410.86,567648.17,1-0299-W0022A-A0024O
A9569,299-W22-24Q,HOSTED PIEZOMETER,A7845,IN-USE,134410.86,567648.17,1-0299-W0022A-A0024Q
A9573,299-W22-27O,HOSTED PIEZOMETER,A7847,DECOMMISSIONED-V,134496.761,567151.707,1-0299-W0022A-A0027O
A9577,299-W22-27S,HOSTED PIEZOMETER,A7847,DECOMMISSIONED-V,134496.761,567151.707,1-0299-W0022A-A0027S
A8792,699-49-32B,GROUNDWATER WELL,,IN-USE,138299.181,580175.442,1-0699-A0049-A0032B
A8798,699-49-85B,VADOSE WELL,,DECOMMISSIONED-V,138506.312,563917.279,1-0699-A0049-A0085B
A8807,699-50-14,GROUNDWATER WELL,,DECOMMISSIONED-V,138716.266,585642.387,1-0699-A0050-A0014A
A8822,699-51-17,VADOSE WELL,,DECOMMISSIONED-V,139000,584700,1-0699-A0051-A0017A
A8833,699-52-18A,VADOSE WELL,,DECOMMISSIONED-V,139367.265,584261.772,1-0699-A0052-A0018A
A8837,699-52-37A,VADOSE WELL,,DECOMMISSIONED-V,139224.39,578512.12,1-0699-A0052-A0037A
A8840,699-52-38B,VADOSE WELL,,DECOMMISSIONED-V,139298.72,578430.18,1-0699-A0052-A0038B
A9648,699-32-62R,HOSTED PIEZOMETER,A5128,DECOMMISSIONED-V,133215.925,571009.564,1-0699-A0032-A0062R
A9650,699-32-72AP,HOSTED PIEZOMETER,A5130,IN-USE,133362.612,567942.676,1-0699-A0032-A0072AP
A8038,299-W23-202,VADOSE WELL,,IN-USE,134430.398,566791.251,1-0299-W0023A-A0202A
A8035,299-W23-199,VADOSE WELL,,IN-USE,134469.608,566785.849,1-0299-W0023A-A0199A
A8036,299-W23-200,VADOSE WELL,,IN-USE,134455.701,566772.839,1-0299-W0023A-A0200A
A8787,699-49-13D,VADOSE WELL,,DECOMMISSIONED-V,138412.387,586062.911,1-0699-A0049-A0013D
A9519,699-39-84CQ,HOSTED PIEZOMETER,A8610,IN-USE,135566.126,564337.745,1-0699-A0039-A0084CQ
A7997,299-W23-161,VADOSE WELL,,IN-USE,134425.376,566835.569,1-0299-W0023A-A0161A
A8000,299-W23-164,VADOSE WELL,,IN-USE,134441.724,566789.828,1-0299-W0023A-A0164A
A8001,299-W23-165,VADOSE WELL,,IN-USE,134450.17,566782.555,1-0299-W0023A-A0165A
A8005,299-W23-169,VADOSE WELL,,IN-USE,134395.511,566835.155,1-0299-W0023A-A0169A
A8601,699-39-1A,VADOSE WELL,,DECOMMISSIONED-V,135317.667,589681.47,1-0699-A0039-A0001A
A8605,699-39-12,UNCLASSIFIED,,DECOMMISSIONED-V,135281.42,586135.479,1-0699-A0039-A0012A
A8611,699-39-84D,UNCLASSIFIED,,DECOMMISSIONED-V,135342.083,564292.804,1-0699-A0039-A0084D
A8633,699-40-12G,VADOSE WELL,,DECOMMISSIONED-V,135689.033,586319.183,1-0699-A0040-A0012G
A8637,699-40-20,GROUNDWATER WELL,,IN-USE,135678.083,583830.182,1-0699-A0040-A0020A
A8643,699-40-80,VADOSE WELL,,DECOMMISSIONED-V,135547.796,565518.011,1-0699-A0040-A0080A
A8644,699-40-84,GROUNDWATER WELL,,IN-USE,135751.273,564246.014,1-0699-A0040-A0084A
A8653,699-41-31,GROUNDWATER WELL,,IN-USE,136001.752,580526.873,1-0699-A0041-A0031A
A8660,699-42-2,GROUNDWATER WELL,,IN-USE,136342.7,589310.42,1-0699-A0042-A0002A
A8667,699-42-29,VADOSE WELL,,DECOMMISSIONED-V,136427.904,581043.204,1-0699-A0042-A0029A
B8052,10/1/2009,UNCLASSIFIED,,IN-USE,136040.2,575306.56,9-10-01-09-A0109---A0001A
B8062,CPT-19,VADOSE WELL,,DECOMMISSIONED-V,135522,566717,9-CPT-19-C0019PT--A0001A
A8682,699-43-41A,VADOSE WELL,,DECOMMISSIONED-V,136809.021,577408.652,1-0699-A0043-A0041A
A8686,699-43-41H,VADOSE WELL,,DECOMMISSIONED-V,136578.5,577255.8,1-0699-A0043-A0041H
A8688,699-43-42B,PIEZOMETER HOST,,DECOMMISSIONED-V,136630.816,577158.678,1-0699-A0043-A0042B
A8704,699-44-7,GROUNDWATER WELL,,IN-USE,136982.177,587839.583,1-0699-A0044-A0007A
A9797,299-W19-96,UNCLASSIFIED,,DECOMMISSIONED-V,135003.79,567263.16,1-0299-W0019A-A0096A
A9853,299-E24-8B,VADOSE WELL,,DECOMMISSIONED-V,136618.492,574544.793,1-0299-E0024A-A0008B
A9870,299-W19-102,UNCLASSIFIED,,DECOMMISSIONED-V,134769.9,567618.9,1-0299-W0019A-A0102A
A9872,299-W19-106,UNCLASSIFIED,,DECOMMISSIONED-V,134908.482,567617.249,1-0299-W0019A-A0106A
A9798,299-W19-98,VADOSE WELL,,DECOMMISSIONED-V,135109.57,567578.43,1-0299-W0019A-A0098A
A9676,699-37-82AQ,HOSTED PIEZOMETER,A5147,DECOMMISSIONED-V,134739.82,564906.955,1-0699-A0037-A0082AQ
A9689,699-38-70P,HOSTED PIEZOMETER,A5149,DECOMMISSIONED-V,135089.205,568500.94,1-0699-A0038-A0070P
A7910,299-W23-74,VADOSE WELL,,IN-USE,134245.823,566845.827,1-0299-W0023A-A0074A
A9708,699-43-42EQ,HOSTED PIEZOMETER,A8691,DECOMMISSIONED-V,136562.198,577179.422,1-0699-A0043-A0042EQ
A9711,699-43-42FQ,HOSTED PIEZOMETER,A8691,DECOMMISSIONED-V,136562.801,577191.219,1-0699-A0043-A0042FQ
A9712,699-43-42GP,HOSTED PIEZOMETER,A8693,DECOMMISSIONED-V,136705.412,577141.454,1-0699-A0043-A0042GP
A9715,699-43-42HP,HOSTED PIEZOMETER,A8694,DECOMMISSIONED-V,136707.199,577153.187,1-0699-A0043-A0042HP
A7958,299-W23-122,VADOSE WELL,,IN-USE,134460.307,566826.044,1-0299-W0023A-A0122A
A7959,299-W23-123,VADOSE WELL,,IN-USE,134482.887,566843.667,1-0299-W0023A-A0123A
B2613,699-39-7M,VADOSE WELL,,DECOMMISSIONED-V,135509.9,587815.4,1-0699-A0039-A0007M
A7968,299-W23-132,VADOSE WELL,,IN-USE,134309.074,566841.973,1-0299-W0023A-A0132A
B2465,299-W19-37,GROUNDWATER WELL,,IN-USE,134950.349,567723.846,1-0299-W0019A-A0037A
A7961,299-W23-125,VADOSE WELL,,IN-USE,134252.474,566809.473,1-0299-W0023A-A0125A
A7966,299-W23-130,VADOSE WELL,,IN-USE,134273.851,566816.799,1-0299-W0023A-A0130A
A9921,699-49-71D,UNCLASSIFIED,,DECOMMISSIONED-V,138223,568580,1-0699-A0049-A0071D
A9931,CPT-4M,SOIL TUBE,,CANDIDATE FOR DECOMMISSIONING,134988,567185,9-CPT-4M-C0004PT-M-A0001A
A7943,299-W23-107,VADOSE WELL,,IN-USE,134226.173,566761.755,1-0299-W0023A-A0107A
A7950,299-W23-114,VADOSE WELL,,IN-USE,134191.727,566765.519,1-0299-W0023A-A0114A
B2401,299-W11-33P,HOSTED PIEZOMETER,A9827,IN-USE,136844.366,567184.869,1-0299-W0011A-A0033P
B2409,299-W15-29,GROUNDWATER WELL,,IN-USE,135506.003,565921.17,1-0299-W0015A-A0029A
A7831,299-W22-5,GROUNDWATER WELL,,DECOMMISSIONED-V,134254.607,567027.872,1-0299-W0022A-A0005A
A7837,299-W22-12,GROUNDWATER WELL,,DECOMMISSIONED-V,134184.891,567191.077,1-0299-W0022A-A0012A
A7166,299-W10-76,VADOSE WELL,,IN-USE,136691.277,566690.478,1-0299-W0010A-A0076A
A7181,299-W10-91,VADOSE WELL,,IN-USE,136460.034,566746.603,1-0299-W0010A-A0091A
A7590,299-W18-107,VADOSE WELL,,IN-USE,135026.158,566835.614,1-0299-W0018A-A0107A
A7596,299-W18-113,VADOSE WELL,,IN-USE,135024.728,566787.143,1-0299-W0018A-A0113A
A7846,299-W22-25,GROUNDWATER WELL,,IN-USE,134404.621,567180.784,1-0299-W0022A-A0025A
A7849,299-W22-30,VADOSE WELL,,DECOMMISSIONED-V,134254.64,566987.945,1-0299-W0022A-A0030A
A7856,299-W22-37,GROUNDWATER WELL,,DECOMMISSIONED-V,134678.204,567084.513,1-0299-W0022A-A0037A
A7184,299-W10-94,VADOSE WELL,,IN-USE,136429.994,566772.905,1-0299-W0010A-A0094A
A7552,299-W18-69,VADOSE WELL,,IN-USE,135453.431,566352.299,1-0299-W0018A-A0069A
A7554,299-W18-71,VADOSE WELL,,DECOMMISSIONED-V,135452.728,566362.055,1-0299-W0018A-A0071A
A7555,299-W18-72,VADOSE WELL,,DECOMMISSIONED-V,135437.805,566362.123,1-0299-W0018A-A0072A
A7872,299-W22-65,VADOSE WELL,,DECOMMISSIONED-V,133916.727,567557.769,1-0299-W0022A-A0065A
A7189,299-W10-99,VADOSE WELL,,IN-USE,136416.131,566727.208,1-0299-W0010A-A0099A
A7539,299-W18-56,VADOSE WELL,,DECOMMISSIONED-V,135439.422,566543.288,1-0299-W0018A-A0056A
A7399,299-W15-100,VADOSE WELL,,DECOMMISSIONED-V,136378.078,566756.053,1-0299-W0015A-A0100A
A7402,299-W15-103,VADOSE WELL,,IN-USE,136214.577,566786.566,1-0299-W0015A-A0103A
A7405,299-W15-106,VADOSE WELL,,IN-USE,136221.373,566756.403,1-0299-W0015A-A0106A
A7509,299-W15-211,VADOSE WELL,,DECOMMISSIONED-V,136207.117,566583.802,1-0299-W0015A-A0211A
A7514,299-W15-216,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135560.833,566793.339,1-0299-W0015A-A0216A
A7515,299-W15-217,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135594.894,566730.471,1-0299-W0015A-A0217A
A7518,299-W15-220,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135618.444,566834.927,1-0299-W0015A-A0220A
A7231,299-W10-141,VADOSE WELL,,IN-USE,136676.987,566761.262,1-0299-W0010A-A0141A
A7632,299-W18-149,VADOSE WELL,,CANDIDATE FOR DECOMMISSIONING,135447.523,566547.007,1-0299-W0018A-A0149A
A7244,299-W10-154,VADOSE WELL,,IN-USE,136660.363,566782.952,1-0299-W0010A-A0154A
