,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
1372,1372,55,92,570050.0,137350.0,10550092,2,0,0,0,0,0,0,137350.0,570050.0,1372,1,0,0,4,3,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,6.5,7.0,4.0,6.0,4
1373,1373,55,93,570150.0,137350.0,10550093,2,0,0,0,0,0,0,137350.0,570150.0,1373,1,0,0,4,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,6.5,6.0,4.0,6.0,4
1374,1374,55,94,570250.0,137350.0,10550094,2,0,1,0,0,0,0,137350.0,570250.0,1374,1,0,0,3,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,6.5,6.0,5.0,6.0,5
1375,1375,55,95,570350.0,137350.0,10550095,2,0,1,0,0,0,0,137350.0,570350.0,1375,0,0,0,3,2,3,0,3,1,3,0,4,0.0,0.0,0.0,0,2.5,1.5,4.5,5.5,7.0,4.0,6.0,5
1376,1376,55,96,570450.0,137350.0,10550096,2,0,2,0,0,0,0,137350.0,570450.0,1376,1,0,0,3,2,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.75,5.5,5.75,7.0,9.0,6.0,6
1377,1377,55,97,570550.0,137350.0,10550097,2,0,2,0,0,0,0,137350.0,570550.0,1377,1,1,0,3,1,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,6.0,9.0,6.0,6
1378,1378,55,98,570650.0,137350.0,10550098,2,0,3,0,0,0,0,137350.0,570650.0,1378,2,1,0,3,1,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,6.0,6.0,10.0,6.0,7
1379,1379,55,99,570750.0,137350.0,10550099,2,0,3,0,0,0,0,137350.0,570750.0,1379,1,1,0,3,1,2,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,5.0,10.0,6.0,7
1380,1380,55,100,570850.0,137350.0,10550100,2,0,3,0,0,0,0,137350.0,570850.0,1380,1,1,1,2,1,2,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,5.0,10.0,6.0,7
1381,1381,55,101,570950.0,137350.0,10550101,2,0,2,0,0,0,0,137350.0,570950.0,1381,1,2,1,2,0,2,4,3,0,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,4.0,9.0,5.0,6
1382,1382,55,102,571050.0,137350.0,10550102,1,0,2,0,0,0,0,137350.0,571050.0,1382,1,3,1,1,0,1,4,3,0,4,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,4.0,2.0,9.0,5.0,6
1383,1383,55,103,571150.0,137350.0,10550103,1,0,1,0,0,0,0,137350.0,571150.0,1383,0,3,1,1,0,1,4,3,0,4,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,3.0,2.0,8.0,5.0,5
1384,1384,55,104,571250.0,137350.0,10550104,1,0,1,0,0,0,0,137350.0,571250.0,1384,0,3,2,1,0,0,4,3,0,4,0,3,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,1.0,8.0,5.0,4
1385,1385,55,105,571350.0,137350.0,10550105,0,0,0,0,0,0,0,137350.0,571350.0,1385,0,3,3,1,0,0,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,5.5,4.0,0.0,7.0,4.0,4
1386,1386,55,106,571450.0,137350.0,10550106,0,0,0,0,0,0,0,137350.0,571450.0,1386,0,4,3,1,0,0,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,0.0,7.0,4.0,4
1387,1387,55,107,571550.0,137350.0,10550107,0,0,0,0,0,0,0,137350.0,571550.0,1387,0,4,3,1,0,0,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,0.0,7.0,4.0,4
1388,1388,55,108,571650.0,137350.0,10550108,1,0,1,0,0,0,0,137350.0,571650.0,1388,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1389,1389,55,109,571750.0,137350.0,10550109,1,0,1,0,0,0,0,137350.0,571750.0,1389,1,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,2.0,8.0,5.0,5
1390,1390,55,110,571850.0,137350.0,10550110,2,0,2,0,0,0,0,137350.0,571850.0,1390,1,3,3,1,0,1,4,3,1,4,2,3,0.0,0.0,0.0,0,2.25,0.0,8.25,6.0,3.0,9.0,7.0,7
1391,1391,55,111,571950.0,137350.0,10550111,2,0,2,0,0,0,0,137350.0,571950.0,1391,1,3,3,1,0,2,4,3,1,4,2,3,0.0,0.0,0.0,0,0.75,0.0,6.75,6.0,4.0,9.0,7.0,7
1392,1392,55,112,572050.0,137350.0,10550112,3,0,3,0,0,0,0,137350.0,572050.0,1392,2,3,3,1,1,2,4,3,1,3,2,3,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,6.0,10.0,7.0,8
1393,1393,55,113,572150.0,137350.0,10550113,3,0,3,0,0,0,0,137350.0,572150.0,1393,2,2,3,1,1,2,4,3,2,3,2,3,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,6.0,10.0,8.0,8
1394,1394,56,32,564050.0,137250.0,10560032,4,0,4,0,0,0,0,137250.0,564050.0,1394,3,2,2,2,3,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,9.0,11.0,9.0,9
1395,1395,56,33,564150.0,137250.0,10560033,4,0,4,0,0,0,0,137250.0,564150.0,1395,3,2,3,2,3,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,9.0,11.0,9.0,9
1396,1396,56,34,564250.0,137250.0,10560034,4,0,4,0,0,0,0,137250.0,564250.0,1396,2,2,3,2,2,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,8.0,11.0,9.0,9
1397,1397,56,35,564350.0,137250.0,10560035,4,0,4,0,0,0,0,137250.0,564350.0,1397,2,2,3,2,2,2,4,3,3,2,1,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,8.0,11.0,9.0,8
1398,1398,56,36,564450.0,137250.0,10560036,4,0,4,0,0,0,0,137250.0,564450.0,1398,2,1,3,2,2,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,8.0,11.0,10.0,8
1399,1399,56,37,564550.0,137250.0,10560037,4,0,4,0,0,0,0,137250.0,564550.0,1399,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1400,1400,56,38,564650.0,137250.0,10560038,4,0,4,0,0,0,0,137250.0,564650.0,1400,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1401,1401,56,39,564750.0,137250.0,10560039,4,0,4,0,0,0,0,137250.0,564750.0,1401,2,1,3,2,2,2,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,8.0,11.0,10.0,7
1402,1402,56,40,564850.0,137250.0,10560040,4,0,4,0,0,0,0,137250.0,564850.0,1402,1,1,3,2,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,9.0,9.0,11.0,10.0,7
1403,1403,56,41,564950.0,137250.0,10560041,4,0,3,0,0,0,0,137250.0,564950.0,1403,1,1,3,3,2,3,4,3,3,4,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,9.0,9.0,10.0,11.0,6
1404,1404,56,42,565050.0,137250.0,10560042,3,0,3,0,0,0,0,137250.0,565050.0,1404,1,1,1,3,2,3,4,3,3,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,8.0,10.0,10.0,6
1405,1405,56,43,565150.0,137250.0,10560043,3,0,3,0,0,0,0,137250.0,565150.0,1405,1,1,1,3,2,3,4,3,4,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,7.0,8.0,10.0,11.0,6
1406,1406,56,44,565250.0,137250.0,10560044,3,0,2,0,0,0,0,137250.0,565250.0,1406,1,1,1,3,2,3,4,3,4,4,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,6.0,8.0,9.0,11.0,5
1407,1407,56,45,565350.0,137250.0,10560045,2,0,2,0,0,0,0,137250.0,565350.0,1407,1,2,1,3,1,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,5.0,6.0,6.0,9.0,9.0,5
1408,1408,56,46,565450.0,137250.0,10560046,2,0,2,0,0,0,0,137250.0,565450.0,1408,1,3,0,4,1,3,4,3,4,3,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,6.0,9.0,9.0,5
1409,1409,56,47,565550.0,137250.0,10560047,2,0,2,0,0,0,0,137250.0,565550.0,1409,1,3,0,4,1,2,4,3,4,4,0,4,0.0,0.0,0.0,0,0.0,0.0,6.0,6.0,5.0,9.0,10.0,6
1410,1410,56,48,565650.0,137250.0,10560048,1,0,2,0,0,0,0,137250.0,565650.0,1410,1,4,0,4,1,2,4,3,3,4,0,3,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,4.0,9.0,8.0,5
1411,1411,56,49,565750.0,137250.0,10560049,1,0,2,0,0,0,0,137250.0,565750.0,1411,1,4,0,4,0,1,4,3,0,1,0,3,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,2.0,9.0,2.0,5
1412,1412,56,50,565850.0,137250.0,10560050,1,0,2,0,0,0,0,137250.0,565850.0,1412,1,4,0,4,0,1,4,3,0,1,0,3,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,2.0,9.0,2.0,5
1413,1413,56,51,565950.0,137250.0,10560051,0,0,2,0,0,0,0,137250.0,565950.0,1413,0,4,0,4,0,0,4,3,0,2,0,3,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,0.0,9.0,2.0,5
1414,1414,56,52,566050.0,137250.0,10560052,0,0,2,0,0,0,0,137250.0,566050.0,1414,0,4,0,3,0,0,0,3,0,3,0,1,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,0.0,5.0,3.0,3
1415,1415,56,53,566150.0,137250.0,10560053,0,0,2,0,0,0,0,137250.0,566150.0,1415,0,4,0,3,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0,2.25,0.0,6.25,5.0,0.0,5.0,1.0,2
1416,1416,56,54,566250.0,137250.0,10560054,0,0,1,0,0,0,0,137250.0,566250.0,1416,0,1,0,3,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0,2.25,0.0,3.25,4.0,0.0,4.0,1.0,1
1417,1417,56,55,566350.0,137250.0,10560055,0,0,1,0,0,0,0,137250.0,566350.0,1417,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,2.25,1.0,2.25,2.0,0.0,4.0,0.0,1
1418,1418,56,56,566450.0,137250.0,10560056,0,0,2,0,0,0,0,137250.0,566450.0,1418,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,2.25,4.5,0.0,6.0,0.0,2
1419,1419,56,57,566550.0,137250.0,10560057,0,0,2,0,0,0,0,137250.0,566550.0,1419,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,2.25,4.5,0.0,6.0,0.0,2
1420,1420,56,58,566650.0,137250.0,10560058,0,0,2,0,0,0,0,137250.0,566650.0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,2.5,4.5,0.0,2.0,0.0,2
1421,1421,56,59,566750.0,137250.0,10560059,0,0,1,0,0,0,0,137250.0,566750.0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,2.5,3.5,0.0,1.0,0.0,1
1422,1422,56,60,566850.0,137250.0,10560060,0,0,1,0,0,0,0,137250.0,566850.0,1422,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,3.5,3.5,0.0,1.0,0.0,1
1423,1423,56,61,566950.0,137250.0,10560061,0,0,0,0,0,0,0,137250.0,566950.0,1423,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,4.25,2.5,0.0,0.0,0.0,0
1424,1424,56,62,567050.0,137250.0,10560062,0,0,0,0,0,0,0,137250.0,567050.0,1424,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.25,4.25,2.25,0.0,0.0,0.0,0
1425,1425,56,63,567150.0,137250.0,10560063,0,0,0,0,0,0,0,137250.0,567150.0,1425,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,4.25,2.5,0.0,0.0,0.0,0
1426,1426,56,64,567250.0,137250.0,10560064,0,0,0,0,0,0,0,137250.0,567250.0,1426,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,2.5,5.25,2.5,0.0,0.0,0.0,0
1427,1427,56,65,567350.0,137250.0,10560065,0,0,1,0,0,0,0,137250.0,567350.0,1427,3,1,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0,2.5,2.5,6.5,4.5,2.0,1.0,0.0,1
1428,1428,56,66,567450.0,137250.0,10560066,1,0,1,0,0,0,0,137250.0,567450.0,1428,4,1,4,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0,2.5,2.5,8.5,7.5,3.0,1.0,1.0,2
1429,1429,56,67,567550.0,137250.0,10560067,1,1,1,0,0,0,0,137250.0,567550.0,1429,4,1,4,0,1,1,0,0,0,0,1,0,1.0,0.0,0.0,0,2.5,2.5,9.5,7.5,5.0,1.0,2.0,2
1430,1430,56,68,567650.0,137250.0,10560068,1,1,1,0,0,0,0,137250.0,567650.0,1430,4,1,4,0,1,1,0,0,0,0,1,0,1.75,0.0,0.0,0,2.5,2.5,9.5,7.5,5.75,1.0,2.0,2
1431,1431,56,69,567750.0,137250.0,10560069,2,2,0,1,0,0,0,137250.0,567750.0,1431,4,0,4,0,1,1,0,0,0,0,1,0,1.75,0.0,0.0,0,2.5,2.5,10.5,7.5,7.75,1.0,4.0,2
1432,1432,56,70,567850.0,137250.0,10560070,2,2,0,1,0,0,0,137250.0,567850.0,1432,4,0,4,0,1,0,0,0,0,1,1,0,1.75,0.0,0.0,0,2.5,2.5,10.5,7.5,6.75,1.0,5.0,2
1433,1433,56,71,567950.0,137250.0,10560071,2,1,0,2,0,0,0,137250.0,567950.0,1433,4,0,4,0,1,0,0,0,0,1,1,0,2.25,0.0,0.0,0,2.5,2.5,9.5,8.5,6.25,2.0,4.0,3
1434,1434,56,72,568050.0,137250.0,10560072,1,1,1,2,0,0,0,137250.0,568050.0,1434,4,0,4,0,1,0,0,0,0,0,1,0,2.25,0.0,0.0,0,2.5,2.5,8.5,9.5,5.25,3.0,2.0,4
1435,1435,56,73,568150.0,137250.0,10560073,1,2,1,1,0,0,0,137250.0,568150.0,1435,4,0,4,0,1,0,4,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,9.5,8.5,6.25,6.0,3.0,4
1436,1436,56,74,568250.0,137250.0,10560074,1,2,1,0,0,0,0,137250.0,568250.0,1436,4,0,4,0,1,0,4,0,0,0,2,0,2.5,0.0,0.0,0,2.5,2.5,9.5,7.5,6.5,5.0,3.0,3
1437,1437,56,75,568350.0,137250.0,10560075,1,3,2,0,0,0,0,137250.0,568350.0,1437,4,0,4,0,1,0,4,0,0,0,2,0,2.25,0.0,0.0,0,2.5,2.5,10.5,8.5,7.25,6.0,4.0,4
1438,1438,56,76,568450.0,137250.0,10560076,1,2,2,0,0,0,0,137250.0,568450.0,1438,4,0,4,0,1,0,4,0,0,0,2,0,1.0,0.0,0.0,0,2.5,2.5,9.5,8.5,5.0,6.0,3.0,4
1439,1439,56,77,568550.0,137250.0,10560077,0,1,1,0,0,0,0,137250.0,568550.0,1439,3,0,4,0,1,0,4,0,1,1,2,0,0.0,0.0,0.0,0,2.5,2.5,6.5,7.5,2.0,5.0,3.0,3
1440,1440,56,78,568650.0,137250.0,10560078,0,0,1,0,0,0,0,137250.0,568650.0,1440,3,0,4,0,1,0,0,4,1,1,1,0,0.0,0.0,0.0,0,2.25,2.5,5.25,7.5,1.0,5.0,2.0,2
1441,1441,56,79,568750.0,137250.0,10560079,0,0,0,0,0,0,0,137250.0,568750.0,1441,3,0,1,0,1,0,0,0,1,1,1,0,0.0,0.0,0.0,0,1.75,2.5,4.75,3.5,1.0,0.0,2.0,1
1442,1442,56,80,568850.0,137250.0,10560080,0,0,0,0,0,0,0,137250.0,568850.0,1442,3,0,0,0,1,0,0,0,1,1,1,0,0.0,0.0,0.0,0,1.75,2.5,4.75,2.5,1.0,0.0,2.0,1
1443,1443,56,81,568950.0,137250.0,10560081,1,0,0,0,0,0,0,137250.0,568950.0,1443,2,0,0,0,1,0,0,0,1,1,1,0,0.0,0.0,0.0,0,1.75,2.5,4.75,2.5,2.0,0.0,3.0,1
1444,1444,56,82,569050.0,137250.0,10560082,1,0,0,0,0,0,0,137250.0,569050.0,1444,2,0,0,0,1,1,0,0,2,1,1,0,0.0,0.0,0.0,0,1.75,2.5,4.75,2.5,3.0,0.0,4.0,1
1445,1445,56,83,569150.0,137250.0,10560083,2,0,1,0,0,0,0,137250.0,569150.0,1445,2,0,0,0,1,1,0,0,2,1,1,2,0.0,0.0,0.0,0,1.75,1.75,5.75,2.75,4.0,1.0,5.0,4
1446,1446,56,84,569250.0,137250.0,10560084,2,0,1,0,0,0,0,137250.0,569250.0,1446,1,0,0,0,2,1,0,0,2,1,0,4,0.0,0.0,0.0,0,1.75,1.0,4.75,2.0,5.0,1.0,5.0,5
1447,1447,56,85,569350.0,137250.0,10560085,3,0,0,0,0,0,0,137250.0,569350.0,1447,1,0,0,0,2,1,0,0,2,1,0,4,0.0,0.0,0.0,0,2.25,1.75,6.25,1.75,6.0,0.0,6.0,4
1448,1448,56,86,569450.0,137250.0,10560086,3,0,0,0,0,0,0,137250.0,569450.0,1448,1,0,0,0,2,1,0,0,2,1,0,4,0.0,0.0,0.0,0,1.25,2.5,5.25,2.5,6.0,0.0,6.0,4
1449,1449,56,87,569550.0,137250.0,10560087,4,0,0,0,0,0,0,137250.0,569550.0,1449,1,0,0,0,2,1,0,0,2,2,0,4,0.0,0.0,0.0,0,2.5,2.5,7.5,2.5,7.0,0.0,8.0,4
1450,1450,56,88,569650.0,137250.0,10560088,4,0,1,0,0,0,0,137250.0,569650.0,1450,0,0,0,0,2,1,0,0,2,2,0,4,0.0,0.0,0.0,0,2.5,2.5,6.5,3.5,7.0,1.0,8.0,5
1451,1451,56,89,569750.0,137250.0,10560089,3,0,1,0,0,0,0,137250.0,569750.0,1451,0,0,0,3,2,1,0,0,2,2,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,6.5,6.0,1.0,7.0,5
1452,1452,56,90,569850.0,137250.0,10560090,3,0,1,0,0,0,0,137250.0,569850.0,1452,0,0,0,4,2,2,0,4,2,2,0,4,0.0,0.0,0.0,0,2.5,2.5,5.5,7.5,7.0,5.0,7.0,5
1453,1453,56,91,569950.0,137250.0,10560091,2,0,0,0,0,0,0,137250.0,569950.0,1453,0,0,0,4,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,6.5,6.0,4.0,6.0,4
1454,1454,56,92,570050.0,137250.0,10560092,2,0,0,0,0,0,0,137250.0,570050.0,1454,0,0,0,4,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,6.5,6.0,4.0,6.0,4
1455,1455,56,93,570150.0,137250.0,10560093,2,0,1,0,0,0,0,137250.0,570150.0,1455,0,0,0,4,2,2,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,7.5,6.0,5.0,6.0,5
1456,1456,56,94,570250.0,137250.0,10560094,1,0,1,0,0,0,0,137250.0,570250.0,1456,0,0,0,3,2,3,0,4,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,3.5,6.5,6.0,5.0,5.0,5
1457,1457,56,95,570350.0,137250.0,10560095,1,0,1,0,0,0,0,137250.0,570350.0,1457,0,0,0,3,2,3,0,3,1,4,0,4,0.0,0.0,0.0,0,2.5,2.5,3.5,6.5,6.0,4.0,6.0,5
1458,1458,56,96,570450.0,137250.0,10560096,1,0,2,0,0,0,0,137250.0,570450.0,1458,1,0,0,3,2,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4.5,7.5,6.0,9.0,5.0,6
1459,1459,56,97,570550.0,137250.0,10560097,1,0,2,0,0,0,0,137250.0,570550.0,1459,1,0,0,3,2,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.75,4.5,5.75,6.0,9.0,5.0,6
1460,1460,56,98,570650.0,137250.0,10560098,2,0,3,0,0,0,0,137250.0,570650.0,1460,2,1,0,3,1,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,6.0,6.0,10.0,6.0,7
1461,1461,56,99,570750.0,137250.0,10560099,2,0,3,0,0,0,0,137250.0,570750.0,1461,2,1,0,3,1,3,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,6.0,6.0,10.0,6.0,7
1462,1462,56,100,570850.0,137250.0,10560100,2,0,3,0,0,0,0,137250.0,570850.0,1462,1,1,1,2,1,2,4,3,1,3,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,5.0,10.0,6.0,7
1463,1463,56,101,570950.0,137250.0,10560101,2,0,2,0,0,0,0,137250.0,570950.0,1463,1,2,1,2,1,2,4,3,0,3,0,4,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,5.0,9.0,5.0,6
1464,1464,56,102,571050.0,137250.0,10560102,2,0,2,0,0,0,0,137250.0,571050.0,1464,1,3,1,1,0,1,4,3,0,3,0,4,0.0,0.0,0.0,0,2.5,0.0,8.5,4.0,3.0,9.0,5.0,6
1465,1465,56,103,571150.0,137250.0,10560103,1,0,1,0,0,0,0,137250.0,571150.0,1465,0,3,1,1,0,1,4,3,0,4,0,4,0.0,0.0,0.0,0,2.5,0.0,6.5,3.0,2.0,8.0,5.0,5
1466,1466,56,104,571250.0,137250.0,10560104,1,0,1,0,0,0,0,137250.0,571250.0,1466,0,3,2,1,0,1,4,3,0,4,1,4,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,2.0,8.0,5.0,6
1467,1467,56,105,571350.0,137250.0,10560105,1,0,1,0,0,0,0,137250.0,571350.0,1467,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1468,1468,56,106,571450.0,137250.0,10560106,0,0,0,0,0,0,0,137250.0,571450.0,1468,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,5.5,4.0,1.0,7.0,4.0,4
1469,1469,56,107,571550.0,137250.0,10560107,1,0,1,0,0,0,0,137250.0,571550.0,1469,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1470,1470,56,108,571650.0,137250.0,10560108,1,0,1,0,0,0,0,137250.0,571650.0,1470,0,3,3,1,0,1,4,3,0,4,1,3,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,2.0,8.0,5.0,5
1471,1471,56,109,571750.0,137250.0,10560109,1,0,1,0,0,0,0,137250.0,571750.0,1471,1,3,3,1,0,1,4,3,1,4,1,3,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,2.0,8.0,6.0,5
1472,1472,56,110,571850.0,137250.0,10560110,2,0,2,0,0,0,0,137250.0,571850.0,1472,1,3,3,1,0,1,4,3,1,4,2,3,0.0,0.0,0.0,0,2.25,0.0,8.25,6.0,3.0,9.0,7.0,7
1473,1473,56,111,571950.0,137250.0,10560111,2,0,2,0,0,0,0,137250.0,571950.0,1473,1,3,3,1,1,2,4,3,1,3,2,3,0.0,0.0,0.0,0,1.75,0.0,7.75,6.0,5.0,9.0,6.0,7
1474,1474,56,112,572050.0,137250.0,10560112,3,0,3,0,0,0,0,137250.0,572050.0,1474,2,3,3,1,1,2,4,3,2,3,2,3,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,6.0,10.0,8.0,8
1475,1475,56,113,572150.0,137250.0,10560113,3,0,3,0,0,0,0,137250.0,572150.0,1475,2,2,3,1,1,3,4,3,2,3,2,3,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,7.0,10.0,8.0,8
1476,1476,57,32,564050.0,137150.0,10570032,4,0,4,0,0,0,0,137150.0,564050.0,1476,3,2,2,2,3,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,9.0,11.0,9.0,9
1477,1477,57,33,564150.0,137150.0,10570033,4,0,4,0,0,0,0,137150.0,564150.0,1477,3,2,3,2,3,3,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,10.0,11.0,9.0,9
1478,1478,57,34,564250.0,137150.0,10570034,4,0,4,0,0,0,0,137150.0,564250.0,1478,2,2,3,2,3,2,4,3,3,2,2,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,9.0,11.0,9.0,9
1479,1479,57,35,564350.0,137150.0,10570035,4,0,4,0,0,0,0,137150.0,564350.0,1479,2,2,3,2,3,2,4,3,3,2,1,3,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,9.0,11.0,9.0,8
1480,1480,57,36,564450.0,137150.0,10570036,4,0,4,0,0,0,0,137150.0,564450.0,1480,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1481,1481,57,37,564550.0,137150.0,10570037,4,0,4,0,0,0,0,137150.0,564550.0,1481,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1482,1482,57,38,564650.0,137150.0,10570038,4,0,4,0,0,0,0,137150.0,564650.0,1482,2,1,3,2,3,2,4,3,3,3,1,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,8
1483,1483,57,39,564750.0,137150.0,10570039,4,0,4,0,0,0,0,137150.0,564750.0,1483,2,1,3,2,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,10.0,7
1484,1484,57,40,564850.0,137150.0,10570040,4,0,4,0,0,0,0,137150.0,564850.0,1484,1,1,3,3,2,3,4,3,3,3,0,3,0.0,0.0,0.0,0,0.0,0.0,6.0,10.0,9.0,11.0,10.0,7
