,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
4372,4372,92,58,566650.0,133650.0,10920058,0,0,1,0,0,0,0,133650.0,566650.0,4372,0,4,0,4,1,4,0,0,4,4,1,1,0.0,0.0,0.0,0,2.25,0.0,6.25,5.0,5.0,1.0,8.0,3
4373,4373,92,59,566750.0,133650.0,10920059,0,0,0,0,0,0,0,133650.0,566750.0,4373,0,4,0,4,0,1,0,0,4,4,1,1,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,1.0,0.0,8.0,2
4374,4374,92,60,566850.0,133650.0,10920060,0,0,0,0,0,0,0,133650.0,566850.0,4374,0,4,0,4,0,0,0,0,3,4,1,1,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,0.0,0.0,7.0,2
4375,4375,92,61,566950.0,133650.0,10920061,0,0,0,0,0,0,0,133650.0,566950.0,4375,0,4,0,4,0,0,0,0,0,4,2,1,0.0,0.0,0.0,0,2.5,0.0,6.5,4.0,0.0,0.0,4.0,3
4376,4376,92,62,567050.0,133650.0,10920062,0,0,0,0,0,0,0,133650.0,567050.0,4376,0,3,0,4,0,0,0,0,0,3,2,1,0.0,0.0,0.0,0,2.5,0.0,5.5,4.0,0.0,0.0,3.0,3
4377,4377,92,63,567150.0,133650.0,10920063,1,0,1,0,0,0,0,133650.0,567150.0,4377,1,3,0,4,0,0,0,0,0,2,2,1,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,1.0,1.0,3.0,4
4378,4378,92,64,567250.0,133650.0,10920064,1,0,1,0,0,0,0,133650.0,567250.0,4378,2,2,0,4,0,0,0,0,0,1,2,1,0.0,0.0,1.0,0,2.5,0.0,7.5,5.0,1.0,1.0,3.0,4
4379,4379,92,65,567350.0,133650.0,10920065,0,0,2,0,0,0,0,133650.0,567350.0,4379,2,2,0,4,0,0,0,4,0,1,2,1,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,0.0,6.0,1.0,5
4380,4380,92,66,567450.0,133650.0,10920066,0,0,2,0,0,0,0,133650.0,567450.0,4380,2,2,0,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,0.0,6.0,0.0,6
4381,4381,92,67,567550.0,133650.0,10920067,0,0,3,0,0,0,0,133650.0,567550.0,4381,3,3,0,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,8.5,6.0,0.0,7.0,0.0,7
4382,4382,92,68,567650.0,133650.0,10920068,1,0,3,0,0,0,0,133650.0,567650.0,4382,3,3,1,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,9.5,7.0,1.0,7.0,1.0,7
4383,4383,92,69,567750.0,133650.0,10920069,0,0,3,0,0,0,0,133650.0,567750.0,4383,3,3,1,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,8.5,7.0,0.0,7.0,0.0,7
4384,4384,92,70,567850.0,133650.0,10920070,0,0,3,0,0,0,0,133650.0,567850.0,4384,3,3,1,3,0,0,0,3,0,0,3,1,1.0,0.0,0.0,0,2.5,0.0,8.5,7.0,1.0,6.0,0.0,7
4385,4385,92,71,567950.0,133650.0,10920071,0,0,4,0,0,0,0,133650.0,567950.0,4385,3,4,1,3,0,0,4,3,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,9.5,8.0,0.0,11.0,0.0,8
4386,4386,92,72,568050.0,133650.0,10920072,1,0,4,0,0,0,0,133650.0,568050.0,4386,3,4,1,2,0,0,4,3,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,10.5,7.0,1.0,11.0,1.0,8
4387,4387,92,73,568150.0,133650.0,10920073,1,0,4,0,0,0,0,133650.0,568150.0,4387,3,4,1,2,0,1,4,3,1,1,3,1,0.0,0.0,0.0,0,1.5,0.0,9.5,7.0,2.0,11.0,3.0,8
4388,4388,92,74,568250.0,133650.0,10920074,2,0,4,0,0,0,0,133650.0,568250.0,4388,3,4,2,1,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,1.5,0.0,10.5,7.0,3.0,11.0,6.0,8
4389,4389,92,75,568350.0,133650.0,10920075,1,0,4,0,0,0,0,133650.0,568350.0,4389,3,4,2,1,1,2,4,3,3,2,3,1,0.0,0.0,0.0,0,0.75,0.0,8.75,7.0,4.0,11.0,6.0,8
4390,4390,92,76,568450.0,133650.0,10920076,1,0,4,0,0,0,0,133650.0,568450.0,4390,3,4,2,1,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,2.0,11.0,5.0,8
4391,4391,92,77,568550.0,133650.0,10920077,1,0,4,0,0,0,0,133650.0,568550.0,4391,3,4,2,1,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,2.0,11.0,5.0,8
4392,4392,92,78,568650.0,133650.0,10920078,1,0,4,0,0,0,0,133650.0,568650.0,4392,3,3,2,0,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,2.0,11.0,5.0,8
4393,4393,92,79,568750.0,133650.0,10920079,1,0,4,0,0,0,0,133650.0,568750.0,4393,3,3,2,0,0,1,4,3,2,1,3,1,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,2.0,11.0,4.0,8
4394,4394,92,80,568850.0,133650.0,10920080,2,0,4,0,0,0,0,133650.0,568850.0,4394,3,3,2,0,0,1,4,3,1,1,4,1,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,3.0,11.0,4.0,9
4395,4395,92,81,568950.0,133650.0,10920081,2,0,4,0,0,0,0,133650.0,568950.0,4395,3,3,2,0,0,1,4,3,1,0,4,1,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,3.0,11.0,3.0,9
4396,4396,92,82,569050.0,133650.0,10920082,2,0,4,0,0,0,0,133650.0,569050.0,4396,3,3,2,0,0,1,4,3,1,0,4,0,0.0,0.0,0.0,0,0.0,0.0,8.0,6.0,3.0,11.0,3.0,8
4397,4397,92,83,569150.0,133650.0,10920083,3,0,4,0,0,0,0,133650.0,569150.0,4397,3,3,1,1,0,1,4,3,1,0,4,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,4.0,11.0,4.0,8
4398,4398,92,84,569250.0,133650.0,10920084,3,0,4,0,0,0,0,133650.0,569250.0,4398,3,3,1,1,0,1,4,3,1,0,4,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,4.0,11.0,4.0,8
4399,4399,92,85,569350.0,133650.0,10920085,3,0,4,0,0,0,0,133650.0,569350.0,4399,3,3,1,1,0,1,4,3,1,0,4,0,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,4.0,11.0,4.0,8
4400,4400,92,86,569450.0,133650.0,10920086,2,0,4,0,0,0,0,133650.0,569450.0,4400,3,3,1,2,0,1,4,3,1,1,4,0,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,3.0,11.0,4.0,8
4401,4401,92,87,569550.0,133650.0,10920087,2,0,4,0,0,0,0,133650.0,569550.0,4401,2,3,1,2,0,0,4,3,1,1,4,1,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,2.0,11.0,4.0,9
4402,4402,92,88,569650.0,133650.0,10920088,2,0,4,0,0,0,0,133650.0,569650.0,4402,1,3,1,2,0,0,4,0,1,1,3,1,0.0,0.0,0.0,0,0.0,0.0,6.0,7.0,2.0,8.0,4.0,8
4403,4403,92,89,569750.0,133650.0,10920089,2,0,4,0,0,0,0,133650.0,569750.0,4403,1,2,1,3,0,0,4,0,1,1,3,1,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,2.0,8.0,4.0,8
4404,4404,92,90,569850.0,133650.0,10920090,2,0,4,0,0,0,0,133650.0,569850.0,4404,1,2,1,3,0,0,4,0,1,1,3,1,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,2.0,8.0,4.0,8
4405,4405,92,91,569950.0,133650.0,10920091,2,0,4,0,0,0,0,133650.0,569950.0,4405,1,1,1,3,0,0,4,0,1,1,3,1,1.0,0.0,0.0,0,0.0,0.0,4.0,8.0,3.0,8.0,4.0,8
4406,4406,92,92,570050.0,133650.0,10920092,2,0,4,0,0,0,0,133650.0,570050.0,4406,1,1,1,3,0,0,4,0,1,1,3,1,1.0,0.0,0.0,0,0.0,0.0,4.0,8.0,3.0,8.0,4.0,8
4407,4407,92,93,570150.0,133650.0,10920093,2,0,4,0,0,0,0,133650.0,570150.0,4407,1,1,1,3,0,0,4,0,1,1,3,1,1.75,0.0,0.0,0,0.0,0.0,4.0,8.0,3.75,8.0,4.0,8
4408,4408,92,94,570250.0,133650.0,10920094,2,0,4,0,0,0,0,133650.0,570250.0,4408,0,1,1,3,0,0,4,0,1,1,3,1,2.25,0.0,0.0,0,0.0,0.0,3.0,8.0,4.25,8.0,4.0,8
4409,4409,92,95,570350.0,133650.0,10920095,1,0,3,0,0,0,0,133650.0,570350.0,4409,0,1,1,3,0,0,4,0,1,1,3,2,2.25,0.0,0.0,0,0.0,0.0,2.0,7.0,3.25,7.0,3.0,8
4410,4410,92,96,570450.0,133650.0,10920096,1,0,3,0,0,0,0,133650.0,570450.0,4410,0,1,1,3,0,0,4,3,1,1,3,2,2.25,0.0,0.0,0,0.0,0.0,2.0,7.0,3.25,10.0,3.0,8
4411,4411,92,97,570550.0,133650.0,10920097,1,0,3,0,0,0,0,133650.0,570550.0,4411,0,1,1,3,1,1,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,2.0,7.0,5.5,10.0,3.0,8
4412,4412,92,98,570650.0,133650.0,10920098,1,0,2,0,0,0,0,133650.0,570650.0,4412,0,2,1,3,2,2,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,3.0,6.0,7.5,9.0,3.0,7
4413,4413,92,99,570750.0,133650.0,10920099,2,0,2,0,0,0,0,133650.0,570750.0,4413,0,2,1,2,3,2,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,4.0,5.0,9.5,9.0,4.0,7
4414,4414,92,100,570850.0,133650.0,10920100,2,0,2,0,0,0,0,133650.0,570850.0,4414,0,2,2,2,4,2,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,4.0,6.0,10.5,9.0,4.0,7
4415,4415,92,101,570950.0,133650.0,10920101,2,0,2,0,0,0,0,133650.0,570950.0,4415,0,3,2,2,4,2,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,5.0,6.0,10.5,9.0,4.0,7
4416,4416,92,102,571050.0,133650.0,10920102,1,0,2,0,0,0,0,133650.0,571050.0,4416,0,3,2,2,4,2,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,4.0,6.0,9.5,9.0,3.0,7
4417,4417,92,103,571150.0,133650.0,10920103,1,0,2,0,0,0,0,133650.0,571150.0,4417,0,3,3,2,4,2,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,4.0,7.0,9.5,9.0,3.0,7
4418,4418,92,104,571250.0,133650.0,10920104,1,0,2,0,0,0,0,133650.0,571250.0,4418,0,3,3,2,4,1,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,4.0,7.0,8.5,9.0,3.0,7
4419,4419,92,105,571350.0,133650.0,10920105,0,0,2,0,0,0,0,133650.0,571350.0,4419,0,3,3,2,4,1,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,3.0,7.0,7.5,9.0,2.0,7
4420,4420,92,106,571450.0,133650.0,10920106,0,0,3,0,0,0,0,133650.0,571450.0,4420,1,4,3,2,4,1,4,3,1,1,3,2,2.5,0.0,0.0,0,0.0,0.0,5.0,8.0,7.5,10.0,2.0,8
4421,4421,92,107,571550.0,133650.0,10920107,1,0,3,0,0,0,0,133650.0,571550.0,4421,1,3,3,2,4,1,4,3,1,1,2,2,2.5,0.0,0.0,0,0.0,0.0,5.0,8.0,8.5,10.0,3.0,7
4422,4422,92,108,571650.0,133650.0,10920108,1,0,3,0,0,0,0,133650.0,571650.0,4422,1,3,3,2,4,1,4,3,2,1,2,2,2.5,0.0,0.0,0,0.0,0.0,5.0,8.0,8.5,10.0,4.0,7
4423,4423,92,109,571750.0,133650.0,10920109,1,0,4,0,0,0,0,133650.0,571750.0,4423,2,3,2,2,4,0,4,3,2,1,2,2,2.5,0.0,0.0,0,0.0,0.0,6.0,8.0,7.5,11.0,4.0,8
4424,4424,92,110,571850.0,133650.0,10920110,1,0,4,0,0,0,0,133650.0,571850.0,4424,2,3,2,2,4,0,4,3,2,1,2,2,2.5,0.0,0.0,0,0.0,0.0,6.0,8.0,7.5,11.0,4.0,8
4425,4425,92,111,571950.0,133650.0,10920111,1,0,4,0,0,0,0,133650.0,571950.0,4425,2,3,2,1,4,0,4,3,2,1,2,2,2.5,0.0,0.0,0,0.0,0.0,6.0,7.0,7.5,11.0,4.0,8
4426,4426,92,112,572050.0,133650.0,10920112,1,0,4,0,0,0,0,133650.0,572050.0,4426,2,3,2,1,4,0,4,3,2,1,2,2,2.5,0.0,0.0,0,0.0,0.0,6.0,7.0,7.5,11.0,4.0,8
4427,4427,92,113,572150.0,133650.0,10920113,2,0,4,0,0,0,0,133650.0,572150.0,4427,2,2,2,1,4,0,4,3,2,1,2,2,2.5,0.0,0.0,0,0.0,0.0,6.0,7.0,8.5,11.0,5.0,8
4428,4428,93,32,564050.0,133550.0,10930032,4,0,4,0,0,0,0,133550.0,564050.0,4428,3,3,2,1,3,2,4,3,3,2,2,1,0.0,0.0,0.0,0,0.0,0.0,10.0,7.0,9.0,11.0,9.0,7
4429,4429,93,33,564150.0,133550.0,10930033,4,0,4,0,0,0,0,133550.0,564150.0,4429,3,3,2,1,3,2,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,10.0,7.0,9.0,11.0,10.0,7
4430,4430,93,34,564250.0,133550.0,10930034,4,0,4,0,0,0,0,133550.0,564250.0,4430,3,3,2,1,3,2,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,10.0,7.0,9.0,11.0,10.0,7
4431,4431,93,35,564350.0,133550.0,10930035,4,0,4,0,0,0,0,133550.0,564350.0,4431,3,3,2,1,3,2,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,10.0,7.0,9.0,11.0,10.0,7
4432,4432,93,36,564450.0,133550.0,10930036,4,0,4,0,0,0,0,133550.0,564450.0,4432,3,2,2,1,3,2,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,9.0,11.0,10.0,7
4433,4433,93,37,564550.0,133550.0,10930037,4,0,4,0,0,0,0,133550.0,564550.0,4433,3,2,2,1,3,2,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,7.0,9.0,11.0,10.0,7
4434,4434,93,38,564650.0,133550.0,10930038,4,0,4,0,0,0,0,133550.0,564650.0,4434,3,2,2,2,3,2,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,9.0,11.0,10.0,7
4435,4435,93,39,564750.0,133550.0,10930039,4,0,4,0,0,0,0,133550.0,564750.0,4435,3,2,2,2,3,1,4,3,3,3,2,1,0.0,0.0,0.0,0,0.0,0.0,9.0,8.0,8.0,11.0,10.0,7
4436,4436,93,40,564850.0,133550.0,10930040,4,0,4,0,0,0,0,133550.0,564850.0,4436,3,2,3,2,3,1,4,3,3,3,1,1,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,8.0,11.0,10.0,6
4437,4437,93,41,564950.0,133550.0,10930041,4,0,4,0,0,0,0,133550.0,564950.0,4437,3,2,3,2,3,1,4,3,3,3,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,8.0,11.0,10.0,5
4438,4438,93,42,565050.0,133550.0,10930042,4,0,4,0,0,0,0,133550.0,565050.0,4438,3,2,3,2,3,1,4,3,3,3,1,0,0.0,0.0,0.0,0,0.0,0.0,9.0,9.0,8.0,11.0,10.0,5
4439,4439,93,43,565150.0,133550.0,10930043,4,0,4,0,0,0,0,133550.0,565150.0,4439,2,2,3,2,3,1,4,3,3,3,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,8.0,11.0,10.0,5
4440,4440,93,44,565250.0,133550.0,10930044,4,0,4,0,0,0,0,133550.0,565250.0,4440,2,2,3,2,4,1,4,3,2,3,1,0,0.0,0.0,0.0,0,0.0,0.0,8.0,9.0,9.0,11.0,9.0,5
4441,4441,93,45,565350.0,133550.0,10930045,4,0,4,0,0,0,0,133550.0,565350.0,4441,2,1,3,2,4,1,4,3,1,2,1,0,0.0,0.0,0.0,0,0.0,0.0,7.0,9.0,9.0,11.0,7.0,5
4442,4442,93,46,565450.0,133550.0,10930046,4,0,4,0,0,0,0,133550.0,565450.0,4442,1,1,3,2,4,1,4,3,1,1,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,9.0,9.0,11.0,6.0,5
4443,4443,93,47,565550.0,133550.0,10930047,4,0,4,0,0,0,0,133550.0,565550.0,4443,1,1,3,2,4,2,4,3,1,2,1,0,0.0,0.0,0.0,0,0.0,0.0,6.0,9.0,10.0,11.0,7.0,5
4444,4444,93,48,565650.0,133550.0,10930048,3,0,4,0,0,0,0,133550.0,565650.0,4444,1,1,3,2,4,2,4,3,3,4,1,1,0.0,0.0,0.0,0,0.0,0.0,5.0,9.0,9.0,11.0,10.0,6
4445,4445,93,49,565750.0,133550.0,10930049,3,0,4,0,0,0,0,133550.0,565750.0,4445,1,1,2,3,4,2,4,3,3,4,1,1,0.0,0.0,0.0,0,0.0,0.0,5.0,9.0,9.0,11.0,10.0,6
4446,4446,93,50,565850.0,133550.0,10930050,2,0,4,0,0,0,0,133550.0,565850.0,4446,0,1,1,3,4,2,4,3,4,4,1,1,0.0,0.0,0.0,0,0.0,0.0,3.0,8.0,8.0,11.0,10.0,6
4447,4447,93,51,565950.0,133550.0,10930051,2,0,4,0,0,0,0,133550.0,565950.0,4447,0,2,1,3,4,2,0,3,4,4,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,8.0,8.0,7.0,10.0,6
4448,4448,93,52,566050.0,133550.0,10930052,2,0,4,0,0,0,0,133550.0,566050.0,4448,0,2,1,3,4,2,0,3,4,4,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,8.0,8.0,7.0,10.0,6
4449,4449,93,53,566150.0,133550.0,10930053,1,0,3,0,0,0,0,133550.0,566150.0,4449,0,3,1,3,4,2,0,4,4,3,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,7.0,7.0,7.0,8.0,5
4450,4450,93,54,566250.0,133550.0,10930054,1,0,3,0,0,0,0,133550.0,566250.0,4450,0,3,0,3,4,3,0,4,4,4,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,6.0,8.0,7.0,9.0,5
4451,4451,93,55,566350.0,133550.0,10930055,1,0,2,0,0,0,0,133550.0,566350.0,4451,0,4,0,3,4,4,0,4,4,4,1,1,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,9.0,6.0,9.0,4
4452,4452,93,56,566450.0,133550.0,10930056,0,0,2,0,0,0,0,133550.0,566450.0,4452,0,4,0,4,4,4,0,4,4,4,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,6.0,8.0,6.0,8.0,4
4453,4453,93,57,566550.0,133550.0,10930057,0,0,1,0,0,0,0,133550.0,566550.0,4453,0,4,0,4,3,4,0,0,3,4,1,1,0.0,0.0,0.0,0,0.0,0.0,4.0,5.0,7.0,1.0,7.0,3
4454,4454,93,58,566650.0,133550.0,10930058,0,0,1,0,0,0,0,133550.0,566650.0,4454,0,4,0,4,0,1,0,0,2,4,1,1,0.0,0.0,0.0,0,1.0,0.0,5.0,5.0,1.0,1.0,6.0,3
4455,4455,93,59,566750.0,133550.0,10930059,0,0,0,0,0,0,0,133550.0,566750.0,4455,0,4,0,4,0,0,0,0,1,4,1,1,0.0,0.0,0.0,0,1.0,0.0,5.0,4.0,0.0,0.0,5.0,2
4456,4456,93,60,566850.0,133550.0,10930060,0,0,0,0,0,0,0,133550.0,566850.0,4456,0,4,0,4,0,0,0,0,0,4,1,1,0.0,0.0,0.0,0,2.25,0.0,6.25,4.0,0.0,0.0,4.0,2
4457,4457,93,61,566950.0,133550.0,10930061,0,0,0,0,0,0,0,133550.0,566950.0,4457,0,3,0,4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,2.25,0.0,5.25,4.0,0.0,0.0,0.0,3
4458,4458,93,62,567050.0,133550.0,10930062,0,0,0,0,0,0,0,133550.0,567050.0,4458,0,3,0,4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,2.25,0.0,5.25,4.0,0.0,0.0,0.0,3
4459,4459,93,63,567150.0,133550.0,10930063,1,0,1,0,0,0,0,133550.0,567150.0,4459,1,3,0,4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,1.0,1.0,1.0,4
4460,4460,93,64,567250.0,133550.0,10930064,1,0,1,0,0,0,0,133550.0,567250.0,4460,1,2,0,4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0,2.5,0.0,6.5,5.0,1.0,1.0,1.0,4
4461,4461,93,65,567350.0,133550.0,10930065,0,0,2,0,0,0,0,133550.0,567350.0,4461,2,2,0,4,0,0,0,4,0,0,2,1,0.0,0.0,0.0,0,2.5,0.0,6.5,6.0,0.0,6.0,0.0,5
4462,4462,93,66,567450.0,133550.0,10930066,0,0,2,0,0,0,0,133550.0,567450.0,4462,2,3,0,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,7.5,5.0,0.0,6.0,0.0,6
4463,4463,93,67,567550.0,133550.0,10930067,0,0,3,0,0,0,0,133550.0,567550.0,4463,2,3,0,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,7.5,6.0,0.0,7.0,0.0,7
4464,4464,93,68,567650.0,133550.0,10930068,0,0,3,0,0,0,0,133550.0,567650.0,4464,2,3,1,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,7.5,7.0,0.0,7.0,0.0,7
4465,4465,93,69,567750.0,133550.0,10930069,1,0,4,0,0,0,0,133550.0,567750.0,4465,2,4,1,3,0,0,0,4,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,9.5,8.0,1.0,8.0,1.0,8
4466,4466,93,70,567850.0,133550.0,10930070,1,0,4,0,0,0,0,133550.0,567850.0,4466,3,4,1,3,0,0,0,3,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,10.5,8.0,1.0,7.0,1.0,8
4467,4467,93,71,567950.0,133550.0,10930071,0,0,4,0,0,0,0,133550.0,567950.0,4467,3,4,1,3,0,0,4,3,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,9.5,8.0,0.0,11.0,0.0,8
4468,4468,93,72,568050.0,133550.0,10930072,1,0,4,0,0,0,0,133550.0,568050.0,4468,3,4,1,2,0,0,4,3,0,0,3,1,0.0,0.0,0.0,0,2.5,0.0,10.5,7.0,1.0,11.0,1.0,8
4469,4469,93,73,568150.0,133550.0,10930073,1,0,4,0,0,0,0,133550.0,568150.0,4469,3,4,1,2,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,1.5,0.0,9.5,7.0,2.0,11.0,5.0,8
4470,4470,93,74,568250.0,133550.0,10930074,1,0,4,0,0,0,0,133550.0,568250.0,4470,3,4,2,1,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,0.75,0.0,8.75,7.0,2.0,11.0,5.0,8
4471,4471,93,75,568350.0,133550.0,10930075,1,0,4,0,0,0,0,133550.0,568350.0,4471,3,4,2,1,0,1,4,3,3,2,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,2.0,11.0,6.0,8
4472,4472,93,76,568450.0,133550.0,10930076,1,0,4,0,0,0,0,133550.0,568450.0,4472,3,4,2,1,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,2.0,11.0,5.0,8
4473,4473,93,77,568550.0,133550.0,10930077,1,0,4,0,0,0,0,133550.0,568550.0,4473,3,3,2,1,0,1,4,3,3,1,3,1,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,2.0,11.0,5.0,8
4474,4474,93,78,568650.0,133550.0,10930078,1,0,4,0,0,0,0,133550.0,568650.0,4474,3,3,2,1,0,1,4,3,2,1,3,1,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,2.0,11.0,4.0,8
4475,4475,93,79,568750.0,133550.0,10930079,2,0,4,0,0,0,0,133550.0,568750.0,4475,3,3,2,1,0,1,4,3,1,1,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,3.0,11.0,4.0,8
4476,4476,93,80,568850.0,133550.0,10930080,2,0,4,0,0,0,0,133550.0,568850.0,4476,3,3,2,1,0,1,4,3,1,0,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,3.0,11.0,3.0,8
4477,4477,93,81,568950.0,133550.0,10930081,2,0,4,0,0,0,0,133550.0,568950.0,4477,3,3,2,1,0,1,4,3,1,0,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,3.0,11.0,3.0,8
4478,4478,93,82,569050.0,133550.0,10930082,3,0,4,0,0,0,0,133550.0,569050.0,4478,3,3,1,1,0,0,4,3,1,0,3,1,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,3.0,11.0,4.0,8
4479,4479,93,83,569150.0,133550.0,10930083,3,0,4,0,0,0,0,133550.0,569150.0,4479,3,3,1,1,0,0,4,3,1,0,3,1,0.0,0.0,0.0,0,0.0,0.0,9.0,6.0,3.0,11.0,4.0,8
4480,4480,93,84,569250.0,133550.0,10930084,2,0,4,0,0,0,0,133550.0,569250.0,4480,3,3,1,2,0,1,4,3,1,0,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,3.0,11.0,3.0,8
4481,4481,93,85,569350.0,133550.0,10930085,2,0,4,0,0,0,0,133550.0,569350.0,4481,3,3,1,2,0,1,4,3,1,0,3,1,0.0,0.0,0.0,0,0.0,0.0,8.0,7.0,3.0,11.0,3.0,8
4482,4482,93,86,569450.0,133550.0,10930086,2,0,4,0,0,0,0,133550.0,569450.0,4482,2,3,1,2,0,1,4,0,1,1,3,1,0.0,0.0,0.0,0,0.0,0.0,7.0,7.0,3.0,8.0,4.0,8
4483,4483,93,87,569550.0,133550.0,10930087,2,0,4,0,0,0,0,133550.0,569550.0,4483,2,2,1,3,0,0,4,0,1,1,3,1,0.0,0.0,0.0,0,0.0,0.0,6.0,8.0,2.0,8.0,4.0,8
4484,4484,93,88,569650.0,133550.0,10930088,2,0,4,0,0,0,0,133550.0,569650.0,4484,1,2,1,3,0,0,4,0,2,1,3,1,0.0,0.0,0.0,0,0.0,0.0,5.0,8.0,2.0,8.0,5.0,8
