row,col,FID,Shape,x,y,row_col_id,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score
58,83,1609,Point,569150,137050,10580083,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,3.0
58,84,1610,Point,569250,137050,10580084,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
58,85,1611,Point,569350,137050,10580085,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
58,86,1612,Point,569450,137050,10580086,0,0,0,0,2,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,3.0
58,87,1613,Point,569550,137050,10580087,0,0,0,0,2,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,0.0
58,88,1614,Point,569650,137050,10580088,0,0,0,3,2,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,0.0
58,89,1615,Point,569750,137050,10580089,0,0,0,3,2,2,0,0,1,2,0.0,0.0,0.0,0,2.5,2.5,0,1.0
58,90,1616,Point,569850,137050,10580090,0,0,0,3,2,2,0,4,1,2,0.0,0.0,0.0,0,2.25,2.25,0,4.0
58,91,1617,Point,569950,137050,10580091,0,0,0,3,2,2,0,4,1,3,0.0,0.0,0.0,0,2.5,2.5,0,4.0
58,92,1618,Point,570050,137050,10580092,0,0,0,3,2,3,0,4,1,3,0.0,0.0,0.0,0,2.5,2.5,0,4.0
58,93,1619,Point,570150,137050,10580093,0,0,0,3,2,3,0,4,0,3,0.0,0.0,0.0,0,2.5,2.5,0,4.0
58,94,1620,Point,570250,137050,10580094,0,0,0,3,2,3,0,4,0,4,0.0,0.0,0.0,0,2.5,2.5,1,4.0
58,95,1621,Point,570350,137050,10580095,0,0,0,3,2,4,0,3,0,4,0.0,0.0,0.0,0,2.5,2.5,2,4.0
58,96,1622,Point,570450,137050,10580096,1,0,0,3,2,4,4,3,0,4,0.0,0.0,0.0,0,2.5,2.5,3,4.0
58,97,1623,Point,570550,137050,10580097,2,0,0,3,2,4,4,3,0,4,0.0,0.0,0.0,0,2.5,2.5,4,4.0
58,98,1624,Point,570650,137050,10580098,2,1,0,3,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,0.75,4,4.0
58,99,1625,Point,570750,137050,10580099,2,1,1,2,1,3,4,3,0,3,0.0,0.0,0.0,0,2.5,0.0,4,4.0
58,100,1626,Point,570850,137050,10580100,2,1,1,2,1,3,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,4,4.0
58,101,1627,Point,570950,137050,10580101,1,1,1,2,1,2,4,3,1,3,0.0,0.0,0.0,0,1.5,0.0,4,4.0
58,102,1628,Point,571050,137050,10580102,1,2,1,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,4.0
58,103,1629,Point,571150,137050,10580103,1,3,2,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,4.0
58,104,1630,Point,571250,137050,10580104,1,3,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
58,105,1631,Point,571350,137050,10580105,1,2,3,1,0,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
58,106,1632,Point,571450,137050,10580106,1,2,3,1,0,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
58,107,1633,Point,571550,137050,10580107,1,2,3,1,0,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
58,108,1634,Point,571650,137050,10580108,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
58,109,1635,Point,571750,137050,10580109,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
58,110,1636,Point,571850,137050,10580110,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,2.0
58,111,1637,Point,571950,137050,10580111,2,2,3,1,1,2,4,3,2,3,0.0,0.0,0.0,0,2.25,0.0,3,2.0
58,112,1638,Point,572050,137050,10580112,2,2,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,0.75,0.0,3,2.0
58,113,1639,Point,572150,137050,10580113,2,2,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,0.0,0.0,3,2.0
59,32,1640,Point,564050,136950,10590032,3,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,33,1641,Point,564150,136950,10590033,3,2,3,2,3,3,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,34,1642,Point,564250,136950,10590034,2,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,35,1643,Point,564350,136950,10590035,2,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,36,1644,Point,564450,136950,10590036,2,1,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,37,1645,Point,564550,136950,10590037,2,1,3,2,3,2,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,38,1646,Point,564650,136950,10590038,2,1,3,2,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,39,1647,Point,564750,136950,10590039,2,1,3,2,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,40,1648,Point,564850,136950,10590040,2,1,3,3,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,41,1649,Point,564950,136950,10590041,1,1,1,3,2,3,4,3,3,4,0.0,0.0,0.0,0,0.0,0.0,3,3.0
59,42,1650,Point,565050,136950,10590042,1,1,1,3,2,3,4,3,4,4,0.0,0.0,0.0,0,0.0,0.0,3,4.0
59,43,1651,Point,565150,136950,10590043,1,1,1,3,2,3,4,3,4,4,0.0,0.0,0.0,0,0.0,0.0,3,4.0
59,44,1652,Point,565250,136950,10590044,2,2,1,3,2,4,4,3,4,3,0.0,0.0,0.0,0,0.0,0.0,1,4.0
59,45,1653,Point,565350,136950,10590045,2,3,0,4,2,3,4,3,4,3,0.0,0.0,0.0,0,0.0,0.0,1,4.0
59,46,1654,Point,565450,136950,10590046,2,3,0,4,1,3,4,3,4,4,0.0,0.0,0.0,0,0.0,0.0,1,4.0
59,47,1655,Point,565550,136950,10590047,2,4,0,4,1,3,4,3,0,1,0.0,0.0,0.0,0,0.0,0.0,1,4.0
59,48,1656,Point,565650,136950,10590048,1,4,0,4,1,2,4,3,0,1,0.0,0.0,0.0,0,0.0,0.0,1,4.0
59,49,1657,Point,565750,136950,10590049,0,4,0,4,0,2,4,3,0,1,0.0,0.0,0.0,0,2.5,0.0,0,4.0
59,50,1658,Point,565850,136950,10590050,0,4,0,4,0,1,4,3,0,1,0.0,0.0,0.0,0,2.5,0.0,0,4.0
59,51,1659,Point,565950,136950,10590051,0,4,0,3,0,1,0,3,0,1,0.0,0.0,0.0,0,1.0,0.0,0,4.0
59,52,1660,Point,566050,136950,10590052,0,4,0,3,0,0,0,3,0,0,0.0,0.0,0.0,0,0.0,0.0,0,4.0
59,53,1661,Point,566150,136950,10590053,0,2,0,2,0,0,0,3,0,1,0.0,0.0,0.0,0,1.0,0.0,0,3.0
59,54,1662,Point,566250,136950,10590054,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,1.0,0.0,0,0.0
59,55,1663,Point,566350,136950,10590055,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,1.75,0.0,0,0.0
59,56,1664,Point,566450,136950,10590056,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,2.25,0.0,0,0.0
59,57,1665,Point,566550,136950,10590057,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.25,0.0,0,0.0
59,58,1666,Point,566650,136950,10590058,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,0,0.0
59,59,1667,Point,566750,136950,10590059,2,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0,2.5,2.5,0,0.0
59,60,1668,Point,566850,136950,10590060,2,0,0,0,0,0,0,0,2,3,1.0,0.0,0.0,0,2.5,2.5,0,0.0
59,61,1669,Point,566950,136950,10590061,3,0,0,0,0,0,0,0,4,2,1.0,0.0,0.0,0,2.5,2.5,0,0.0
59,62,1670,Point,567050,136950,10590062,3,0,0,0,0,0,0,0,4,2,1.0,0.0,0.0,0,2.5,2.5,0,0.0
59,63,1671,Point,567150,136950,10590063,3,0,0,0,0,0,0,0,4,3,0.0,1.0,0.0,0,2.5,2.5,0,0.0
59,64,1672,Point,567250,136950,10590064,4,0,0,0,0,0,0,0,4,3,1.0,1.75,0.0,0,2.5,2.5,0,0.0
59,65,1673,Point,567350,136950,10590065,4,0,1,0,0,0,0,4,4,3,1.0,1.75,0.0,0,2.5,2.5,0,0.0
59,66,1674,Point,567450,136950,10590066,4,0,4,0,0,1,4,0,4,3,1.0,0.0,0.0,0,2.5,2.5,0,0.0
59,67,1675,Point,567550,136950,10590067,4,0,4,0,1,1,4,0,3,4,1.0,0.0,0.0,0,2.5,2.5,1,0.0
59,68,1676,Point,567650,136950,10590068,4,0,4,0,1,1,4,0,3,4,1.0,0.0,0.0,0,2.5,2.5,1,0.0
59,69,1677,Point,567750,136950,10590069,4,0,4,0,1,1,0,0,0,4,1.75,0.0,0.0,0,2.5,2.5,1,0.0
59,70,1678,Point,567850,136950,10590070,4,0,1,0,1,1,0,0,0,0,1.75,0.0,0.0,0,2.5,2.5,1,0.0
59,71,1679,Point,567950,136950,10590071,4,0,1,0,2,1,0,0,0,0,2.25,0.0,0.0,0,2.5,2.5,1,0.0
59,72,1680,Point,568050,136950,10590072,4,0,0,0,2,1,0,0,0,0,2.25,0.0,0.0,0,2.5,2.5,4,0.0
59,73,1681,Point,568150,136950,10590073,4,0,0,0,2,1,0,0,0,0,2.25,0.0,0.0,0,2.5,2.5,4,0.0
59,74,1682,Point,568250,136950,10590074,4,0,1,0,1,1,0,0,0,0,2.25,0.0,0.0,0,2.5,2.5,4,0.0
59,75,1683,Point,568350,136950,10590075,4,0,1,0,1,1,0,0,0,0,1.75,0.0,0.0,0,2.5,2.5,4,1.0
59,76,1684,Point,568450,136950,10590076,4,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,4,3.0
59,77,1685,Point,568550,136950,10590077,4,0,1,0,1,1,0,0,0,1,0.0,0.0,0.0,0,2.5,2.5,4,4.0
59,78,1686,Point,568650,136950,10590078,3,0,1,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,3,4.0
59,79,1687,Point,568750,136950,10590079,1,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,1,4.0
59,80,1688,Point,568850,136950,10590080,1,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.25,2.5,1,4.0
59,81,1689,Point,568950,136950,10590081,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,3.0
59,82,1690,Point,569050,136950,10590082,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,83,1691,Point,569150,136950,10590083,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,84,1692,Point,569250,136950,10590084,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.25,0,4.0
59,85,1693,Point,569350,136950,10590085,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.25,1.75,0,4.0
59,86,1694,Point,569450,136950,10590086,0,0,0,0,1,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.25,0,4.0
59,87,1695,Point,569550,136950,10590087,0,0,0,0,1,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,88,1696,Point,569650,136950,10590088,0,0,0,2,2,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,89,1697,Point,569750,136950,10590089,0,0,0,3,2,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,90,1698,Point,569850,136950,10590090,0,0,0,3,2,2,0,4,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,91,1699,Point,569950,136950,10590091,0,0,0,3,2,3,0,4,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,92,1700,Point,570050,136950,10590092,0,0,0,3,2,3,0,4,1,3,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,93,1701,Point,570150,136950,10590093,0,0,0,3,2,3,0,4,0,3,0.0,0.0,0.0,0,2.5,2.5,0,4.0
59,94,1702,Point,570250,136950,10590094,0,0,0,3,2,4,0,4,0,3,0.0,0.0,0.0,0,2.5,2.5,1,4.0
59,95,1703,Point,570350,136950,10590095,0,0,0,3,2,4,0,3,0,4,0.0,0.0,0.0,0,2.5,2.5,3,4.0
59,96,1704,Point,570450,136950,10590096,1,0,0,3,2,4,4,3,0,4,0.0,0.0,0.0,0,2.5,2.5,3,4.0
59,97,1705,Point,570550,136950,10590097,2,0,0,3,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,2.5,4,4.0
59,98,1706,Point,570650,136950,10590098,2,1,1,3,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,0.75,4,4.0
59,99,1707,Point,570750,136950,10590099,2,1,1,2,1,3,4,3,0,3,0.0,0.0,0.0,0,2.5,0.0,4,4.0
59,100,1708,Point,570850,136950,10590100,2,1,1,2,1,3,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,4,4.0
59,101,1709,Point,570950,136950,10590101,2,1,1,1,1,3,4,3,1,3,0.0,0.0,0.0,0,1.5,0.0,4,4.0
59,102,1710,Point,571050,136950,10590102,1,2,1,1,1,2,4,3,1,3,0.0,0.0,0.0,0,1.5,0.0,3,4.0
59,103,1711,Point,571150,136950,10590103,1,2,2,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,4.0
59,104,1712,Point,571250,136950,10590104,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
59,105,1713,Point,571350,136950,10590105,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
59,106,1714,Point,571450,136950,10590106,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
59,107,1715,Point,571550,136950,10590107,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
59,108,1716,Point,571650,136950,10590108,1,2,3,1,1,2,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
59,109,1717,Point,571750,136950,10590109,1,2,3,1,1,2,4,3,2,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
59,110,1718,Point,571850,136950,10590110,1,2,3,1,1,2,4,3,2,3,0.0,0.0,0.0,0,2.5,0.0,3,2.0
59,111,1719,Point,571950,136950,10590111,2,2,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,2.25,0.0,3,2.0
59,112,1720,Point,572050,136950,10590112,2,2,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,1.75,0.0,3,2.0
59,113,1721,Point,572150,136950,10590113,2,2,3,1,2,3,4,3,2,3,0.0,0.0,0.0,0,0.0,0.0,3,2.0
60,32,1722,Point,564050,136850,10600032,3,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,33,1723,Point,564150,136850,10600033,3,2,3,2,3,3,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,34,1724,Point,564250,136850,10600034,2,2,3,2,3,3,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,35,1725,Point,564350,136850,10600035,2,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,36,1726,Point,564450,136850,10600036,2,1,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,37,1727,Point,564550,136850,10600037,2,1,3,2,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,38,1728,Point,564650,136850,10600038,2,1,3,2,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,39,1729,Point,564750,136850,10600039,2,1,3,3,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,40,1730,Point,564850,136850,10600040,2,1,2,3,3,3,4,3,3,3,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,41,1731,Point,564950,136850,10600041,2,1,1,3,2,3,4,3,3,4,0.0,0.0,0.0,0,0.0,0.0,3,3.0
60,42,1732,Point,565050,136850,10600042,1,1,1,3,2,3,4,3,4,4,0.0,0.0,0.0,0,0.0,0.0,3,4.0
60,43,1733,Point,565150,136850,10600043,2,2,1,3,2,4,4,3,4,4,0.0,0.0,0.0,0,0.0,0.0,3,4.0
60,44,1734,Point,565250,136850,10600044,2,3,1,3,2,4,4,3,4,3,0.0,0.0,0.0,0,0.0,0.0,1,4.0
60,45,1735,Point,565350,136850,10600045,2,3,0,4,2,3,4,3,4,3,0.0,0.0,0.0,0,0.0,0.0,1,4.0
60,46,1736,Point,565450,136850,10600046,2,4,0,4,1,3,4,3,3,4,0.0,0.0,0.0,0,0.0,0.0,1,4.0
60,47,1737,Point,565550,136850,10600047,2,4,0,4,1,3,4,3,0,1,0.0,0.0,0.0,0,0.0,0.0,1,4.0
60,48,1738,Point,565650,136850,10600048,1,4,0,4,1,2,4,3,0,1,0.0,0.0,0.0,0,0.0,0.0,0,4.0
60,49,1739,Point,565750,136850,10600049,0,4,0,4,1,2,4,3,0,2,0.0,0.0,0.0,0,2.5,0.0,0,4.0
60,50,1740,Point,565850,136850,10600050,0,4,0,4,0,1,4,3,0,1,0.0,0.0,0.0,0,2.5,0.0,0,4.0
60,51,1741,Point,565950,136850,10600051,0,4,0,4,0,1,0,3,0,1,0.0,0.0,0.0,0,2.5,0.0,0,4.0
60,52,1742,Point,566050,136850,10600052,0,1,0,3,0,0,0,3,0,0,0.0,0.0,0.0,0,1.75,0.0,0,4.0
60,53,1743,Point,566150,136850,10600053,0,0,0,2,0,0,0,3,0,0,0.0,0.0,0.0,0,1.75,0.0,0,3.0
60,54,1744,Point,566250,136850,10600054,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,1.75,0.0,0,0.0
60,55,1745,Point,566350,136850,10600055,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,2.25,0.0,0,0.0
60,56,1746,Point,566450,136850,10600056,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0,2.25,0.0,0,0.0
60,57,1747,Point,566550,136850,10600057,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,2.25,0.0,0,0.0
60,58,1748,Point,566650,136850,10600058,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0,2.25,0.0,0,0.0
60,59,1749,Point,566750,136850,10600059,2,0,0,0,0,0,0,0,3,3,1.0,0.0,0.0,0,2.5,2.5,0,0.0
60,60,1750,Point,566850,136850,10600060,3,0,0,0,0,0,0,0,4,1,1.0,0.0,0.0,0,2.5,2.5,0,0.0
60,61,1751,Point,566950,136850,10600061,3,0,0,0,0,0,0,0,4,0,1.0,0.0,0.0,0,2.5,2.5,0,0.0
60,62,1752,Point,567050,136850,10600062,3,0,0,0,0,0,0,0,4,0,1.0,0.0,0.0,0,2.5,2.5,0,1.0
60,63,1753,Point,567150,136850,10600063,3,0,0,0,0,0,0,4,4,0,1.0,0.0,0.0,0,2.5,2.5,0,1.0
60,64,1754,Point,567250,136850,10600064,4,0,0,0,0,0,4,4,4,1,1.0,0.0,0.0,0,2.5,2.5,0,1.0
60,65,1755,Point,567350,136850,10600065,4,0,4,0,0,0,4,4,4,1,1.0,0.0,0.0,0,2.5,2.5,0,0.0
60,66,1756,Point,567450,136850,10600066,4,0,4,0,0,1,4,0,4,1,1.0,0.0,0.0,0,2.5,2.5,0,0.0
60,67,1757,Point,567550,136850,10600067,4,0,4,0,1,1,4,0,4,2,1.0,0.0,0.0,0,2.5,2.5,0,0.0
60,68,1758,Point,567650,136850,10600068,4,0,4,0,1,1,4,0,4,3,1.0,0.0,0.0,0,2.5,2.5,1,0.0
60,69,1759,Point,567750,136850,10600069,4,0,4,0,1,1,4,0,3,4,1.75,1.0,0.0,0,2.5,2.5,1,0.0
60,70,1760,Point,567850,136850,10600070,4,0,1,0,1,1,4,0,1,3,1.75,0.0,0.0,0,2.5,2.5,1,0.0
60,71,1761,Point,567950,136850,10600071,4,0,0,0,2,1,4,0,0,0,2.25,0.0,0.0,0,2.5,2.5,2,0.0
60,72,1762,Point,568050,136850,10600072,4,0,0,0,2,1,4,0,0,0,2.25,0.0,0.0,0,2.5,2.5,4,0.0
60,73,1763,Point,568150,136850,10600073,4,0,0,0,2,1,0,0,0,0,2.25,0.0,0.0,0,2.5,2.5,4,0.0
60,74,1764,Point,568250,136850,10600074,4,0,0,0,2,1,0,0,0,0,1.75,0.0,0.0,0,2.5,2.5,4,1.0
60,75,1765,Point,568350,136850,10600075,4,0,1,0,1,1,0,0,0,0,1.75,0.0,0.0,0,2.5,2.5,4,3.0
60,76,1766,Point,568450,136850,10600076,4,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0,2.5,2.5,4,4.0
60,77,1767,Point,568550,136850,10600077,4,1,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0,2.5,2.5,4,4.0
60,78,1768,Point,568650,136850,10600078,3,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,1,4.0
60,79,1769,Point,568750,136850,10600079,1,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,1,4.0
60,80,1770,Point,568850,136850,10600080,0,0,0,0,1,1,0,0,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,81,1771,Point,568950,136850,10600081,0,0,0,0,1,1,0,0,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,82,1772,Point,569050,136850,10600082,0,0,0,0,1,1,0,0,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,83,1773,Point,569150,136850,10600083,0,0,0,0,1,1,0,0,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,84,1774,Point,569250,136850,10600084,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,2.25,1.75,0,4.0
60,85,1775,Point,569350,136850,10600085,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0,1.75,0.0,0,4.0
60,86,1776,Point,569450,136850,10600086,0,0,0,0,1,2,0,0,1,1,0.0,0.0,0.0,0,2.5,1.75,0,4.0
60,87,1777,Point,569550,136850,10600087,0,0,0,0,1,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,88,1778,Point,569650,136850,10600088,0,0,0,1,1,2,0,0,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,89,1779,Point,569750,136850,10600089,0,0,0,2,2,2,0,4,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,90,1780,Point,569850,136850,10600090,0,0,0,3,2,3,0,4,1,1,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,91,1781,Point,569950,136850,10600091,0,0,0,3,2,3,0,4,1,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,92,1782,Point,570050,136850,10600092,0,0,0,3,2,4,0,4,0,2,0.0,0.0,0.0,0,2.5,2.5,0,4.0
60,93,1783,Point,570150,136850,10600093,0,0,0,3,2,4,0,4,0,3,0.0,0.0,0.0,0,2.5,2.5,1,4.0
60,94,1784,Point,570250,136850,10600094,0,0,0,3,2,4,0,3,0,3,0.0,0.0,0.0,0,2.5,2.5,1,4.0
60,95,1785,Point,570350,136850,10600095,0,0,0,3,2,4,0,3,0,3,0.0,0.0,0.0,0,2.5,2.5,3,4.0
60,96,1786,Point,570450,136850,10600096,1,0,1,3,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,2.5,3,4.0
60,97,1787,Point,570550,136850,10600097,2,0,1,3,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,2.5,4,4.0
60,98,1788,Point,570650,136850,10600098,2,1,1,2,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,0.75,4,4.0
60,99,1789,Point,570750,136850,10600099,2,1,1,2,2,4,4,3,0,3,0.0,0.0,0.0,0,2.5,0.0,4,4.0
60,100,1790,Point,570850,136850,10600100,2,1,1,2,2,3,4,3,1,3,0.0,0.0,0.0,0,2.5,0.0,4,4.0
60,101,1791,Point,570950,136850,10600101,2,1,1,1,1,3,4,3,1,2,0.0,0.0,0.0,0,1.5,0.0,4,4.0
60,102,1792,Point,571050,136850,10600102,2,2,2,1,1,3,4,3,1,2,0.0,0.0,0.0,0,1.5,0.0,3,4.0
60,103,1793,Point,571150,136850,10600103,1,2,2,1,1,3,4,3,1,2,0.0,0.0,0.0,0,2.5,0.0,3,4.0
60,104,1794,Point,571250,136850,10600104,1,2,3,1,1,2,4,3,1,2,0.0,0.0,0.0,0,2.5,0.0,3,3.0
60,105,1795,Point,571350,136850,10600105,1,2,3,1,1,2,4,3,1,2,0.0,0.0,0.0,0,2.5,0.0,3,3.0
60,106,1796,Point,571450,136850,10600106,1,2,3,1,1,2,4,3,1,2,0.0,0.0,0.0,0,2.5,0.0,3,3.0
60,107,1797,Point,571550,136850,10600107,1,1,3,1,1,2,4,3,2,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
60,108,1798,Point,571650,136850,10600108,1,1,3,1,1,2,4,3,2,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
60,109,1799,Point,571750,136850,10600109,1,1,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,2.5,0.0,3,3.0
60,110,1800,Point,571850,136850,10600110,1,2,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,2.5,0.0,3,2.0
60,111,1801,Point,571950,136850,10600111,2,2,3,1,1,3,4,3,2,3,0.0,0.0,0.0,0,2.25,0.0,3,2.0
60,112,1802,Point,572050,136850,10600112,2,2,3,1,2,3,4,3,2,2,0.0,0.0,0.0,0,2.25,0.0,3,2.0
60,113,1803,Point,572150,136850,10600113,2,2,3,1,2,3,4,3,2,2,0.0,0.0,0.0,0,0.0,0.0,3,2.0
61,32,1804,Point,564050,136750,10610032,3,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
61,33,1805,Point,564150,136750,10610033,3,2,3,2,3,3,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
61,34,1806,Point,564250,136750,10610034,2,2,3,2,3,3,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
61,35,1807,Point,564350,136750,10610035,2,2,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
61,36,1808,Point,564450,136750,10610036,2,1,3,2,3,2,4,3,3,2,0.0,0.0,0.0,0,0.0,0.0,3,3.0
