,row,col,x,y,row_col_id,s_mw_uumu,s_ext_uumu,s_mw_lucr,s_ext_lucr,s_cr_cs,s_tec_cs,s_ctet_cs,NORTHING,EASTING
370,43,74,568250.0,138550.0,10430074,2,0,4,0,0,0,0,138550.0,568250.0
371,43,75,568350.0,138550.0,10430075,2,0,4,0,0,0,0,138550.0,568350.0
372,43,76,568450.0,138550.0,10430076,2,0,4,0,0,0,0,138550.0,568450.0
373,43,77,568550.0,138550.0,10430077,2,0,4,0,0,0,0,138550.0,568550.0
374,43,78,568650.0,138550.0,10430078,2,0,4,0,0,0,0,138550.0,568650.0
375,43,79,568750.0,138550.0,10430079,3,0,4,0,0,0,0,138550.0,568750.0
376,43,80,568850.0,138550.0,10430080,3,0,4,0,0,0,0,138550.0,568850.0
377,43,81,568950.0,138550.0,10430081,3,0,4,0,0,0,0,138550.0,568950.0
378,43,82,569050.0,138550.0,10430082,4,0,4,0,0,0,0,138550.0,569050.0
379,43,83,569150.0,138550.0,10430083,4,0,4,0,0,0,0,138550.0,569150.0
380,43,84,569250.0,138550.0,10430084,4,0,4,0,0,0,0,138550.0,569250.0
381,43,85,569350.0,138550.0,10430085,4,0,4,0,0,0,0,138550.0,569350.0
382,43,86,569450.0,138550.0,10430086,4,0,4,0,0,0,0,138550.0,569450.0
383,43,87,569550.0,138550.0,10430087,4,0,4,0,0,0,0,138550.0,569550.0
384,43,88,569650.0,138550.0,10430088,4,0,4,0,0,0,0,138550.0,569650.0
385,43,89,569750.0,138550.0,10430089,4,0,4,0,0,0,0,138550.0,569750.0
386,43,90,569850.0,138550.0,10430090,4,0,4,0,0,0,0,138550.0,569850.0
387,43,91,569950.0,138550.0,10430091,4,0,4,0,0,0,0,138550.0,569950.0
388,43,92,570050.0,138550.0,10430092,4,0,4,0,0,0,0,138550.0,570050.0
389,43,93,570150.0,138550.0,10430093,3,0,4,0,0,0,0,138550.0,570150.0
390,43,94,570250.0,138550.0,10430094,3,0,4,0,0,0,0,138550.0,570250.0
391,43,95,570350.0,138550.0,10430095,3,0,4,0,0,0,0,138550.0,570350.0
392,43,96,570450.0,138550.0,10430096,3,0,4,0,0,0,0,138550.0,570450.0
393,43,97,570550.0,138550.0,10430097,3,0,4,0,0,0,0,138550.0,570550.0
394,43,98,570650.0,138550.0,10430098,2,0,4,0,0,0,0,138550.0,570650.0
395,43,99,570750.0,138550.0,10430099,3,0,4,0,0,0,0,138550.0,570750.0
396,43,100,570850.0,138550.0,10430100,3,0,4,0,0,0,0,138550.0,570850.0
397,43,101,570950.0,138550.0,10430101,3,0,4,0,0,0,0,138550.0,570950.0
398,43,102,571050.0,138550.0,10430102,3,0,4,0,0,0,0,138550.0,571050.0
399,43,103,571150.0,138550.0,10430103,3,0,4,0,0,0,0,138550.0,571150.0
400,43,104,571250.0,138550.0,10430104,3,0,4,0,0,0,0,138550.0,571250.0
401,43,105,571350.0,138550.0,10430105,2,0,4,0,0,0,0,138550.0,571350.0
402,43,106,571450.0,138550.0,10430106,2,0,4,0,0,0,0,138550.0,571450.0
403,43,107,571550.0,138550.0,10430107,2,0,4,0,0,0,0,138550.0,571550.0
404,43,108,571650.0,138550.0,10430108,3,0,4,0,0,0,0,138550.0,571650.0
405,43,109,571750.0,138550.0,10430109,3,0,4,0,0,0,0,138550.0,571750.0
406,43,110,571850.0,138550.0,10430110,3,0,4,0,0,0,0,138550.0,571850.0
407,43,111,571950.0,138550.0,10430111,3,0,4,0,0,0,0,138550.0,571950.0
408,43,112,572050.0,138550.0,10430112,4,0,4,0,0,0,0,138550.0,572050.0
409,43,113,572150.0,138550.0,10430113,4,0,4,0,0,0,0,138550.0,572150.0
410,44,32,564050.0,138450.0,10440032,4,0,4,0,0,0,0,138450.0,564050.0
411,44,33,564150.0,138450.0,10440033,4,0,4,0,0,0,0,138450.0,564150.0
412,44,34,564250.0,138450.0,10440034,4,0,4,0,0,0,0,138450.0,564250.0
413,44,35,564350.0,138450.0,10440035,4,0,4,0,0,0,0,138450.0,564350.0
414,44,36,564450.0,138450.0,10440036,4,0,4,0,0,0,0,138450.0,564450.0
415,44,37,564550.0,138450.0,10440037,4,0,4,0,0,0,0,138450.0,564550.0
416,44,38,564650.0,138450.0,10440038,4,0,4,0,0,0,0,138450.0,564650.0
417,44,39,564750.0,138450.0,10440039,4,0,4,0,0,0,0,138450.0,564750.0
418,44,40,564850.0,138450.0,10440040,4,0,4,0,0,0,0,138450.0,564850.0
419,44,41,564950.0,138450.0,10440041,4,0,4,0,0,0,0,138450.0,564950.0
420,44,42,565050.0,138450.0,10440042,3,0,4,0,0,0,0,138450.0,565050.0
421,44,43,565150.0,138450.0,10440043,3,0,4,0,0,0,0,138450.0,565150.0
422,44,44,565250.0,138450.0,10440044,2,0,4,0,0,0,0,138450.0,565250.0
423,44,45,565350.0,138450.0,10440045,2,0,3,0,0,0,0,138450.0,565350.0
424,44,46,565450.0,138450.0,10440046,1,0,3,0,0,0,0,138450.0,565450.0
425,44,47,565550.0,138450.0,10440047,1,0,3,0,0,0,0,138450.0,565550.0
