FID,Shape,row,col,Easting,Northing,MW_nearest,MW_Distance_m,Smw_fscore,EW_Nearest,EW_Distance_m,Sew_fscore,cr_nearest_di_m,cr_dist_cl_m,cr_comb_dist_m,cr_poly_count,cr_raw_score,cr_Spcs_fscore,tec99_nearest_di_m,tec99_dist_cl_m,tec99_comb_dist_m,tec99_poly_count,tec99_raw_score,tec99_Spcs_fscore,ctet_nearest_di_m,ctet_dist_cl_m,ctet_comb_dist_m,ctet_poly_count,ctet_raw_score,ctet_Spcs_fscore,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_uu_mu_mik_cv,ctet_uu_mu_mik_cov,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,ctet_lu_cr_mik_cv,ctet_lu_cr_mik_cov,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_uu_mu_mik_cv,hexcr_uu_mu_mik_cov,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,hexcr_lu_cr_mik_cv,hexcr_lu_cr_mik_cov,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_uu_mu_mik_cv,tc99_uu_mu_mik_cov,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,tc99_lu_cr_mik_cv,tc99_lu_cr_mik_cov,hexcr_uumu_max_conc_2015_2022,hexcr_lucr_max_conc_2015_2022,hexcr_uumu_max_conc_2022_2027,hexcr_lucr_max_conc_2022_2027,hexcr_uumu_max_conc_2027_2032,hexcr_lucr_max_conc_2027_2032,hexcr_uumu_max_conc_2032_2037,hexcr_lucr_max_conc_2032_2037,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_max_conc_2015_2022,tc99_lucr_max_conc_2015_2022,tc99_uumu_max_conc_2022_2027,tc99_lucr_max_conc_2022_2027,tc99_uumu_max_conc_2027_2032,tc99_lucr_max_conc_2027_2032,tc99_uumu_max_conc_2032_2037,tc99_lucr_max_conc_2032_2037,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_max_conc_2015_2022,ctet_lucr_max_conc_2015_2022,ctet_uumu_max_conc_2022_2027,ctet_lucr_max_conc_2022_2027,ctet_uumu_max_conc_2027_2032,ctet_lucr_max_conc_2027_2032,ctet_uumu_max_conc_2032_2037,ctet_lucr_max_conc_2032_2037,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score
4058,Point,88,72,568050,134050,299-W22-114,323.695754,1,299-W22-92,882.39193,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,3,1802.661391,2.789764859,1,1,18660.50512,1.967144419,0,0,369.7591949,0.667966502,4,3,1108.239775,0.771184911,0,0,16432.25386,0.71153015,3,1,11414.44768,0.783903317,45.45286223597172,0.0093461225180352,26.625693541507616,0.0407836857310936,20.363310765012592,0.0964919165251661,14.546267663416184,0.2020975641777218,0.0,0.0,504.25632340063294,0.0007285397550456,887.896033578006,0.0191227831470158,860.2692906032266,0.0762944177496468,354.6370264444069,0.1760982196435023,0.0,0.0,8.86324809619668,0.0416663528595843,17.50496211075253,0.09390962525735408,18.916003934851933,0.1463548824768439,17.21568275541218,0.20898197680219543,2.5,0.0
4059,Point,88,73,568150,134050,299-W22-88,355.917225,1,299-W22-92,982.368321,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,3,2031.208679,2.930696013,1,1,19020.53437,1.932099595,0,1,407.8839256,0.688405835,4,3,1108.239775,0.771184911,0,0,15365.55513,0.737583847,3,0,11645.40218,0.776135965,46.78397137879872,0.0133012590830366,29.99926106946834,0.0513517927351425,25.32580942414451,0.1085249991812044,14.25146483992988,0.2023300874071903,0.0,0.0,185.7352742206253,0.000538106187582,595.5888752377543,0.0204036562888667,612.8126401995353,0.0965472298047267,402.6093513740728,0.2514084068101672,0.0,0.0,8.930951026257837,0.048410705438237465,10.93395490073624,0.10495069225380159,14.261748299099029,0.1567402556452229,14.303640808777752,0.21724373337235897,2.5,0.0
4060,Point,88,74,568250,134050,699-35-70C,324.617562,1,299-W19-114,1024.184591,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,3,2271.906488,2.982128129,2,0,19257.88061,1.90692698,0,1,537.752854,0.744258556,4,3,1108.239775,0.771184911,0,0,69384.61023,1.623841104,3,0,11856.79777,0.768850818,39.04453298407262,0.0141716821835033,30.301449861177048,0.052985463982664,27.513825819323447,0.1108018671988,19.608328703350825,0.2049794961345482,0.0,0.0,50.53533243824897,0.0001990404098749,306.7199971770051,0.0102659216719439,393.263618692181,0.0556159907828891,359.3279559989658,0.1649764189677931,0.0,0.0,10.03001351791609,0.058594379696755024,5.98034295617876,0.12098256050602837,9.528950134322754,0.17256659939262092,10.70665982311137,0.22884717757726597,2.5,0.0
4061,Point,88,75,568350,134050,299-W21-3,231.519838,1,299-W19-114,1062.344613,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2519.37671,3.07976263,2,0,19360.89549,1.891512688,1,2,749.6277726,0.801545205,4,3,1108.239775,0.771184911,1,1,338097.3831,3.06375303,3,0,12047.84298,0.761997799,41.122288732226,0.0104600785060595,27.33101933865473,0.0466250141341607,24.959920500708314,0.1067993605767427,20.491548958264435,0.2119330888968452,0.0,0.0,10.829248651179384,7.275762606696312e-05,117.3073939831526,0.0054148326533459,218.4764703790285,0.0350643613836597,220.7994489933824,0.1164726984556713,0.0,0.0,11.150835217609485,0.07859573942911302,4.547037402392591,0.15426343594067685,5.274644744283202,0.2090537730874103,7.451256822252449,0.26085042851274004,2.5,0.0
4062,Point,88,76,568450,134050,299-W21-3,139.461232,0,299-W19-114,1108.240983,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2780.915016,3.156502072,2,0,19362.41359,1.882256541,1,2,939.3836044,0.832704761,4,3,1108.239775,0.771184911,1,2,404648.7208,3.365893245,4,0,12217.47702,0.755568373,36.440762656013774,0.0036401091854386,25.098217442970945,0.0215222924520248,21.12576481614237,0.0590240460017375,18.33179965716699,0.1355532857878415,0.0,0.0,1.939207669647356,1.3656894295705233e-05,36.87319011168465,0.0015931903450092,100.4819595247528,0.0134199853241196,116.7850031637685,0.0527440585488389,0.0,0.0,10.942285255117842,0.05628102285996177,4.835017716091065,0.11355772035723,2.7084206446575574,0.15662891424639705,4.495005328504235,0.19779184430403596,2.0,0.0
4063,Point,88,77,568550,134050,299-W21-3,72.783482,0,299-W19-114,1160.956535,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,3042.964443,3.150131946,2,0,19356.8632,1.873385106,1,2,946.1271522,0.835519382,4,3,1108.239775,0.771184911,1,1,380242.1584,3.02530358,4,0,12366.32293,0.749752496,31.51762596480623,0.0009878232353107,23.79102733770352,0.0080399320674198,17.697226533029955,0.0269232427777376,14.227884989147109,0.072954257450448,0.0,0.0,0.2967299206667001,2.2291579119394545e-06,9.648166559225396,0.0004029664276204,37.42207064788394,0.0043192089536601,57.73985075833479,0.0200941260317692,0.0,0.0,8.366720775640822,0.031978556810800016,4.798149803788114,0.0681106459580451,2.486357444484642,0.09663233869121404,2.5436213989488805,0.12529621575812186,1.75,0.0
4064,Point,88,78,568650,134050,299-W21-3,105.571943,0,299-W19-114,1219.607345,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,3314.54843,3.090587602,2,0,19349.51273,1.864749188,1,2,927.9414385,0.835588387,4,3,1108.239775,0.771184911,1,0,419107.1604,2.749975553,4,0,12496.55188,0.744802609,28.71826947106596,0.0002836226347111,23.46216437248375,0.0026431864170339,16.516899342291456,0.0103824829367623,11.015405086410809,0.0334930743241995,0.0,0.0,0.0408297700157239,3.07952210672804e-07,2.220832924357609,8.623430380293866e-05,12.054785095865762,0.0011709639653118,25.97571115611342,0.0066320127091999,0.0,0.0,5.261101277444911,0.01191324654446906,4.3072152568212605,0.030795374278805687,2.467325660114847,0.04680883456145108,1.3587836552170343,0.06406929505904226,1.75,0.0
4065,Point,88,79,568750,134050,299-W21-3,192.336775,0,299-W19-114,1283.379942,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,3607.507676,3.014053309,2,0,19344.11202,1.856210032,1,2,919.3943573,0.834552116,4,3,1108.239775,0.771184911,2,0,530212.1093,2.694093401,4,0,12608.96534,0.740796398,25.35546552301108,0.0001067024537245,21.95386891949781,0.0008006547507,16.05557079214027,0.0033129714597825,9.12509083844493,0.0125130572481949,0.0,0.0,0.0051322601137118,3.3423587418587734e-08,0.4562201471428337,1.4525349774123464e-05,3.370437697699767,0.0002488840672811,9.976821808956313,0.0017518017410685,0.0,0.0,3.3121628295386274,0.0035212710215488975,3.2459495367897913,0.011354381252268123,2.297799530110828,0.018684636318806215,1.0149366807525717,0.027105473144651577,0.0,0.0
4066,Point,88,80,568850,134050,299-W21-3,287.821881,1,299-W19-114,1351.549509,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,3888.218761,2.947818929,2,0,19343.47029,1.847655671,1,2,916.8835783,0.8308681,4,3,1108.239775,0.771184911,3,0,678381.7028,2.749011227,4,0,12702.30079,0.737615132,20.71125342650072,4.8929700228375485e-05,19.089341906837188,0.0002594745710485,15.127548460946922,0.0009438750355416,8.27253071468932,0.0038609815997834,0.0,0.0,0.0005868834067587,2.9003351711130647e-09,0.0830475795217313,1.9556968399063395e-06,0.8078788141841797,4.219195038640641e-05,3.243491738985629,0.0003710274773024,0.0,0.0,1.9564671852898596,0.0009139177090313278,2.0445106967562543,0.003631162788483836,1.8324994467274454,0.006447271610528846,0.9498050207103669,0.00991885628244055,0.0,0.0
4067,Point,88,81,568950,134050,299-W21-3,385.602691,1,299-W19-114,1423.484484,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,4150.010252,2.91647971,2,0,19349.62485,1.839102104,1,2,906.9506958,0.831101864,4,3,1108.239775,0.771184911,3,0,621412.8535,2.697958843,4,0,12777.61943,0.735364049,17.84131812055777,2.3922192522924888e-05,16.265348364682367,0.0001029488945517,13.663533386654224,0.000284341132908,7.828164969026796,0.0010711580512345,0.0,0.0,6.176175379660407e-05,2.1064718281647887e-10,0.0136294011314634,2.200863241313827e-07,0.1680746151823177,5.952762721256563e-06,0.8998326005282994,6.57242498259847e-05,0.0,0.0,0.944680034362189,0.00022928331886455945,1.2334550978505494,0.0010850062594374836,1.2152458566440258,0.002071614881225846,0.8037379867983323,0.0033147902179193785,0.0,0.0
4068,Point,88,82,569050,134050,299-W21-3,484.290652,2,299-W19-114,1498.642745,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,4380.331374,2.907677555,2,0,19366.59355,1.831507213,1,2,893.1715294,0.831094006,4,3,1108.239775,0.771184911,2,0,526211.9245,2.723074663,4,0,12833.9325,0.733999291,16.09803769233099,1.2888415101574696e-05,14.660209713431918,5.236469855086614e-05,12.548183199999242,0.0001133015083572,7.615929974509747,0.0003141639523055,0.0,0.0,6.089055804229888e-06,1.3540476588169574e-11,0.0020598991839439,2.1864088753720964e-08,0.0309069225222757,7.346613806420839e-07,0.2154834460379869,1.0072374445554464e-05,0.0,0.0,0.37405292304108456,5.409180797531995e-05,0.6725841906840995,0.000313563169210292,0.6823445282687883,0.0006604297111186527,0.5777984934334248,0.0011373020817198353,0.0,0.0
4069,Point,88,83,569150,134050,299-W21-3,583.425604,2,299-W19-114,1576.563375,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,4532.96354,2.933547781,2,0,19400.59207,1.825452269,1,2,877.5697807,0.831692569,4,3,1108.239775,0.771184911,1,0,436065.4016,2.693756973,4,0,12871.38077,0.733522877,15.706503741865326,5.223698558177974e-06,14.245211577463314,2.2820337205489075e-05,12.357749003661482,4.663335451750877e-05,7.983192923989734,9.59199885431092e-05,0.0,0.0,5.748704683174525e-07,6.301311508050726e-13,0.0002946957450655,1.5598008396237875e-09,0.0052159100322707,6.438164012022652e-08,0.0461323450312366,1.0870777391666658e-06,0.0,0.0,0.12500342504262105,1.1259865172588882e-05,0.31688016893976184,8.12627616600998e-05,0.3585413037144452,0.00019144422040480075,0.35145746363952457,0.00036220800217400906,0.0,0.0
4070,Point,88,84,569250,134050,699-35-66A,609.852414,3,299-W19-114,1656.856685,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,4573.488475,2.997180577,2,0,19477.26814,1.822363385,1,2,833.8156159,0.825019545,4,3,1108.239775,0.771184911,1,0,360099.0668,2.659374762,4,0,12891.81639,0.733951482,15.697994559451976,6.3812849837423e-06,14.382134646616848,2.6998639123792723e-05,12.920967222841483,5.287640374065914e-05,9.355789681028607,8.951670607629024e-05,0.0,0.0,5.252153020011132e-08,4.032164878636999e-14,4.074964061659792e-05,1.5605730409369544e-10,0.0008447189855991,7.79551147673175e-09,0.0092811338881739,1.599641632671893e-07,0.0,0.0,0.03686723710315878,2.913129689118199e-06,0.13217319030327587,2.7016839790464894e-05,0.183777004737362,7.198257089996396e-05,0.19323806631895174,0.00014840452554219902,0.0,0.0
4071,Point,88,85,569350,134050,699-35-66A,510.242851,2,299-W19-114,1739.194088,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,4462.252487,3.10147817,2,0,19540.41438,1.822720904,1,3,858.4706957,0.856237375,4,3,1108.239775,0.771184911,0,0,299293.3613,2.636639029,4,0,12895.78651,0.735242625,18.14303700005044,-1.6942839296181752e-08,14.93097073847181,1.3508240301515152e-05,13.786590398896182,6.207016021439185e-05,11.278524904055384,0.0001299999466358,0.0,0.0,4.636365130273322e-09,3.4287748733857565e-15,5.427232403910782e-06,1.8051933102891067e-11,0.0001312970312872,1.0763838796986392e-09,0.0017509686324404,2.6756759590894967e-08,0.0,0.0,0.01000609606282054,7.742854597933129e-07,0.05042499749803251,9.546815873358195e-06,0.08423482068048617,2.9684053434041706e-05,0.10703671342242577,6.803761671249544e-05,0.0,0.0
4072,Point,88,86,569450,134050,699-35-66A,410.823036,2,299-W19-114,1823.29868,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,4155.940324,3.225984624,2,0,19566.63932,1.826644607,1,4,805.2285458,0.865691384,4,3,1108.239775,0.771184911,0,0,256390.2943,2.635193504,4,0,12886.2326,0.73743877,20.390366093239283,-9.108128907558016e-05,15.979967772367536,-0.000657686425562,14.49860382874115,0.0002642005204211,13.150467812968111,0.0011685308231119,0.0,0.0,3.9403826686604635e-10,5.353313273628008e-16,6.921604412838816e-07,2.0788297821796367e-12,1.9570571376377365e-05,1.4218061787961087e-10,0.0003080774534734,4.628167109579093e-09,0.0,0.0,0.002684926525210902,1.8641283537035774e-07,0.02032248230909596,3.1867636287612517e-06,0.03696430880734357,1.1767504932269102e-05,0.054978032422928834,3.0110529828734977e-05,0.0,0.0
4073,Point,88,87,569550,134050,699-35-66A,311.774545,1,299-W19-114,1908.936897,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,3624.530212,3.352537181,2,0,19559.74984,1.833346089,0,2,590.2741853,0.798387729,4,3,1108.239775,0.771184911,0,0,229621.1891,2.676641876,4,0,12866.27499,0.740637138,25.463715008677067,0.1910304374273103,17.82723259840254,0.2292926085124912,15.2487760794332,0.2390594323303553,14.389469566921017,0.2391995310175554,0.0,0.0,3.761545793321343e-11,1.5440795815260656e-16,8.997078231433941e-08,2.5287995599235404e-13,2.799079023700605e-06,6.741581361846555e-11,5.058010719143405e-05,3.2031782360994135e-08,0.0,0.0,0.001049289305226515,4.144697667759443e-08,0.011689194776511454,1.0093380316859893e-06,0.01964145612426877,4.52623486978785e-06,0.029129590126740757,1.2839811000011583e-05,0.0,0.0
4074,Point,88,88,569650,134050,699-35-66A,213.614529,1,299-W19-114,1995.91134,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2921.573625,3.454803481,2,0,19526.29934,1.842393238,0,1,353.935937,0.67558203,4,3,1108.239775,0.771184911,0,0,204883.5516,2.715584703,4,0,12831.6507,0.744788125,31.576867379396568,0.2900125230032893,21.37534417368184,0.3564908447172689,17.458702334644162,0.3714805221345457,15.467589437743982,0.3712543930623025,0.0,0.0,1.9188682226567337e-11,5.250175053264437e-17,1.241402807879833e-07,8.879293895871677e-13,2.8470112327977497e-06,4.097022321248721e-09,2.7439893463730988e-05,1.2305426192579525e-06,0.0,0.0,0.0045649747245716825,1.090244483623627e-08,0.014677009012047583,3.2695219741046537e-07,0.022691636615133688,1.761796655970744e-06,0.029605198050818248,5.691007112735826e-06,0.0,0.0
4075,Point,88,89,569750,134050,699-35-66A,118.570514,0,299-W19-114,2084.05472,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1,4,2129.364997,3.471401307,2,0,19471.64316,1.853536824,0,0,117.8775211,0.430842204,4,3,1108.239775,0.771184911,0,0,176407.9312,2.705656931,4,0,12780.4339,0.749751483,39.13127885938727,0.1711803439302455,27.368546078261403,0.2250893016388491,22.2337712046542,0.2395447557560538,18.703248456841585,0.2399817171380942,0.0,0.0,9.181945536968556e-10,6.670317792948113e-20,6.094209082287764e-06,1.3072376079378238e-10,0.00023375688662,1.655228089672447e-07,0.0025520515573374,2.598580357608772e-05,0.0,0.0,0.05060494668391666,1.884944226276598e-08,0.06712742075287065,1.9628745716533554e-07,0.08140336813303231,8.725694002826023e-07,0.10004319935718263,2.8404814063454203e-06,0.0,0.0
4076,Point,88,90,569850,134050,699-35-66A,49.867493,0,299-W19-114,2173.22481,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,1317.261945,3.254353118,2,0,19398.98015,1.866684989,0,0,5.987892461,0.101764126,4,3,1108.239775,0.771184911,0,0,155337.7074,2.67153373,4,0,12710.72294,0.755373733,51.212304677735126,0.0316600305106931,35.44183644269347,0.0536000578917306,29.21678457698332,0.0623659320747145,24.3124180269044,0.0655459004944819,1.0,0.0,5.3266462112854915e-09,1.8534291076575563e-14,1.6993406735665108e-05,6.530792274107306e-09,0.0007412887851247,3.3498409757556595e-06,0.0088258242586795,0.0003013879893292,0.0,0.0,0.07611174812668242,8.072894425817735e-09,0.12389430604550568,9.003225359111133e-08,0.153586210644442,3.8653352875452424e-07,0.18924070352815595,1.3615546693479281e-06,0.0,0.0
4077,Point,88,91,569950,134050,699-35-66A,104.472804,0,299-W19-114,2263.300262,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,995.7603512,2.954142263,2,0,19316.2482,1.881647866,0,0,0.0,0.0,4,3,1108.239775,0.771184911,0,0,180734.9485,2.771158962,4,0,12620.61795,0.761494507,50.14693393488445,0.003434561340468,26.602664316294707,0.0098681889294176,20.64612346696196,0.0142389259690509,17.003433286644515,0.0177375187911343,1.0,0.0,8.992612403640244e-09,9.81475876549413e-13,5.499382451126014e-05,9.301022906114389e-08,0.0026968690078885,2.7324464170356395e-05,0.032256819023973,0.0015916424068751,0.0,0.0,0.037465228923663114,1.5013921500253738e-09,0.07765678632347067,2.4209419755290362e-08,0.1116769627370044,1.2541532944961307e-07,0.15806015058479214,1.1062881769773263e-06,0.0,0.0
4078,Point,88,92,570050,134050,699-35-66A,198.349103,0,299-W19-114,2354.177155,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1006.928152,2.865586865,2,0,19307.88424,1.898563472,0,0,0.0,0.0,4,3,1108.239775,0.771184911,0,1,223933.5557,2.862595968,4,0,12508.30761,0.767950159,45.34293165141073,0.0097230651672133,24.534818899968418,0.0256789051323618,17.28157881003216,0.0423393033970488,12.891708636776029,0.049754884919926,0.0,0.0,3.603247311317903e-06,1.6672739493765e-11,0.0036294432676027,6.095458149761236e-07,0.0885904672943801,0.0001138040223556,0.8504508022735072,0.0046804505392533,0.0,0.0,0.03506784894442102,1.2152133246632442e-10,0.12175812817569087,3.007775863507971e-09,0.26476731190189434,4.8539848639315634e-08,0.4397212154361174,2.5711367746996975e-06,0.0,0.0
4079,Point,88,93,570150,134050,699-35-66A,296.260303,1,299-W19-114,2445.766153,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1014.251399,2.780849563,2,0,19324.49954,1.916300234,0,0,0.0,0.0,4,3,1108.239775,0.771184911,0,1,269081.5751,2.898024247,4,0,12376.68563,0.774644501,49.74012663021351,0.0039138653896407,35.73427143163894,0.0096975399779026,28.523079667332293,0.0230310306103791,23.442461373566434,0.0326412018530941,1.0,0.0,7.787021237191939e-06,1.1648643323790775e-10,0.0073280882339716,1.7994431027502748e-06,0.1814488542909714,0.0002346341214076,1.7405199959674238,0.0075782028273066,0.0,0.0,0.039262535704199096,7.89317933055009e-12,0.17663555966393416,4.194574298353017e-10,0.4038739393260768,7.245458031022477e-08,0.6186281056890487,4.541363464128655e-06,0.0,0.0
4080,Point,88,94,570250,134050,699-35-66A,395.218885,1,299-W19-114,2537.990165,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1012.061739,2.708317299,2,1,19351.71403,1.93042326,0,0,20.04585618,0.183217594,4,3,1108.239775,0.771184911,0,1,312071.2859,2.891632526,4,1,12228.54311,0.781277887,66.73170692407508,0.0048329398464101,50.0336436685024,0.0055774746196522,44.867966458473255,0.0075103291860455,39.04641525623857,0.0106382762036268,1.75,0.0,1.0491567991083398e-05,2.196474293801945e-11,0.0105859664871778,5.487957031086233e-07,0.2988218463904931,9.697855615675648e-05,2.981005518831095,0.0039428410108873,0.0,0.0,0.039693187388637134,4.646287762842006e-13,0.22869678981668173,5.6663068862170386e-11,0.509471551164532,2.3331125657579665e-08,0.7045825472545771,1.9790244279106305e-06,0.0,0.0
4081,Point,88,95,570350,134050,699-36-63B,378.381259,1,299-W19-114,2630.782408,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1002.670177,2.654485653,2,1,19391.94054,1.942200219,0,0,59.26985289,0.304269381,4,3,1108.239775,0.771184911,1,1,350623.8864,2.864733917,3,1,12063.97662,0.7876349,72.14760954447682,0.0058320738438798,49.691245678145386,0.0069942744608559,44.70490190041341,0.0069397717846862,39.80482637363383,0.0071014441761389,1.75,0.0,1.078495264381199e-05,1.909442348030681e-12,0.0208745755681452,7.966932640287284e-08,0.7593666283747825,2.017954156704814e-05,5.232367328530208,0.0011098950299946,0.0,0.0,0.036191029410821494,2.8169295240110417e-14,0.26145833154871234,5.507910555971482e-12,0.5499532609120404,3.725291204416877e-09,0.6873032405930598,4.456021791271789e-07,0.0,0.0
4082,Point,88,96,570450,134050,699-36-63B,294.051657,1,299-W19-114,2724.084814,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,986.2485959,2.618035919,2,1,19440.10053,1.952692606,0,0,105.3344843,0.393611367,4,3,1108.239775,0.771184911,1,1,382905.7301,2.830742681,3,1,11885.12581,0.793615068,62.39162530770616,0.0055962616844658,52.40558583270807,0.0075233848524808,38.11159275586868,0.0077861502342358,30.161162996762584,0.0078066947575144,1.75,0.0,8.002529800510416e-05,1.0469466213474383e-13,0.1084702580334938,7.442856834233212e-09,2.2631340332723853,2.758239634270502e-06,8.563028388169977,0.0002098739226259,0.0,0.0,0.03066658725087262,1.7410531259946566e-15,0.27096326950782595,4.176789615633164e-13,0.5323829041255681,3.897250944914898e-10,0.6119506233204273,6.668086788788224e-08,0.0,0.0
4083,Point,88,97,570550,134050,699-36-63B,223.070341,1,299-W19-114,2817.846709,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,964.5324767,2.599408826,2,1,19485.5135,1.961994712,0,0,156.091773,0.4640348,4,3,1108.239775,0.771184911,1,1,407164.1573,2.795647782,3,1,11693.43386,0.799104001,49.20086995902484,0.0031300273134898,45.93086725396674,0.0055097049036805,35.417855201383645,0.0067043693986549,24.011843954114493,0.007389772381547,1.0,0.0,0.0012131751308444,6.498651005793871e-15,0.4588485772726457,5.100063822328078e-10,5.244203441056796,2.7988764151908574e-07,12.184187737920835,2.9761172479885035e-05,0.0,0.0,0.024663105161866185,7.88639863332751e-20,0.2593823590091519,1.5825357194025398e-14,0.4792745905714764,3.054616811789126e-11,0.5240513159061314,7.463521847718841e-09,0.0,0.0
4084,Point,88,98,570650,134050,699-36-63B,181.808627,0,299-W19-114,2912.023708,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,942.6075256,2.601692475,2,1,19516.25004,1.97039837,0,0,209.1459967,0.519608499,4,3,1108.239775,0.771184911,1,0,419901.2621,2.770969935,3,1,11490.48533,0.803994891,40.094116434677005,0.0003905098699905,37.83235178355626,0.0022681306977816,29.988455355593565,0.0038574434548606,20.71270701156199,0.0052719582972963,0.0,0.0,0.0061171279717346,3.741889794568458e-14,1.2918122028459755,3.3361430563144425e-11,9.539672307487953,2.262184544477444e-08,15.31452485324056,3.3711207976877545e-06,0.0,0.0,0.019032176087993572,-1.038556381062964e-34,0.23261947277015213,1.6285538259184811e-15,0.414053106243948,2.7008618351776554e-12,0.44254673671126116,6.748728225669027e-10,0.0,0.0
4085,Point,88,99,570750,134050,699-36-63B,190.652503,0,299-W19-114,3006.576804,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,932.8962569,2.612648586,2,1,19521.05284,1.978427356,0,0,262.2416583,0.562922731,4,3,1108.239775,0.771184911,1,0,421348.5582,2.759165447,3,2,11278.06312,0.808191306,40.14070083172307,-6.666662641352503e-05,33.589626408320775,-0.0004114247960572,25.947160526250265,0.0008632895420729,19.41349239552145,0.0023670865132951,0.0,0.0,0.0464071638174378,1.8057070015002452e-12,2.852968093821154,7.361031339651359e-11,14.087243022223586,2.106808567841809e-09,17.841023411535915,3.2043929340193625e-07,0.0,0.0,0.014103773945048572,-4.0803202284502085e-37,0.19956893281376864,1.6382566701473053e-14,0.3546566660686756,1.839808379088382e-12,0.37495242793696226,6.809234233616088e-11,0.0,0.0
4086,Point,88,100,570850,134050,699-36-63B,244.217888,1,299-W19-114,3101.471598,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,935.1521688,2.633020153,2,1,19518.17274,1.984455587,0,0,314.9827268,0.597696351,4,3,1108.239775,0.771184911,1,0,414891.7109,2.760578801,3,2,11059.11191,0.811517253,47.87129355829176,-7.857169287119838e-05,38.2341004852373,-0.0022412876803829,31.13428205528412,-0.0015438691261035,23.583999844024007,-0.0004580774897532,0.0,0.0,0.2162974093400164,1.3179701842643704e-11,5.205283389067125,4.0440275890429506e-10,17.849494810708997,2.591218565808233e-09,19.91406364360254,3.5824576204190436e-08,0.0,0.0,0.010036987558839382,4.094558727802841e-23,0.1691646475957959,1.6026268629726952e-13,0.3089729949965684,4.305636075261984e-12,0.3231322675222455,3.886836861881138e-11,0.0,0.0
