,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,dist_m_mw_uumu,mw_near_mw_uumu,s_ext_uumu,dist_m_ew_uumu,ew_near_ew_uumu,s_mw_lucr,dist_m_mw_lucr,mw_near_mw_lucr,s_ext_lucr,dist_m_ew_lucr,ew_near_ew_lucr,s_cr_cs,neardist_m_cr_cs,cl_dist_m_cr_cs,combdist_m_cr_cs,plycnt_cr_cs,raw_s_cr_cs,s_tec_cs,neardist_m_tec_cs,cl_dist_m_tec_cs,combdist_m_tec_cs,plycnt_tec_cs,raw_s_tec_cs,s_ctet_cs,neardist_m_ctet_cs,cl_dist_m_ctet_cs,combdist_m_ctet_cs,plycnt_ctet_cs,raw_s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_uu_mu_mik_cv,ctet_uu_mu_mik_cov,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,ctet_lu_cr_mik_cv,ctet_lu_cr_mik_cov,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_uu_mu_mik_cv,hexcr_uu_mu_mik_cov,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,hexcr_lu_cr_mik_cv,hexcr_lu_cr_mik_cov,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_uu_mu_mik_cv,tc99_uu_mu_mik_cov,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,tc99_lu_cr_mik_cv,tc99_lu_cr_mik_cov,hexcr_uumu_max_conc_2015_2022,hexcr_lucr_max_conc_2015_2022,hexcr_uumu_max_conc_2022_2027,hexcr_lucr_max_conc_2022_2027,hexcr_uumu_max_conc_2027_2032,hexcr_lucr_max_conc_2027_2032,hexcr_uumu_max_conc_2032_2037,hexcr_lucr_max_conc_2032_2037,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_max_conc_2015_2022,tc99_lucr_max_conc_2015_2022,tc99_uumu_max_conc_2022_2027,tc99_lucr_max_conc_2022_2027,tc99_uumu_max_conc_2027_2032,tc99_lucr_max_conc_2027_2032,tc99_uumu_max_conc_2032_2037,tc99_lucr_max_conc_2032_2037,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_max_conc_2015_2022,ctet_lucr_max_conc_2015_2022,ctet_uumu_max_conc_2022_2027,ctet_lucr_max_conc_2022_2027,ctet_uumu_max_conc_2027_2032,ctet_lucr_max_conc_2027_2032,ctet_uumu_max_conc_2032_2037,ctet_lucr_max_conc_2032_2037,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
1984,1984,63,48,565650.0,136550.0,10630048,1,335.7504276988949,299-W9-2,0,1061.531039583851,299-W11-92,1,371.8871531271439,299-W10-14,0,1924.2833679320636,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,565650.0,1984,2,3,3463.713845,2.738926803,0,4,10605.48763,3.16040713,1,2,807.8131956,0.819834693,4,3,1108.239775,0.771184911,1,1,331201.5045,2.894259372,0,3,2917.99165,0.83405024,0.001054816,-1.62e-15,0.02274072,-1.1e-08,0.091268349,6.86e-07,0.36941668,6.49e-06,0.0,0.0,0.008703301,-8.99e-17,0.386374489,-1.31e-08,1.1769603,1.04e-05,3.16902531,8.3e-05,0.0,0,0.219582971,1.75e-07,0.411223417,4.17e-06,0.486111409,2.99e-05,0.606728141,0.000111142,0.0,0.0,6.0,5.0,4.0,8.0,3.0,4
1985,1985,63,49,565750.0,136550.0,10630049,1,313.2304201383133,299-W10-203,0,963.4708859119584,299-W11-92,1,273.60784831763914,299-W10-14,0,1824.2994491310808,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,565750.0,1985,2,2,2930.161906,2.521887948,0,4,9317.396347,3.467485369,1,2,723.1788082,0.805048678,4,3,1108.239775,0.771184911,1,1,407392.5206,2.806244222,0,2,2435.002442,0.808793371,0.066015621,1.26e-06,0.095591589,7.39e-06,0.230223722,2.5e-05,0.693182145,6.9e-05,0.0,0.0,0.570581564,4.98e-06,1.135155821,4.12e-05,2.575702562,0.000198394,5.438894735,0.000643956,0.0,0,10.61269307,7.02e-06,6.463038001,3.39e-05,3.643542209,0.000118032,2.011899021,0.00031959,2.25,0.0,7.25,5.0,4.0,8.0,3.0,3
1986,1986,63,50,565850.0,136550.0,10630050,1,233.137933635895,299-W10-203,0,865.8545767044122,299-W11-92,0,177.26379963490766,299-W10-14,0,1724.3173954060685,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,565850.0,1986,1,1,2221.875079,2.130325985,0,4,8269.205429,3.706766926,0,1,630.8476567,0.784318769,4,3,1108.239775,0.771184911,1,1,360976.2498,2.891739427,0,0,1971.151858,0.770375789,1.107420557,6.84e-05,1.460542419,0.000300429,1.44579397,0.000841009,0.971147472,0.001742786,0.0,0.0,14.87139828,0.000581822,15.72094315,0.00330962,13.76415363,0.00926704,7.335861051,0.018011012,0.0,0,25.55306819,0.000249455,18.27823383,0.000674358,11.63544375,0.001412009,6.297001358,0.002486209,2.5,0.0,5.5,4.0,2.0,7.0,3.0,0
1987,1987,63,51,565950.0,136550.0,10630051,0,174.90939397301008,299-W10-203,0,768.8511871617158,299-W11-92,0,89.35129915676181,299-W10-14,0,1624.337551157385,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,565950.0,1987,0,0,1336.661833,1.602773544,0,4,7422.301235,3.462559513,0,1,527.8347007,0.753617693,0,3,1108.053894,0.771192372,0,0,62217.22613,2.644604997,0,0,1562.708809,0.721671881,5.935725418,0.000523525,9.97373349,0.002375933,9.855362203,0.00732561,5.716293964,0.015212258,0.0,0.0,61.98243213,0.006143216,57.98863455,0.024627541,43.26533203,0.057426418,17.57482728,0.097991539,0.0,0,29.8025741,0.000278274,13.26079949,0.000695199,8.945646118,0.001595415,6.318788075,0.003005803,2.5,0.0,2.5,4.0,1.0,3.0,0.0,0
1988,1988,63,52,566050.0,136550.0,10630052,0,163.80871802195497,299-W10-203,0,672.7259085244023,299-W11-92,0,67.41553723732835,299-W10-14,0,1524.3603511309168,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566050.0,1988,0,0,238.1012168,0.71853949,0,4,6803.390376,3.012588537,0,1,419.2142317,0.70817199,0,3,1101.050645,0.771461295,0,0,3124.027558,0.79556928,0,0,1279.074975,0.6735632,14.59571853,0.001648417,17.01436744,0.007209788,14.26912505,0.019290008,7.699221085,0.0374509,0.0,0.0,96.52296489,0.022669201,64.8036444,0.066591504,47.47488913,0.129884148,16.77429453,0.203964043,0.0,0,23.88177526,0.001706507,4.788297414,0.005203798,3.795532619,0.005388821,2.892105622,0.006225422,2.25,0.0,2.25,4.0,1.0,3.0,0.0,0
1989,1989,63,53,566150.0,136550.0,10630053,1,200.90887810147012,299-W10-30,0,577.9170770966932,299-W11-92,0,145.27922997109417,299-W10-14,0,1424.3863521179828,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566150.0,1989,0,0,73.98535979,0.413053522,0,3,7577.79878,2.313217494,0,0,315.5259131,0.644899771,0,3,1084.764902,0.771995121,0,0,19778.66228,1.773564969,0,0,1146.348331,0.639557252,13.16264324,0.001310349,16.46345399,0.006057826,15.69595457,0.018897118,8.022302891,0.040418858,0.0,0.0,90.36225728,0.015091414,71.19893448,0.054325267,52.55109613,0.124426182,19.96553442,0.215491771,0.0,0,74.94378232,0.044456479,7.346407548,0.070168554,3.272400627,0.092610856,2.549108537,0.109935215,1.75,0.0,2.75,3.0,1.0,3.0,1.0,0
1990,1990,63,54,566250.0,136550.0,10630054,1,252.6032012860997,299-W10-30,0,485.1970197764905,299-W11-92,1,240.1400730011352,299-W10-14,0,1324.4162790074636,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566250.0,1990,0,0,129.1250589,0.515099282,0,0,8624.07806,1.839663324,0,0,266.4446158,0.598333607,0,3,1060.317847,0.772555867,0,1,136000.599,2.915234164,0,0,1125.017261,0.627109636,9.885293957,0.000684882,15.89888465,0.003775274,15.88109062,0.014438413,8.245440109,0.034533476,0.0,0.0,83.71553677,0.007359315,76.33735728,0.034025633,52.99704987,0.094315329,22.18524026,0.183142586,0.0,0,161.9882581,0.101953204,14.87647204,0.170126433,3.995557956,0.24267014,2.676762738,0.303782607,2.25,0.0,3.25,1.0,1.0,4.0,2.0,1
1991,1991,63,55,566350.0,136550.0,10630055,1,236.64124957409936,299-W10-200,0,396.0355388093231,299-W11-92,1,337.97700315404154,299-W10-14,0,1224.4510933883712,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566350.0,1991,0,0,245.8076127,0.625294095,0,0,9007.733144,1.510279983,0,0,270.0826873,0.587635009,0,3,1028.954706,0.772850272,0,1,263046.0321,2.853111312,0,0,1210.28336,0.637009317,6.722755837,0.000292246,14.96329295,0.002049453,15.1416347,0.010039067,8.466068653,0.026889368,0.0,0.0,76.48245332,0.002943135,75.35608864,0.018537866,56.27402138,0.064481253,23.27741957,0.140840569,0.0,0,287.7706588,0.273380159,27.17294919,0.472708203,5.824195777,0.706543134,2.932016364,0.893367417,2.25,0.0,3.25,1.0,1.0,4.0,2.0,1
1992,1992,63,56,566450.0,136550.0,10630056,0,148.16572140679136,299-W10-200,0,313.4838879432142,299-W11-92,2,436.7947511829594,299-W10-14,0,1124.4920987272342,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566450.0,1992,0,0,374.0185108,0.664257388,0,0,9302.51921,1.284204281,0,0,299.9287583,0.598374115,0,3,980.0526797,0.773126578,2,1,506145.058,2.78468333,0,0,1383.608404,0.662100183,13.11887584,9.52e-05,13.5979229,0.000944214,14.08758308,0.006396553,8.710499782,0.0194986,0.0,0.0,67.05577894,0.00086602,67.91032644,0.00836404,58.73079153,0.039849288,24.63342721,0.099933125,0.0,0,417.9185398,0.597701441,45.99243505,1.135638194,8.863532435,1.867633505,3.325638546,2.406755566,2.25,0.0,2.25,2.0,0.0,5.0,3.0,2
1993,1993,63,57,566550.0,136550.0,10630057,0,88.92176898824405,299-W10-200,1,244.33613731905572,299-W11-92,2,444.8895068440897,299-W11-48,0,1024.541107081595,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566550.0,1993,0,0,712.8838556,0.784998825,0,0,9750.538863,1.123784137,0,0,350.1631356,0.622934326,0,3,885.9334458,0.771643463,4,1,1650578.822,2.853409004,0,0,1630.095236,0.695011553,38.03941475,-3.75e-07,12.22502141,-0.000308674,13.01184529,0.003237725,8.992270909,0.014524862,0.0,0.0,54.74848431,0.000154863,61.6464561,0.00295096,59.59131736,0.022506941,26.09185816,0.066553876,0.0,0,559.9543711,0.384348469,80.22922943,1.019461034,14.64068013,2.140251335,3.855964791,3.086055797,2.5,0.0,3.5,2.0,1.0,5.0,6.0,2
1994,1994,63,58,566650.0,136550.0,10630058,0,117.73309220436865,299-W10-200,1,202.8007593674128,299-W11-92,1,376.20828446484654,299-W11-48,0,924.600713875986,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566650.0,1994,0,0,1388.605968,0.985105941,0,0,9732.519935,0.984762746,0,0,425.4853666,0.64610655,0,0,758.5207838,0.763054693,4,0,3704639.193,2.397574345,0,0,1957.86137,0.731662953,76.0240156,0.011671108,10.92184551,0.066265896,12.33650549,0.166150716,9.298902753,0.224469674,1.0,0.0,41.41517356,2.17e-05,59.92266609,0.001341462,59.35461017,0.015138896,27.22460364,0.048449497,0.0,0,597.7856071,0.109774058,139.7472138,0.534584813,24.26538868,1.514877636,4.460298012,2.556963197,2.5,0.0,3.5,1.0,2.0,1.0,5.0,1
1995,1995,63,59,566750.0,136550.0,10630059,0,64.3459291641692,299-W10-33,1,206.29141523583104,299-W11-92,1,324.2509418644586,299-W11-48,0,824.674772319358,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566750.0,1995,2,0,2480.918622,1.13187245,0,0,9204.4977,0.864924353,0,0,462.5787929,0.643425257,0,0,733.1419884,0.770665979,4,0,6769357.018,1.840016759,0,0,2385.631974,0.76779687,130.5204501,0.001197814,9.626001545,0.01174828,11.82144634,0.072329649,9.604978035,0.151523733,1.0,0.0,340.6356802,0.000321072,58.08573075,0.001328754,58.09405429,0.009361744,28.0128455,0.032264324,0.0,0,531.8149912,0.095639853,232.2326952,0.310961613,39.17179907,0.906149329,5.147129811,1.721881635,2.5,0.0,5.5,1.0,2.0,1.0,5.0,1
1996,1996,63,60,566850.0,136550.0,10630060,0,97.93058051497644,299-W10-33,1,237.1050452858608,299-W11-50,1,297.9004419264833,299-W11-48,0,724.7692599027548,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566850.0,1996,3,0,3576.359967,1.046113977,0,0,8374.925175,0.75304741,0,0,503.6233126,0.622294929,0,4,848.9900403,0.804494602,4,0,10329262.12,1.312777726,0,1,2939.882572,0.797436768,145.5896271,0.001766218,14.09537936,0.00538308,11.41807098,0.028706974,9.878791796,0.08620931,1.0,0.0,1672.759359,0.04028049,55.70926039,0.052135853,56.23504236,0.037880753,29.45096956,0.031476807,1.0,0,598.1407982,5.861533713,337.3877633,5.669665637,60.25318448,5.04239779,5.906962226,3.90849901,2.5,2.5,6.5,3.5,2.0,5.0,6.0,2
1997,1997,63,61,566950.0,136550.0,10630061,0,128.5999380287436,299-W11-41,1,207.27952745026795,299-W11-50,1,303.8925357753949,299-W11-48,0,624.8939750869653,299-W11-107,1,98.08914572120902,163.0,261.08914572120904,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,566950.0,1997,3,0,4911.217624,0.976247446,0,0,9686.596651,0.725130439,0,0,543.162805,0.59281868,0,4,1098.565214,0.83854019,4,0,12112871.39,1.119193483,0,2,3606.815556,0.812891212,147.7254416,0.156752991,24.65483701,0.184413696,11.12353272,0.183761057,10.0675556,0.132831778,1.0,0.0,4118.863618,0.047029809,131.1358143,0.068292856,54.32703514,0.072324275,32.32351244,0.07683216,1.0,0,740.4861064,157.6738244,444.4471247,107.9360416,89.80032716,73.52469941,6.733962152,35.49883412,2.5,2.5,6.5,3.5,3.0,6.0,6.0,3
1998,1998,63,62,567050.0,136550.0,10630062,0,135.2937206894771,299-W11-13,1,222.95919469715227,299-W11-50,1,340.524115592428,299-W11-48,0,525.0661673541637,299-W11-107,1,68.13920503562906,284.0,352.13920503562906,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567050.0,1998,4,0,7298.72381,1.017827639,0,0,12018.53996,0.729347209,0,0,538.6974981,0.583567736,4,4,1452.162781,0.830836031,4,0,11096622.39,1.185661186,0,2,4339.526218,0.809915655,151.7537094,15.9254604,41.20273426,8.803363513,10.58247024,4.768173193,10.09871439,1.469586041,1.0,0.0,4071.571244,-0.002862386,465.6835307,-0.114313219,50.63694475,-0.09888677,34.71181096,-0.071781773,1.0,0,871.686415,623.6579926,569.4016925,419.0230623,138.7078376,276.6228411,8.240544427,121.9067396,2.5,2.5,7.5,3.5,3.0,10.0,6.0,3
1999,1999,63,63,567150.0,136550.0,10630063,0,135.7637317474731,299-W11-13,2,159.69852754490717,299-W11-90,1,399.45296756941343,299-W11-48,0,425.3192684325418,299-W11-107,0,37.419037581498365,379.0,416.4190375814984,1.0,1.0,1,72.6035045051247,412.0,484.6035045051247,1.0,1.0,0,0,0,0,0,0,136550.0,567150.0,1999,4,0,10564.14514,1.121356009,1,0,15229.46551,0.739293416,0,0,531.0643315,0.596052956,4,0,1809.979217,0.763742014,4,0,9159517.568,1.388562798,0,1,5070.733267,0.788595161,129.3809362,23.36583093,58.77047524,15.37978419,9.69892387,8.987352772,9.501767785,3.006688094,1.75,0.0,3069.26347,0.466519421,998.2673189,0.437080526,44.33505549,0.065711905,33.90050463,-0.009334696,1.75,0,1194.627797,1084.256037,666.1227603,713.508902,216.5347084,462.1885044,15.44846316,192.3935,2.5,2.5,8.5,4.5,3.75,5.0,8.75,3
2000,2000,63,64,567250.0,136550.0,10630064,0,124.80585883683698,299-W11-22,3,64.38648693634417,299-W11-90,1,353.46071705349794,299-W11-98,0,325.7276164220565,299-W11-107,0,6.699446994763449,474.0,480.6994469947634,1.0,1.0,1,35.61110281324689,505.0,540.6111028132469,1.0,1.0,0,0,0,0,0,0,136550.0,567250.0,2000,4,0,14492.87532,1.226336278,1,0,19000.16129,0.729943481,0,0,539.9326702,0.619688804,4,0,1982.396699,0.672342149,4,0,7402359.762,1.656235631,0,0,5719.271562,0.751418934,108.0278643,27.01842228,68.48959057,22.79999614,12.08099395,16.22203503,9.37873322,7.398575689,1.75,0.0,2217.327063,0.136310935,1315.585479,0.187601797,74.24487172,0.154593275,33.85233839,0.220481074,1.75,0,1586.716821,2006.761179,717.2952136,1292.087101,290.1241512,809.2208313,16.82694835,328.1835167,2.5,2.5,9.5,4.5,4.75,5.0,9.75,2
2001,2001,63,65,567350.0,136550.0,10630065,0,147.78532538784165,299-W11-22,3,52.797913784510165,299-W11-90,1,256.25861644046495,299-W11-98,1,226.4960929022755,299-W11-107,0,24.02177995938184,569.0,593.0217799593819,1.0,1.0,1,1.417054581748381,598.0,599.4170545817484,1.0,1.0,0,0,0,0,0,0,136550.0,567350.0,2001,4,0,18833.39515,1.304924207,4,0,22368.51667,0.690579113,0,0,566.7067129,0.648077991,4,0,1875.557451,0.561120019,4,0,5807574.817,1.945259059,0,0,6193.901816,0.702874793,85.9982658,29.94699578,69.45355958,26.90658143,15.03095798,22.90895789,9.366549706,14.7772268,1.75,0.0,1582.28525,0.236171813,1280.931037,0.604440639,105.5388548,0.537342604,32.75330713,0.756626704,1.75,0,1863.097269,1789.957741,725.755378,1431.095813,331.1115926,1043.587606,19.71422277,485.4110644,2.5,2.5,9.5,8.5,4.75,6.0,9.75,3
2002,2002,63,66,567450.0,136550.0,10630066,1,219.3273863428368,299-W11-22,3,88.97451083315276,299-W14-28,0,162.4883949701938,299-W11-98,2,128.46197920006557,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567450.0,2002,4,0,23284.46163,1.35220713,4,0,24222.72194,0.624977816,0,1,631.507315,0.682138679,4,0,1438.516008,0.421013249,4,0,4504265.371,2.274296126,0,0,6426.553421,0.647285362,103.1230763,14.42711697,58.47415995,20.09785244,18.27534109,22.54125939,9.447702396,21.5659936,1.75,0.0,696.1775925,0.014217568,699.0192832,0.465402985,141.0842059,1.256693383,31.01582947,2.029583687,0.0,0,2028.808169,534.7331098,695.2704228,703.4852881,363.4326636,727.1622737,21.09570258,569.3892887,2.5,2.5,10.5,8.5,6.75,6.0,8.0,2
2003,2003,63,67,567550.0,136550.0,10630067,1,307.194567660253,299-W11-22,2,117.05495964718388,299-W14-28,0,81.5439643382603,299-W11-100,4,41.28534970180033,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567550.0,2003,4,0,27983.82915,1.334241603,4,0,23988.19553,0.551181837,1,1,749.2176499,0.715056427,0,0,793.3170705,0.278469831,4,0,3428133.789,2.697758533,0,0,6432.108681,0.592452163,106.851965,4.919444903,54.36578018,14.02149391,19.19965847,23.53714811,9.593883742,23.91283248,1.75,0.0,410.3818928,0.388722961,471.6810822,0.993933555,148.5214452,1.669341328,28.80375328,2.907723654,0.0,0,1681.685505,333.5812301,775.2003617,454.5349823,359.6648731,549.2468602,21.90274214,520.147489,2.5,2.5,9.5,10.5,6.75,4.0,7.0,4
2004,2004,63,68,567650.0,136550.0,10630068,2,400.7898481747754,299-W11-22,2,198.7140246132841,299-W14-28,0,74.0555070200676,299-W11-100,3,83.10523509383634,299-W11-107,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567650.0,2004,4,0,32417.7236,1.318745101,4,0,24586.31977,0.546287782,1,1,846.4370862,0.736499846,0,0,713.8728794,0.263000693,4,1,2607804.034,3.017464543,0,0,6648.074447,0.568728119,105.852296,7.835214725,57.78451078,11.94443307,20.17584836,22.04664966,9.760758744,24.29564572,1.75,0.0,297.5079194,0.677278343,342.2463656,2.950253803,143.1706737,4.587893502,26.93463804,5.357917436,0.0,0,1492.70263,311.3534392,934.2765883,334.1600128,345.3578458,390.5117183,22.28135128,389.7434246,2.5,2.5,10.5,9.5,7.75,3.0,9.0,3
2005,2005,63,69,567750.0,136550.0,10630069,2,466.6699222501815,299-W11-14,2,171.62183573192567,299-W14-74,0,150.819913714954,299-W11-99,4,29.38260468377297,299-W14-31,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567750.0,2005,4,0,36105.65385,1.300598017,4,0,22948.61168,0.503209099,1,1,900.8247049,0.744225737,4,0,1268.005571,0.391990964,4,2,1905883.428,3.334222075,1,0,7240.467963,0.577438585,99.85751963,12.64267433,72.29905377,15.35710096,14.56095462,21.26399071,9.844042173,22.86621049,1.75,0.0,253.7477271,0.676136936,253.9868449,5.463872256,70.35789308,8.52231168,26.03006794,8.407705196,0.0,0,1386.250548,340.5782515,1086.419562,341.1331845,238.0800277,339.3377299,22.42992465,293.0529036,2.5,2.5,10.5,10.5,7.75,8.0,10.0,5
2006,2006,63,70,567850.0,136550.0,10630070,2,534.9742202508335,299-W11-14,2,163.1447713688499,299-W11-116,1,244.1127738832532,299-W11-99,3,72.15772625292509,299-W14-31,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567850.0,2006,4,0,38620.01562,1.256224568,3,0,19735.97663,0.438462448,1,1,911.0026738,0.741017032,4,0,1700.783428,0.538555709,3,3,1229812.073,3.688000888,1,0,7861.191138,0.592424159,90.00315709,18.39775832,85.98024013,21.8691759,19.63846431,21.92502871,9.740758044,20.40313031,1.75,0.0,221.6807403,1.527312191,222.6019444,12.92434527,67.17763491,15.51455805,25.53469324,14.0271784,0.0,0,1268.890474,435.9695177,1166.59996,427.8204043,289.958945,407.7920402,23.00709166,220.1974447,2.5,2.5,10.5,9.5,7.75,8.0,10.0,5
2007,2007,63,71,567950.0,136550.0,10630071,2,539.3510430137226,299-W13-1,2,110.52347488204384,299-W11-106,0,199.89311243758587,299-W11-87,2,171.9015341932156,299-W14-31,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,567950.0,2007,4,0,39882.01102,1.198381667,1,0,16283.2455,0.379199553,1,1,893.5641192,0.732909612,4,0,1747.470997,0.692540811,3,2,641732.0262,3.296118479,2,0,8451.498554,0.610825263,77.16947871,11.81989542,81.28295794,22.2036929,28.4533087,23.31926066,10.02049613,18.6507169,1.75,0.0,176.0974995,1.433111384,194.6582033,20.8567967,64.90584758,23.12851105,25.10405373,19.14693242,0.0,0,1286.974177,368.1942531,1147.906085,432.5001143,368.5503895,429.3872954,27.80520705,197.2474969,2.5,2.5,10.5,5.5,7.75,6.0,9.0,4
2008,2008,63,72,568050.0,136550.0,10630072,2,511.0298891454318,299-W13-1,3,69.73835745126145,299-W11-106,0,108.35707821823978,299-W11-87,3,94.35464421534142,299-W12-6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,568050.0,2008,4,0,39991.30152,1.164274056,0,0,13329.09996,0.332361832,1,1,890.0126953,0.733396012,4,4,1266.955833,0.823255853,0,0,300796.7281,2.482561147,2,0,9004.545754,0.633165548,49.01062494,7.884200092,73.78078889,24.70384461,37.81248898,27.3147844,10.94016089,17.49386032,1.75,0.0,130.4722359,1.843991068,171.4466169,33.87501515,63.29109001,35.85501377,23.13339688,23.63376268,0.0,0,1552.716189,374.1578435,1120.529701,482.739175,443.4309771,481.7998345,46.01459035,187.4293832,2.5,2.5,11.5,5.5,8.75,11.0,5.0,5
2009,2009,63,73,568150.0,136550.0,10630073,2,501.40158316462686,299-W13-1,2,132.330791957118,299-W11-106,0,59.37386967346927,299-W11-87,4,30.466356608550665,299-W12-6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,568150.0,2009,4,0,39254.39903,1.167575442,0,0,12175.62168,0.317381999,1,1,874.3001838,0.733952226,0,0,438.9487827,0.706385364,0,0,309818.5405,2.515544597,3,0,9516.45361,0.660074362,34.98874987,13.49005342,58.34265367,20.29365415,37.30290401,23.53948996,13.4128422,16.12826866,0.75,0.0,85.97851142,2.041991942,145.9437537,26.09973795,65.17278267,30.05500781,26.69901859,19.48768961,0.0,0,1755.831795,624.0962339,1194.203261,714.849994,568.4614768,709.0439648,74.40593173,309.6230325,2.5,2.5,10.5,6.5,6.75,4.0,4.0,7
2010,2010,63,74,568250.0,136550.0,10630074,2,484.6500678686076,699-44-70C,3,86.93440860789963,299-W12-2,0,123.73057989038318,299-W11-87,2,113.81387826181434,299-W12-6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,568250.0,2010,4,0,37516.46574,1.210652502,0,0,14375.52327,0.367025258,1,1,842.3511946,0.733384631,0,0,0.0,0.0,0,0,297995.9213,2.567558775,3,0,9977.156708,0.691811278,34.8421798,19.7052926,56.455651,17.26249332,19.53906419,17.51247435,14.14967024,13.24943043,0.75,0.0,71.4639166,0.586764645,100.8542689,5.624491546,52.42019352,10.1005849,30.44433976,10.12022445,0.0,0,1792.801043,977.9260872,1469.658068,908.2367844,676.8965374,846.5786505,60.92825533,400.3509862,2.5,2.5,11.5,4.5,7.75,2.0,5.0,5
2011,2011,63,75,568350.0,136550.0,10630075,2,403.7388862681376,699-44-70C,3,70.8772981990487,299-W12-2,1,217.00980715170195,299-W11-87,1,212.0825284765127,299-W12-6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,136550.0,568350.0,2011,4,0,34545.57555,1.292968751,1,0,16387.463,0.429571423,1,1,799.5277394,0.733651236,0,0,0.0,0.0,0,0,279902.6227,2.626921146,3,0,10370.09154,0.728184851,28.06880704,25.10293319,36.27297528,23.21218734,13.69327207,19.80436816,11.98671709,11.20444608,0.0,0.0,46.69117432,0.100941135,75.18832526,2.522200923,47.88060939,9.008431556,27.80702853,10.13065988,0.0,0,1517.816971,1246.547608,863.1516496,1043.911967,178.5309465,757.7531626,14.04083243,331.5901061,2.5,2.5,11.5,5.5,7.0,2.0,5.0,5
