,Unnamed: 0,row,col,x,y,row_col_id,s_mw_uumu,dist_m_mw_uumu,mw_near_mw_uumu,s_ext_uumu,dist_m_ew_uumu,ew_near_ew_uumu,s_mw_lucr,dist_m_mw_lucr,mw_near_mw_lucr,s_ext_lucr,dist_m_ew_lucr,ew_near_ew_lucr,s_cr_cs,neardist_m_cr_cs,cl_dist_m_cr_cs,combdist_m_cr_cs,plycnt_cr_cs,raw_s_cr_cs,s_tec_cs,neardist_m_tec_cs,cl_dist_m_tec_cs,combdist_m_tec_cs,plycnt_tec_cs,raw_s_tec_cs,s_ctet_cs,neardist_m_ctet_cs,cl_dist_m_ctet_cs,combdist_m_ctet_cs,plycnt_ctet_cs,raw_s_ctet_cs,NORTHING,EASTING,FID,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_uu_mu_mik_cv,ctet_uu_mu_mik_cov,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,ctet_lu_cr_mik_cv,ctet_lu_cr_mik_cov,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_uu_mu_mik_cv,hexcr_uu_mu_mik_cov,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,hexcr_lu_cr_mik_cv,hexcr_lu_cr_mik_cov,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_uu_mu_mik_cv,tc99_uu_mu_mik_cov,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score,tc99_lu_cr_mik_cv,tc99_lu_cr_mik_cov,hexcr_uumu_max_conc_2015_2022,hexcr_lucr_max_conc_2015_2022,hexcr_uumu_max_conc_2022_2027,hexcr_lucr_max_conc_2022_2027,hexcr_uumu_max_conc_2027_2032,hexcr_lucr_max_conc_2027_2032,hexcr_uumu_max_conc_2032_2037,hexcr_lucr_max_conc_2032_2037,hexcr_uumu_clean_level_exceedance_score,hexcr_lucr_clean_level_exceedance_score,tc99_uumu_max_conc_2015_2022,tc99_lucr_max_conc_2015_2022,tc99_uumu_max_conc_2022_2027,tc99_lucr_max_conc_2022_2027,tc99_uumu_max_conc_2027_2032,tc99_lucr_max_conc_2027_2032,tc99_uumu_max_conc_2032_2037,tc99_lucr_max_conc_2032_2037,tc99_uumu_clean_level_exceedance_score,tc99_lucr_clean_level_exceedance_score,ctet_uumu_max_conc_2015_2022,ctet_lucr_max_conc_2015_2022,ctet_uumu_max_conc_2022_2027,ctet_lucr_max_conc_2022_2027,ctet_uumu_max_conc_2027_2032,ctet_lucr_max_conc_2027_2032,ctet_uumu_max_conc_2032_2037,ctet_lucr_max_conc_2032_2037,ctet_uumu_clean_level_exceedance_score,ctet_lucr_clean_level_exceedance_score,ctet_uumu_tdg_s,ctet_lucr_tdg_s,hcr_uumu_tdg_s,hcr_lucr_tdg_s,tec_uumu_tdg_s,tec_lucr_tdg_s
182,182,41,50,565850.0,138750.0,10410050,2,485.3443404357256,699-49-79,0,2284.631874613498,299-W11-50,4,1095.0568543454838,699-47-80AP,0,2526.606586207088,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,565850.0,182,1,1,1976.960599,2.354503156,3,3,19753.88281,2.108280909,2,3,1188.120939,0.847002802,4,3,1108.239775,0.771184911,0,2,257611.8267,3.41855292,1,1,7197.612017,0.781654202,7.01e-08,2.23e-13,0.000121908,3.38e-09,0.538652136,0.000141858,3.458815896,0.005908961,0.0,0.0,8.62e-07,1.46e-12,0.001859112,5.15e-08,2.1397077,0.000688913,8.790336072,0.019879226,0.0,0,1.75449199,0.147818026,2.133010083,0.249604383,3.133120278,0.442525123,3.958090564,0.613230578,0.25,0.0,4.25,10.0,7.0,11.0,4.0,6
183,183,41,51,565950.0,138750.0,10410051,2,511.208889587207,699-49-79,0,2237.4737545946728,299-W11-50,4,1039.8872898405864,699-51-75P,0,2442.615451000225,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,565950.0,183,1,1,1925.176457,2.317573341,2,3,19589.94055,2.123661182,2,3,1183.246213,0.850778242,4,3,1108.239775,0.771184911,0,2,263989.5893,3.387479244,1,0,7251.171996,0.778186142,1.71e-06,5.79e-11,0.00114053,7.87e-08,1.001897269,0.000644543,4.210239394,0.018748519,0.0,0.0,2.38e-05,7.26e-10,0.015777489,1.33e-06,3.76821122,0.003123593,9.998486524,0.061693105,0.0,0,2.005050673,0.189020836,2.418883927,0.331207374,3.547274138,0.590000611,4.249460621,0.83659672,0.75,0.0,4.75,9.0,7.0,11.0,4.0,5
184,184,41,52,566050.0,138750.0,10410052,2,554.1749983470753,699-49-79,0,2193.8629862641783,299-W11-50,4,941.1431217259144,699-51-75P,0,2359.872801967308,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566050.0,184,1,1,1869.654201,2.274496367,2,3,19453.44815,2.136477168,2,3,1176.000093,0.854422801,4,3,1108.239775,0.771184911,0,2,305951.2926,3.466555733,1,0,7307.515144,0.773961826,9.79e-06,4.56e-09,0.007286839,4.43e-06,1.610167259,0.00719836,4.518632606,0.138954855,0.0,0.0,0.000142257,6.38e-08,0.044711688,4.39e-05,4.999740934,0.029938097,10.34331487,0.419543465,0.0,0,1.970160068,0.361011494,2.487244723,0.61015577,3.730522144,1.026431374,4.175909697,1.423402607,0.75,0.0,4.75,9.0,7.0,11.0,4.0,5
185,185,41,53,566150.0,138750.0,10410053,3,610.6433728396441,699-49-79,0,2154.015042310516,299-W11-50,4,842.6951854448911,699-51-75P,0,2278.514656846656,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566150.0,185,1,1,1807.06449,2.228100253,2,3,19354.91042,2.145148689,2,3,1168.149928,0.856140144,4,3,1108.239775,0.771184911,1,3,360095.0729,3.583617219,1,0,7367.728452,0.768925667,7.91e-06,1.12e-08,0.009439582,1.74e-05,1.973299123,0.025116152,4.907714964,0.407786533,0.0,0.0,0.000113227,1.52e-07,0.059851494,0.000177815,5.968586386,0.10740219,10.39511158,1.200883362,0.0,0,1.574948275,0.440042088,2.30216973,0.771836594,3.798912194,1.374630626,3.969250509,1.960689324,0.75,0.0,5.75,9.0,8.0,11.0,7.0,5
186,186,41,54,566250.0,138750.0,10410054,3,656.8275869876321,699-48-77D,0,2118.1422998703297,299-W11-50,3,744.6609802937166,699-51-75P,0,2198.69471311163,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566250.0,186,1,1,1733.820638,2.180732215,2,3,19304.60464,2.149607378,2,3,1160.676727,0.855739535,4,3,1108.239775,0.771184911,1,3,414327.9966,3.709437395,1,0,7432.463006,0.762881691,4.5e-06,9.1e-09,0.007126355,2.36e-05,1.89327156,0.038569979,5.041215082,0.649446135,0.0,0.0,4.72e-05,1.19e-07,0.048107956,0.000257303,5.896876139,0.1780592,10.41631574,1.938469577,0.0,0,1.083902771,0.530019823,1.888896078,0.887634428,3.641616577,1.598121471,3.879260198,2.33226954,0.75,0.0,5.75,8.0,8.0,10.0,7.0,4
187,187,41,55,566350.0,138750.0,10410055,3,636.2091472369683,699-48-77D,0,2086.4498082867863,299-W11-50,3,647.2285342690006,699-51-75P,0,2120.586673886505,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566350.0,187,1,1,1651.97372,2.134744292,2,3,19305.22795,2.149485924,2,3,1154.279422,0.853281746,4,3,1108.239775,0.771184911,1,4,462349.0295,3.844797475,1,0,7501.488475,0.755462153,1.75e-06,4.04e-09,0.003798287,1.79e-05,1.49828419,0.03748851,4.952817166,0.748128026,0.0,0.0,1.72e-05,5.03e-08,0.027498476,0.000207813,4.949691339,0.190603046,10.46451259,2.325696856,0.0,0,0.568439142,0.331839553,1.306208864,0.757148221,3.157836322,1.609681315,3.683665139,2.510377388,0.25,0.0,5.25,8.0,8.0,10.0,8.0,4
188,188,41,56,566450.0,138750.0,10410056,2,550.7173281929657,699-51-75,0,2059.1305938429364,299-W11-50,2,550.7173281929657,699-51-75P,0,2044.38676415815,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566450.0,188,0,1,1563.41074,2.092414762,2,3,19341.44214,2.145500016,2,3,1149.694148,0.84875602,4,3,1108.239775,0.771184911,2,4,498638.0581,3.997061777,1,0,7572.795076,0.746766152,4.56e-07,1.24e-09,0.001485005,9.41e-06,0.981291548,0.027190141,4.6047523,0.698341666,0.0,0.0,4.19e-06,1.47e-08,0.011494655,0.000115774,3.494296708,0.15337802,10.27608544,2.30348926,0.0,0,0.209167028,0.159432947,0.719069752,0.536492367,2.380451716,1.452333987,3.365482435,2.50495643,0.0,0.0,3.0,7.0,7.0,9.0,8.0,3
189,189,41,57,566550.0,138750.0,10410057,2,455.7130408184503,699-51-75,0,2036.360675936353,299-W11-50,2,455.7130408184503,699-51-75P,0,1970.3163810578824,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566550.0,189,0,1,1464.970043,2.064230356,2,3,19408.80096,2.138094411,2,3,1147.59472,0.841961349,4,3,1108.239775,0.771184911,2,4,518773.6127,4.177604018,1,0,7642.933026,0.7372127,8.12e-08,2.9e-10,0.000424502,3.83e-06,0.505712174,0.016034343,3.79439673,0.557127523,0.0,0.0,6.92e-07,3.28e-09,0.003528386,4.92e-05,1.9817911,0.100300106,9.206195695,1.970446718,0.0,0,0.05278159,0.064036078,0.299831317,0.32996903,1.553445269,1.197501761,2.887373125,2.338915315,0.0,0.0,3.0,7.0,7.0,9.0,8.0,3
190,190,41,58,566650.0,138750.0,10410058,1,363.3994710673068,699-51-75,0,2018.294032716729,299-W11-50,1,363.3994710673068,699-51-75P,0,1898.624776375003,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566650.0,190,0,1,1353.872393,2.051955433,2,3,19501.79097,2.127069045,2,2,1148.207538,0.833021369,4,3,1108.239775,0.771184911,2,4,519830.9255,4.398771878,1,0,7710.65787,0.726939643,1e-08,5.39e-11,8.48e-05,1.26e-06,0.195247961,0.007999488,2.595368094,0.385627936,0.0,0.0,7.91e-08,5.84e-10,0.000750185,1.66e-05,0.84979864,0.055175843,6.958683154,1.469735374,0.0,0,0.009094716,0.022038665,0.105984926,0.178260036,0.947253478,0.908271924,2.056625888,2.043336191,0.0,0.0,2.0,6.0,5.0,8.0,7.0,2
191,191,41,59,566750.0,138750.0,10410059,1,276.4850367958421,699-51-75,0,1966.0335053604435,299-W6-15,1,276.4850367958421,699-51-75P,0,1829.591605103453,699-40-70A,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566750.0,191,0,1,1235.599964,2.047930178,2,3,19613.4161,2.113254582,2,2,1151.445214,0.822123912,4,3,1108.239775,0.771184911,2,4,503450.4779,4.642709903,1,0,7773.283426,0.715544289,7.98e-10,8.31e-12,1.12e-05,3.45e-07,0.05323212,0.003476718,1.337461076,0.234028303,0.0,0.0,5.84e-09,8.61e-11,0.000104476,4.61e-06,0.256889834,0.026185126,3.981590499,0.961177219,0.0,0,0.00114472,0.006641595,0.025956359,0.085305628,0.431317027,0.635598353,1.380220023,1.67028505,0.0,0.0,2.0,6.0,5.0,8.0,7.0,2
192,192,41,60,566850.0,138750.0,10410060,1,202.061316367082,699-51-75,0,1915.450271920387,299-W6-15,1,202.061316367082,699-51-75P,0,1740.5213350315596,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566850.0,192,0,1,1126.643676,2.05823758,3,3,19734.37028,2.098475982,2,2,1156.938589,0.809446582,4,3,1108.239775,0.771184911,2,4,476038.5212,4.871707308,1,0,7827.607961,0.702963395,4.36e-11,1.23e-12,1.03e-06,7.91e-08,0.010392774,0.001335445,0.499105295,0.124792015,0.0,0.0,2.94e-10,1.08e-11,9.99e-06,1.06e-06,0.055092526,0.010851763,1.637446363,0.550546031,0.0,0,0.000102768,0.001790328,0.004475449,0.036323304,0.142533735,0.40945632,0.734407781,1.274227438,0.0,0.0,2.0,7.0,5.0,8.0,7.0,2
193,193,41,61,566950.0,138750.0,10410061,0,158.78783193934538,699-51-75,0,1868.853055807196,299-W6-15,0,158.78783193934538,699-51-75P,0,1645.9302894412144,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,566950.0,193,0,1,1131.126981,2.132202926,3,2,19820.5164,2.083530102,2,2,1164.054538,0.795160493,4,3,1108.239775,0.771184911,1,4,449477.1321,4.993313372,1,0,7871.212878,0.689493151,2.2e-12,-2.96e-25,9.24e-08,1.44e-08,0.001881951,0.000441645,0.167702747,0.060692128,0.0,0.0,1.37e-11,1.13e-12,9.15e-07,1.93e-07,0.010797966,0.003833083,0.595353899,0.286340143,0.0,0,5.24e-06,0.000435621,0.000728842,0.013655938,0.042405294,0.240826547,0.341278722,0.913161548,0.0,0.0,1.0,5.0,4.0,7.0,5.0,1
194,194,41,62,567050.0,138750.0,10410062,0,172.04178437809117,699-51-75,0,1826.5469455231384,299-W6-15,0,172.04178437809117,699-51-75P,0,1552.017563592641,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567050.0,194,0,1,1259.538144,2.271175351,3,2,19733.20132,2.072994794,2,1,1171.941237,0.779436394,4,3,1108.239775,0.771184911,1,4,441260.4678,4.880859135,1,0,7902.228988,0.675443743,1.14e-13,2.41e-13,7.81e-09,2.39e-09,0.000339558,0.000144396,0.053895816,0.028219682,0.0,0.0,6.53e-13,1.19e-13,7.83e-08,3.2e-08,0.002082573,0.001324433,0.204688556,0.141522325,0.0,0,4.5e-07,0.000102947,0.000111693,0.004765436,0.011899176,0.131985961,0.147448347,0.617531589,0.0,0.0,1.0,5.0,3.0,7.0,5.0,1
195,195,41,63,567150.0,138750.0,10410063,1,232.34279754706716,699-51-75,0,1788.8364218675551,299-W6-15,1,232.34279754706716,699-51-75P,0,1458.9141570702625,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567150.0,195,0,2,1511.732782,2.450903461,2,2,19324.46747,2.077205953,2,1,1176.417618,0.762383462,4,3,1108.239775,0.771184911,1,4,446875.6201,4.623284787,1,0,7918.995114,0.661050089,1.83e-14,2.29e-13,5.4e-10,4e-10,4.9e-05,4.63e-05,0.013829706,0.012585476,0.0,0.0,2.48e-14,1.27e-14,5.42e-09,5.31e-09,0.000318495,0.000444296,0.056000265,0.066742139,0.0,0,1.55e-07,7.96e-05,1.35e-05,0.001645526,0.00260625,0.067382519,0.050967596,0.393189035,0.0,0.0,3.0,5.0,4.0,8.0,6.0,2
196,196,41,64,567250.0,138750.0,10410064,0,150.5301408356543,699-50-74,0,1756.0175808345225,299-W6-15,1,313.6366935994531,699-51-75P,0,1366.7854687916576,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567250.0,196,1,3,1898.844873,2.626134158,1,2,18825.2429,2.083929263,2,1,1172.53468,0.744109114,4,3,1108.239775,0.771184911,1,4,450793.0912,4.329441225,1,0,7918.714902,0.646316068,4.77e-13,1.95e-13,4.82e-11,6.57e-11,5.52e-06,1.43e-05,0.00277116,0.005349832,0.0,0.0,7.56e-16,1.32e-15,2.98e-10,8.61e-10,3.77e-05,0.000142833,0.011928414,0.029878395,0.0,0,3.34e-06,0.001915723,4.5e-06,0.001532973,0.00043591,0.032020497,0.013716781,0.234426867,0.0,0.0,4.0,4.0,3.0,8.0,5.0,2
197,197,41,65,567350.0,138750.0,10410065,0,103.70787482153024,699-50-74,0,1728.3690995270483,299-W6-15,2,403.4262950924208,699-51-75P,0,1275.8426696501526,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567350.0,197,2,3,2499.121398,2.732214558,1,2,18769.45854,2.067803238,2,1,1160.599855,0.724823242,4,3,1108.239775,0.771184911,1,4,452351.2063,4.05629109,1,0,7896.400508,0.631005807,1.25e-11,1.26e-13,3.6e-10,1.03e-11,4.85e-07,4.15e-06,0.000429868,0.002119491,0.0,0.0,1.87e-17,1.31e-16,1.21e-11,1.3e-10,3.44e-06,4.28e-05,0.001960782,0.01243088,0.0,0,0.000100649,0.092876955,0.000104001,0.021405993,0.000101836,0.014068048,0.002834618,0.128466008,0.0,0.0,5.0,5.0,3.0,9.0,5.0,3
198,198,41,66,567450.0,138750.0,10410066,0,137.30012126722417,699-50-74,0,1677.9051632914152,299-W5-1,2,497.1293348536142,699-51-75P,0,1186.3585114542846,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567450.0,198,2,3,3464.181745,2.692001854,2,2,19178.08455,2.027579845,2,1,1143.048163,0.705181792,4,3,1108.239775,0.771184911,1,3,452540.617,3.820252945,1,0,7854.514958,0.615823451,3.01e-10,1.41e-13,5.91e-09,2.43e-12,6.8e-08,1.11e-06,5.26e-05,0.000775596,0.0,0.0,3.75e-19,1.18e-17,4.41e-11,1.76e-11,2.52e-07,1.18e-05,0.000252986,0.004767532,0.0,0,0.001570031,1.816140283,0.002000433,0.145369224,0.002304106,0.014373545,0.002362848,0.064301814,0.0,0.0,5.0,6.0,3.0,9.0,4.0,3
199,199,41,67,567550.0,138750.0,10410067,1,216.673310077616,699-50-74,0,1627.7038234887802,299-W5-1,2,592.8932244274653,699-51-75P,0,1098.689454623108,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567550.0,199,3,2,4619.121838,2.561386224,3,1,19963.98396,1.968616343,2,1,1120.500911,0.685369006,4,3,1108.239775,0.771184911,1,3,453694.3884,3.627547672,1,0,7799.143384,0.601575538,1.85e-08,1.56e-12,1.54e-07,8.12e-12,4.63e-07,2.79e-07,6.51e-06,0.000266177,0.0,0.0,3.31e-20,1.05e-18,1.13e-10,2.16e-12,3.93e-08,3.04e-06,2.84e-05,0.001710861,0.0,0,0.012436351,2.261640012,0.017291193,0.431750106,0.02143708,0.053081649,0.023611751,0.029822481,0.0,0.0,6.0,6.0,4.0,9.0,5.0,3
200,200,41,68,567650.0,138750.0,10410068,1,308.29097181070193,699-50-74,0,1582.2369408530435,299-W5-1,3,689.8602580030223,699-51-75P,0,1013.3067243929748,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567650.0,200,3,1,5797.223578,2.421555472,4,0,21011.69818,1.898420245,2,0,1091.698484,0.665161172,4,3,1108.239775,0.771184911,1,2,458911.3059,3.482042285,1,0,7733.708553,0.58855832,3.23e-07,2.27e-11,2.05e-06,6.35e-11,4.15e-06,6.35e-08,5.36e-06,8.31e-05,0.0,0.0,4.31e-18,6.62e-19,2.54e-10,2.23e-13,5.96e-08,7.08e-07,1.74e-05,0.00055796,0.0,0,2.030366935,2.808608058,1.643615558,0.881108972,1.405316277,0.149644901,1.117303519,0.012877972,0.0,0.0,5.0,7.0,3.0,10.0,4.0,4
201,201,41,69,567750.0,138750.0,10410069,2,403.9050919460948,699-50-74,0,1541.9233888231936,299-W5-1,3,787.5861702518629,699-51-75P,0,930.8396842099164,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567750.0,201,3,1,6902.128042,2.303354022,4,0,22106.21026,1.829157973,2,0,1057.345063,0.644994542,4,3,1108.239775,0.771184911,2,2,470590.1544,3.390957039,1,0,7662.079029,0.577030599,2.01e-06,2.41e-10,9.36e-06,4.96e-10,1.23e-05,1.31e-08,1.24e-05,2.35e-05,0.0,0.0,3.1e-16,9.16e-18,1.82e-10,1.79e-14,2.45e-08,1.45e-07,4.79e-06,0.000164453,0.0,0,2.558020539,3.52176881,2.382765016,1.458487003,2.191025934,0.343814227,1.831012992,0.022332914,0.0,1.0,6.0,8.0,4.0,10.0,6.0,4
202,202,41,70,567850.0,138750.0,10410070,2,501.2338010349856,699-50-74,0,1507.1767437828933,299-W5-1,4,885.8198324557857,699-51-75P,0,852.1352696022002,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567850.0,202,4,1,7924.187144,2.149999713,4,0,22968.67595,1.774269779,2,0,1019.129271,0.625221022,4,3,1108.239775,0.771184911,2,2,486123.9312,3.354344338,1,0,7594.451674,0.567731768,5.81e-06,2.4e-09,1.89e-05,3.83e-09,1.82e-05,5.04e-09,2.06e-05,6.19e-06,0.0,0.0,6.73e-15,1.33e-16,5.2e-11,7.51e-14,5.21e-09,2.72e-08,1.01e-06,4.53e-05,0.0,0,3.094445784,4.318892589,2.913000261,2.040774686,2.726902264,0.634403032,2.418341851,0.057026568,0.0,1.0,7.0,9.0,4.0,11.0,6.0,5
203,203,41,71,567950.0,138750.0,10410071,2,599.442510421121,699-50-74,0,1478.3895755179042,299-W5-1,4,984.4092520755764,699-51-75P,0,778.3357358492616,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,567950.0,203,4,1,8813.305568,2.017084419,4,0,23566.32027,1.734025063,1,0,980.387575,0.60627687,4,3,1108.239775,0.771184911,2,2,493838.6745,3.345563025,1,0,7539.967937,0.56122017,9.81e-06,1.41e-08,1.38e-05,1.73e-08,2.13e-05,1.58e-08,4.98e-05,1.56e-06,0.0,0.0,3.4e-14,2.87e-15,4.87e-13,2.15e-12,2.9e-10,4.87e-09,5.52e-07,1.19e-05,0.0,0,3.60001333,5.059011967,3.404155405,2.548328633,3.172355124,0.974635446,2.703244073,0.122752127,1.75,1.0,8.75,9.0,3.0,11.0,6.0,5
204,204,41,72,568050.0,138750.0,10410072,3,698.1599553826989,699-50-74,0,1455.9154292059732,299-W5-1,4,1083.2572988777854,699-51-75P,0,710.9701243371685,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,568050.0,204,4,0,9563.559911,1.892352336,4,0,23878.97405,1.708465528,1,0,943.01693,0.588791626,4,3,1108.239775,0.771184911,2,2,495449.9065,3.353897424,1,0,7502.074739,0.557584866,3.68e-06,7.11e-08,1.05e-05,7.1e-08,3.34e-05,5.21e-08,7.47e-05,4.14e-07,0.0,0.0,5.04e-13,8.79e-14,1.41e-11,4.68e-11,1.35e-10,1.09e-09,2.01e-07,3.04e-06,0.0,0,4.008396025,5.5733829,3.786590651,2.943233557,3.459785516,1.297718877,2.842970092,0.219435081,2.25,1.0,9.25,9.0,4.0,11.0,7.0,5
205,205,41,73,568150.0,138750.0,10410073,3,732.7577013426791,699-48-71,0,1440.0499078157036,299-W5-1,4,1129.1657160930858,299-W5-2Q,0,652.0356721069837,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,568150.0,205,4,0,10171.37341,1.795560145,4,0,23894.55572,1.694198927,1,0,908.6403827,0.573331095,4,3,1108.239775,0.771184911,2,2,496010.242,3.361298229,1,0,7483.504941,0.556913564,2.87e-05,5.52e-07,9.5e-05,5.45e-07,0.000144456,6.1e-07,0.000185672,7.59e-07,0.0,0.0,7.07e-11,2.11e-12,7.77e-10,6.5e-10,2.33e-09,4.97e-09,8.52e-08,1.08e-06,0.0,0,4.25892878,5.752860066,4.03133102,3.205893442,3.600376075,1.55038065,2.863923897,0.330388342,2.25,1.0,9.25,9.0,4.0,11.0,7.0,5
206,206,41,74,568250.0,138750.0,10410074,3,706.6477544555058,699-48-71,0,1431.012836071019,299-W5-1,4,1131.3422180755065,299-W5-2Q,0,604.0053954229243,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,568250.0,206,4,0,10622.17984,1.727903846,4,0,23592.54298,1.69468395,1,0,879.6598826,0.560510846,4,3,1108.239775,0.771184911,2,2,496752.5151,3.363518511,1,0,7485.655428,0.559291422,0.000852515,6.69e-06,0.001186502,4.25e-06,0.001186624,3.74e-06,0.000948558,1.31e-05,0.0,0.0,4.3e-09,2.37e-11,2.14e-08,4.49e-09,4.35e-08,7.87e-08,1.66e-06,9.55e-06,0.0,0,4.437997924,5.645425041,4.155479216,3.364646593,3.636201676,1.715437946,2.84905732,0.435348445,2.25,1.0,9.25,9.0,4.0,11.0,7.0,5
207,207,41,75,568350.0,138750.0,10410075,3,694.0952736310851,699-48-71,0,1428.9337762821704,299-W5-1,4,1142.3025931862371,299-W5-2Q,0,569.6442027265795,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,568350.0,207,4,0,10910.86958,1.686496577,4,0,22951.79053,1.712591243,1,0,859.1833669,0.551146494,4,3,1108.239775,0.771184911,2,2,498490.4001,3.35755996,1,0,7508.40049,0.564766302,0.009519126,6.96e-05,0.003629579,5.06e-05,0.003310864,2.39e-05,0.001428252,7.63e-05,0.0,0.0,1.63e-07,3.19e-10,3.37e-07,1.43e-08,1.35e-06,3.64e-07,2.88e-05,5.48e-05,0.0,0,5.010210875,5.528795211,3.955227232,3.468118114,3.014992064,1.821746148,2.02301375,0.528514337,1.75,1.75,8.75,9.75,4.0,11.0,7.0,5
208,208,41,76,568450.0,138750.0,10410076,3,695.8343544817351,699-48-71,0,1433.8429959378493,299-W5-1,4,1121.554835618858,699-46-70,0,551.5129352064171,699-48-70,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,138750.0,568450.0,208,4,0,11043.1747,1.670251639,4,0,21966.63264,1.74749638,1,0,851.5769002,0.546745442,4,3,1108.239775,0.771184911,2,2,501555.7393,3.344412655,1,0,7547.020042,0.573080383,0.00765279,-1.0,0.007294835,-1.0,0.005255403,-1.0,0.003595621,-1.0,0.0,0.0,1.77e-06,-1.0,1.7e-06,-1.0,1.61e-05,-1.0,0.00026464,-1.0,0.0,0,4.881128427,-1.0,4.144136808,-1.0,3.486547928,-1.0,2.622364123,-1.0,2.25,0.0,9.25,8.0,4.0,11.0,7.0,5
