FID,Shape,row,col,Easting,Northing,Smw_fscore,Sew_fscore,cr_Spcs_fscore,tec99_Spcs_fscore,ctet_Spcs_fscore,ctet_uu_mu_mik_cv_score,ctet_uu_mu_mik_cov_score,ctet_lu_cr_mik_cv_score,ctet_lu_cr_mik_cov_score,hexcr_uu_mu_mik_cv_score,hexcr_uu_mu_mik_cov_score,hexcr_lu_cr_mik_cv_score,hexcr_lu_cr_mik_cov_score,tc99_uu_mu_mik_cv_score,tc99_uu_mu_mik_cov_score,tc99_lu_cr_mik_cv_score,tc99_lu_cr_mik_cov_score
2633,Point,71,41,564950,135750,3,0,0.0,0,0,3,2.0,3,2.0,2,3.0,4,3.0,3,2.0,0,3.0
2634,Point,71,42,565050,135750,3,0,0.0,0,0,3,2.0,3,3.0,2,3.0,4,3.0,3,2.0,0,3.0
2635,Point,71,43,565150,135750,3,0,0.0,0,0,3,3.0,1,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2636,Point,71,44,565250,135750,3,0,0.0,0,0,3,3.0,1,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2637,Point,71,45,565350,135750,3,0,0.0,0,0,3,3.0,1,3.0,1,2.0,4,3.0,3,3.0,0,2.0
2638,Point,71,46,565450,135750,3,0,0.0,0,0,3,3.0,1,3.0,1,2.0,4,3.0,3,2.0,0,1.0
2639,Point,71,47,565550,135750,2,0,0.0,0,0,3,4.0,1,3.0,1,2.0,4,3.0,1,0.0,0,1.0
2640,Point,71,48,565650,135750,2,0,0.0,0,0,3,4.0,0,4.0,1,2.0,4,3.0,1,0.0,0,0.0
2641,Point,71,49,565750,135750,1,0,0.0,0,0,3,4.0,0,4.0,0,1.0,4,3.0,2,0.0,0,0.0
2642,Point,71,50,565850,135750,1,0,0.0,0,0,3,4.0,0,4.0,0,1.0,4,3.0,3,0.0,0,0.0
2643,Point,71,51,565950,135750,0,0,0.0,0,0,2,4.0,0,4.0,0,0.0,4,3.0,2,0.0,0,0.0
2644,Point,71,52,566050,135750,0,0,0.0,0,0,0,4.0,0,4.0,0,0.0,4,3.0,0,0.0,0,0.0
2645,Point,71,53,566150,135750,0,0,0.0,0,0,0,1.0,0,4.0,0,0.0,4,3.0,0,0.0,0,0.0
2646,Point,71,54,566250,135750,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,3.0,0,0.0,0,0.0
2647,Point,71,55,566350,135750,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,4.0,0,0.0,0,0.0
2648,Point,71,56,566450,135750,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,4.0,0,1.0,0,0.0
2649,Point,71,57,566550,135750,1,0,0.0,0,0,0,1.0,0,4.0,0,0.0,0,4.0,1,2.0,0,0.0
2650,Point,71,58,566650,135750,0,0,0.0,0,0,0,3.0,0,3.0,0,0.0,0,0.0,2,3.0,0,1.0
2651,Point,71,59,566750,135750,0,1,0.0,0,0,1,0.0,0,3.0,0,0.0,0,0.0,3,1.0,0,3.0
2652,Point,71,60,566850,135750,0,2,0.0,0,0,3,0.0,0,1.0,0,0.0,0,0.0,4,0.0,0,4.0
2653,Point,71,61,566950,135750,0,3,0.0,0,0,3,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2654,Point,71,62,567050,135750,0,2,0.0,0,0,4,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2655,Point,71,63,567150,135750,0,1,0.0,0,0,4,0.0,1,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2656,Point,71,64,567250,135750,0,1,0.0,0,0,4,0.0,4,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2657,Point,71,65,567350,135750,0,2,0.0,0,0,4,0.0,4,0.0,0,0.0,0,0.0,4,1.0,1,4.0
2658,Point,71,66,567450,135750,0,2,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,4,2.0,1,4.0
2659,Point,71,67,567550,135750,1,1,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,4,2.0,2,3.0
2660,Point,71,68,567650,135750,0,2,0.0,0,0,4,0.0,4,0.0,0,1.0,4,4.0,3,3.0,2,2.0
2661,Point,71,69,567750,135750,0,2,0.0,0,0,4,0.0,4,0.0,1,1.0,4,4.0,2,3.0,3,1.0
2662,Point,71,70,567850,135750,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,4,4.0,0,0.0,3,0.0
2663,Point,71,71,567950,135750,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,4,4.0,0,0.0,3,0.0
2664,Point,71,72,568050,135750,0,3,0.0,0,0,4,0.0,4,0.0,1,2.0,4,4.0,0,0.0,3,0.0
2665,Point,71,73,568150,135750,0,3,0.0,0,0,4,0.0,4,0.0,1,2.0,0,4.0,0,0.0,3,0.0
2666,Point,71,74,568250,135750,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,0,4.0,0,0.0,3,0.0
2667,Point,71,75,568350,135750,0,1,0.0,0,0,4,0.0,4,0.0,1,1.0,0,4.0,0,0.0,3,0.0
2668,Point,71,76,568450,135750,0,0,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,1,1.0,4,0.0
2669,Point,71,77,568550,135750,1,0,0.0,0,0,4,0.0,4,0.0,0,1.0,0,3.0,0,1.0,4,0.0
2670,Point,71,78,568650,135750,0,0,0.0,0,0,4,0.0,1,0.0,0,0.0,0,3.0,0,1.0,4,0.0
2671,Point,71,79,568750,135750,0,0,0.0,0,0,4,0.0,0,0.0,0,0.0,4,3.0,0,0.0,4,0.0
2672,Point,71,80,568850,135750,0,0,0.0,0,0,3,0.0,0,0.0,0,0.0,4,3.0,0,0.0,4,0.0
2673,Point,71,81,568950,135750,0,0,0.0,0,0,1,0.0,0,0.0,0,0.0,4,3.0,0,2.0,4,0.0
2674,Point,71,82,569050,135750,1,0,0.0,0,0,1,0.0,0,0.0,0,1.0,4,3.0,1,4.0,4,0.0
2675,Point,71,83,569150,135750,1,0,0.0,0,0,0,0.0,0,0.0,0,2.0,4,3.0,1,3.0,4,0.0
2676,Point,71,84,569250,135750,2,0,0.0,0,0,0,0.0,0,0.0,0,2.0,4,3.0,2,2.0,4,0.0
2677,Point,71,85,569350,135750,2,0,0.0,0,0,0,0.0,0,0.0,1,3.0,4,3.0,2,1.0,4,1.0
2678,Point,71,86,569450,135750,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,2,0.0,4,1.0
2679,Point,71,87,569550,135750,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,0.0,4,2.0
2680,Point,71,88,569650,135750,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,0.0,4,3.0
2681,Point,71,89,569750,135750,1,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,0.0,4,3.0
2682,Point,71,90,569850,135750,1,0,0.0,0,0,0,0.0,0,0.0,2,4.0,4,3.0,1,0.0,4,3.0
2683,Point,71,91,569950,135750,0,0,0.0,0,0,0,0.0,1,0.0,2,4.0,4,3.0,0,0.0,4,3.0
2684,Point,71,92,570050,135750,0,0,0.0,0,0,0,1.0,1,0.0,2,4.0,4,3.0,0,0.0,4,3.0
2685,Point,71,93,570150,135750,0,0,0.0,0,0,1,3.0,1,0.0,2,4.0,4,3.0,0,0.0,4,3.0
2686,Point,71,94,570250,135750,1,0,0.0,0,0,3,4.0,1,0.0,3,4.0,4,3.0,0,0.0,4,4.0
2687,Point,71,95,570350,135750,1,0,0.0,0,0,3,3.0,1,0.0,3,4.0,4,3.0,1,0.0,4,4.0
2688,Point,71,96,570450,135750,2,0,0.0,0,0,3,3.0,2,0.0,3,4.0,4,3.0,1,0.0,3,4.0
2689,Point,71,97,570550,135750,2,0,0.0,0,0,3,3.0,2,0.0,3,4.0,4,3.0,1,0.0,3,4.0
2690,Point,71,98,570650,135750,2,0,0.0,0,0,3,3.0,2,0.0,3,3.0,4,3.0,1,0.0,3,4.0
2691,Point,71,99,570750,135750,2,0,0.0,0,0,3,3.0,2,1.0,3,3.0,4,3.0,1,0.0,3,4.0
2692,Point,71,100,570850,135750,1,0,0.0,0,0,3,4.0,2,1.0,3,3.0,4,3.0,2,0.0,3,4.0
2693,Point,71,101,570950,135750,1,0,0.0,0,0,3,4.0,2,1.0,3,3.0,4,3.0,2,0.0,3,3.0
2694,Point,71,102,571050,135750,0,0,0.0,0,0,2,4.0,2,1.0,3,3.0,4,3.0,2,0.0,3,3.0
2695,Point,71,103,571150,135750,0,0,0.0,0,0,1,4.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2696,Point,71,104,571250,135750,0,0,0.0,0,0,0,3.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2697,Point,71,105,571350,135750,0,0,0.0,0,0,0,3.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2698,Point,71,106,571450,135750,1,0,0.0,0,0,0,2.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2699,Point,71,107,571550,135750,1,0,0.0,0,0,1,2.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2700,Point,71,108,571650,135750,2,0,0.0,0,0,1,2.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2701,Point,71,109,571750,135750,2,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2702,Point,71,110,571850,135750,3,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2703,Point,71,111,571950,135750,3,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2704,Point,71,112,572050,135750,4,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,2,3.0
2705,Point,71,113,572150,135750,4,0,0.0,0,0,2,1.0,2,1.0,3,3.0,4,3.0,3,1.0,2,2.0
2706,Point,72,32,564050,135650,4,0,0.0,0,0,3,3.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
2707,Point,72,33,564150,135650,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
2708,Point,72,34,564250,135650,4,0,0.0,0,0,3,2.0,3,2.0,2,3.0,4,3.0,3,2.0,2,2.0
2709,Point,72,35,564350,135650,4,0,0.0,0,0,3,2.0,3,2.0,2,3.0,4,3.0,3,2.0,1,2.0
2710,Point,72,36,564450,135650,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,3.0
2711,Point,72,37,564550,135650,4,0,0.0,0,0,2,2.0,3,2.0,3,2.0,4,3.0,2,2.0,1,3.0
2712,Point,72,38,564650,135650,4,0,0.0,0,0,2,1.0,4,2.0,3,2.0,4,3.0,2,2.0,1,3.0
2713,Point,72,39,564750,135650,4,0,0.0,0,0,2,1.0,4,2.0,3,3.0,4,3.0,2,2.0,1,3.0
2714,Point,72,40,564850,135650,3,0,0.0,0,0,2,1.0,4,2.0,2,3.0,4,3.0,2,2.0,0,3.0
2715,Point,72,41,564950,135650,3,0,0.0,0,0,2,2.0,3,2.0,2,3.0,4,3.0,2,2.0,0,3.0
2716,Point,72,42,565050,135650,3,0,0.0,0,0,3,2.0,3,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2717,Point,72,43,565150,135650,3,0,0.0,0,0,3,3.0,1,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2718,Point,72,44,565250,135650,3,0,0.0,0,0,3,3.0,1,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2719,Point,72,45,565350,135650,3,0,0.0,0,0,3,3.0,1,3.0,1,2.0,4,3.0,3,3.0,0,2.0
2720,Point,72,46,565450,135650,3,0,0.0,0,0,3,3.0,1,3.0,1,2.0,4,3.0,3,3.0,0,1.0
2721,Point,72,47,565550,135650,2,0,0.0,0,0,3,4.0,1,3.0,1,2.0,4,3.0,1,0.0,0,1.0
2722,Point,72,48,565650,135650,2,0,0.0,0,0,3,4.0,0,3.0,1,2.0,4,3.0,1,0.0,0,0.0
2723,Point,72,49,565750,135650,1,0,0.0,0,0,3,4.0,0,4.0,0,1.0,4,3.0,2,0.0,0,0.0
2724,Point,72,50,565850,135650,1,0,0.0,0,0,3,4.0,0,4.0,0,1.0,4,3.0,3,0.0,0,0.0
2725,Point,72,51,565950,135650,0,0,0.0,0,0,2,4.0,0,4.0,0,0.0,4,3.0,2,0.0,0,0.0
2726,Point,72,52,566050,135650,0,0,0.0,0,0,1,4.0,0,4.0,0,0.0,4,3.0,0,0.0,0,0.0
2727,Point,72,53,566150,135650,0,0,0.0,0,0,0,4.0,0,4.0,0,0.0,4,3.0,0,0.0,0,0.0
2728,Point,72,54,566250,135650,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,3.0,0,0.0,0,0.0
2729,Point,72,55,566350,135650,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,4.0,0,0.0,0,0.0
2730,Point,72,56,566450,135650,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,4.0,0,0.0,0,0.0
2731,Point,72,57,566550,135650,1,0,0.0,0,0,0,2.0,0,4.0,0,0.0,0,4.0,0,0.0,0,0.0
2732,Point,72,58,566650,135650,0,0,0.0,0,0,0,3.0,0,3.0,0,0.0,0,0.0,2,0.0,0,2.0
2733,Point,72,59,566750,135650,0,1,0.0,0,0,1,2.0,0,3.0,0,0.0,0,0.0,3,0.0,0,3.0
2734,Point,72,60,566850,135650,0,2,0.0,0,0,2,0.0,0,3.0,0,0.0,0,0.0,4,0.0,0,4.0
2735,Point,72,61,566950,135650,0,2,0.0,0,0,3,0.0,0,2.0,0,0.0,0,0.0,4,0.0,0,4.0
2736,Point,72,62,567050,135650,0,2,0.0,0,0,4,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2737,Point,72,63,567150,135650,0,1,0.0,0,0,4,0.0,3,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2738,Point,72,64,567250,135650,1,1,0.0,0,0,4,0.0,4,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2739,Point,72,65,567350,135650,1,1,0.0,0,0,4,0.0,4,0.0,0,1.0,0,0.0,4,0.0,1,4.0
2740,Point,72,66,567450,135650,1,1,0.0,0,0,4,0.0,4,0.0,0,1.0,0,0.0,4,1.0,2,4.0
2741,Point,72,67,567550,135650,1,1,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,4,2.0,2,3.0
2742,Point,72,68,567650,135650,0,1,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,3,3.0,3,3.0
2743,Point,72,69,567750,135650,0,1,0.0,0,0,4,0.0,3,0.0,0,1.0,0,4.0,0,1.0,3,1.0
2744,Point,72,70,567850,135650,0,1,0.0,0,0,4,0.0,4,0.0,1,1.0,0,4.0,0,0.0,3,1.0
2745,Point,72,71,567950,135650,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,4,4.0,0,0.0,3,0.0
2746,Point,72,72,568050,135650,0,3,0.0,0,0,4,0.0,4,0.0,1,2.0,4,3.0,0,0.0,3,0.0
2747,Point,72,73,568150,135650,0,3,0.0,0,0,4,0.0,4,0.0,1,2.0,0,3.0,0,0.0,3,0.0
2748,Point,72,74,568250,135650,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,0,3.0,0,0.0,3,0.0
2749,Point,72,75,568350,135650,1,1,0.0,0,0,4,0.0,4,0.0,1,1.0,0,3.0,1,1.0,3,0.0
2750,Point,72,76,568450,135650,1,0,0.0,0,0,4,0.0,4,0.0,0,1.0,4,3.0,0,1.0,4,0.0
2751,Point,72,77,568550,135650,1,0,0.0,0,0,4,0.0,4,0.0,0,1.0,4,3.0,0,1.0,4,0.0
2752,Point,72,78,568650,135650,1,0,0.0,0,0,4,0.0,1,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2753,Point,72,79,568750,135650,0,0,0.0,0,0,4,0.0,0,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2754,Point,72,80,568850,135650,0,0,0.0,0,0,3,0.0,0,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2755,Point,72,81,568950,135650,0,0,0.0,0,0,1,0.0,0,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2756,Point,72,82,569050,135650,1,0,0.0,0,0,0,0.0,0,0.0,0,1.0,4,3.0,1,3.0,4,0.0
2757,Point,72,83,569150,135650,1,0,0.0,0,0,0,0.0,0,0.0,0,2.0,4,3.0,1,3.0,4,0.0
2758,Point,72,84,569250,135650,1,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,2,2.0,4,0.0
2759,Point,72,85,569350,135650,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,2,1.0,4,0.0
2760,Point,72,86,569450,135650,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,2,0.0,4,0.0
2761,Point,72,87,569550,135650,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,0.0,4,1.0
2762,Point,72,88,569650,135650,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,0.0,4,1.0
2763,Point,72,89,569750,135650,1,0,0.0,0,0,0,0.0,0,0.0,2,4.0,4,3.0,1,0.0,4,2.0
2764,Point,72,90,569850,135650,1,0,0.0,0,0,0,0.0,0,0.0,2,4.0,4,3.0,1,0.0,4,3.0
2765,Point,72,91,569950,135650,1,0,0.0,0,0,0,1.0,1,0.0,2,4.0,4,3.0,0,0.0,4,3.0
2766,Point,72,92,570050,135650,1,0,0.0,0,0,0,1.0,1,0.0,2,4.0,4,3.0,0,0.0,4,3.0
2767,Point,72,93,570150,135650,1,0,0.0,0,0,1,3.0,1,0.0,3,4.0,4,3.0,0,0.0,4,3.0
2768,Point,72,94,570250,135650,1,0,0.0,0,0,3,4.0,1,0.0,3,4.0,4,3.0,0,0.0,4,3.0
2769,Point,72,95,570350,135650,1,0,0.0,0,0,3,3.0,1,0.0,3,4.0,4,3.0,1,0.0,4,3.0
2770,Point,72,96,570450,135650,2,0,0.0,0,0,3,3.0,2,0.0,3,4.0,4,3.0,1,0.0,4,3.0
2771,Point,72,97,570550,135650,2,0,0.0,0,0,3,3.0,2,0.0,3,3.0,4,3.0,1,0.0,3,3.0
2772,Point,72,98,570650,135650,2,0,0.0,0,0,3,3.0,2,0.0,3,3.0,4,3.0,1,0.0,3,3.0
2773,Point,72,99,570750,135650,2,0,0.0,0,0,3,3.0,2,0.0,3,3.0,4,3.0,1,0.0,3,3.0
2774,Point,72,100,570850,135650,1,0,0.0,0,0,3,4.0,2,1.0,3,3.0,4,3.0,1,0.0,3,3.0
2775,Point,72,101,570950,135650,1,0,0.0,0,0,3,4.0,2,1.0,3,3.0,4,3.0,2,0.0,3,3.0
2776,Point,72,102,571050,135650,0,0,0.0,0,0,2,4.0,2,1.0,3,3.0,4,3.0,2,0.0,3,3.0
2777,Point,72,103,571150,135650,0,0,0.0,0,0,1,4.0,2,1.0,3,3.0,4,3.0,2,0.0,3,3.0
2778,Point,72,104,571250,135650,0,0,0.0,0,0,0,3.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2779,Point,72,105,571350,135650,1,0,0.0,0,0,0,3.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2780,Point,72,106,571450,135650,1,0,0.0,0,0,0,2.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2781,Point,72,107,571550,135650,2,0,0.0,0,0,1,2.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2782,Point,72,108,571650,135650,2,0,0.0,0,0,1,2.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2783,Point,72,109,571750,135650,2,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2784,Point,72,110,571850,135650,3,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2785,Point,72,111,571950,135650,3,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,3,3.0
2786,Point,72,112,572050,135650,4,0,0.0,0,0,1,1.0,2,1.0,3,3.0,4,3.0,2,1.0,2,2.0
2787,Point,72,113,572150,135650,4,0,0.0,0,0,2,1.0,2,1.0,3,3.0,4,3.0,2,1.0,2,2.0
2788,Point,73,32,564050,135550,4,0,0.0,0,0,3,3.0,3,2.0,3,2.0,4,3.0,3,2.0,2,1.0
2789,Point,73,33,564150,135550,4,0,0.0,0,0,3,2.0,3,2.0,3,2.0,4,3.0,3,2.0,2,2.0
2790,Point,73,34,564250,135550,4,0,0.0,0,0,3,2.0,3,2.0,2,3.0,4,3.0,3,2.0,2,2.0
2791,Point,73,35,564350,135550,4,0,0.0,0,0,3,2.0,3,2.0,2,3.0,4,3.0,2,2.0,1,2.0
2792,Point,73,36,564450,135550,4,0,0.0,0,0,2,2.0,3,2.0,2,2.0,4,3.0,2,2.0,1,2.0
2793,Point,73,37,564550,135550,4,0,0.0,0,0,2,2.0,3,2.0,3,2.0,4,3.0,2,2.0,1,3.0
2794,Point,73,38,564650,135550,4,0,0.0,0,0,2,1.0,4,2.0,3,2.0,4,3.0,2,2.0,1,3.0
2795,Point,73,39,564750,135550,3,0,0.0,0,0,2,1.0,4,2.0,3,2.0,4,3.0,2,2.0,1,3.0
2796,Point,73,40,564850,135550,3,0,0.0,0,0,2,1.0,3,2.0,2,3.0,4,3.0,2,2.0,0,3.0
2797,Point,73,41,564950,135550,3,0,0.0,0,0,2,2.0,3,2.0,2,3.0,4,3.0,2,2.0,0,3.0
2798,Point,73,42,565050,135550,2,0,0.0,0,0,3,2.0,2,3.0,2,3.0,4,3.0,2,3.0,0,3.0
2799,Point,73,43,565150,135550,2,0,0.0,0,0,3,3.0,1,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2800,Point,73,44,565250,135550,2,0,0.0,0,0,3,3.0,1,3.0,2,3.0,4,3.0,3,3.0,0,3.0
2801,Point,73,45,565350,135550,2,0,0.0,0,0,3,3.0,1,3.0,1,2.0,4,3.0,3,4.0,0,2.0
2802,Point,73,46,565450,135550,2,0,0.0,0,0,3,3.0,1,3.0,1,2.0,4,3.0,3,3.0,0,1.0
2803,Point,73,47,565550,135550,2,0,0.0,0,0,3,4.0,1,3.0,1,2.0,4,3.0,3,2.0,0,1.0
2804,Point,73,48,565650,135550,2,0,0.0,0,0,3,4.0,0,3.0,0,1.0,4,3.0,1,0.0,0,0.0
2805,Point,73,49,565750,135550,1,0,0.0,0,0,3,4.0,0,4.0,0,1.0,4,3.0,2,0.0,0,0.0
2806,Point,73,50,565850,135550,1,0,0.0,0,0,3,4.0,0,4.0,0,0.0,4,3.0,2,0.0,0,0.0
2807,Point,73,51,565950,135550,0,0,0.0,0,0,3,4.0,0,4.0,0,0.0,4,3.0,1,0.0,0,0.0
2808,Point,73,52,566050,135550,0,0,0.0,0,0,2,4.0,0,4.0,0,0.0,4,3.0,0,0.0,0,0.0
2809,Point,73,53,566150,135550,0,0,0.0,0,0,0,4.0,0,4.0,0,0.0,4,3.0,0,0.0,0,0.0
2810,Point,73,54,566250,135550,0,0,0.0,0,0,0,0.0,0,4.0,0,0.0,0,3.0,0,0.0,0,0.0
2811,Point,73,55,566350,135550,0,0,0.0,0,0,0,0.0,0,3.0,0,0.0,0,3.0,0,0.0,0,0.0
2812,Point,73,56,566450,135550,0,0,0.0,0,0,0,0.0,0,3.0,0,0.0,0,4.0,0,0.0,0,0.0
2813,Point,73,57,566550,135550,0,0,0.0,0,0,0,1.0,0,4.0,0,0.0,0,4.0,0,0.0,0,1.0
2814,Point,73,58,566650,135550,0,0,0.0,0,0,0,3.0,0,4.0,0,0.0,0,4.0,2,0.0,0,3.0
2815,Point,73,59,566750,135550,0,1,0.0,0,0,1,1.0,0,4.0,0,0.0,0,0.0,3,0.0,0,3.0
2816,Point,73,60,566850,135550,0,1,0.0,0,0,2,0.0,0,3.0,0,0.0,0,0.0,4,0.0,0,4.0
2817,Point,73,61,566950,135550,1,1,0.0,0,0,3,0.0,0,3.0,0,0.0,0,0.0,4,0.0,0,4.0
2818,Point,73,62,567050,135550,1,1,0.0,0,0,3,0.0,1,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2819,Point,73,63,567150,135550,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,0,0.0,4,0.0,0,4.0
2820,Point,73,64,567250,135550,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,0,0.0,4,0.0,1,4.0
2821,Point,73,65,567350,135550,1,0,0.0,0,0,4,0.0,4,0.0,0,0.0,0,0.0,4,0.0,1,4.0
2822,Point,73,66,567450,135550,1,0,0.0,0,0,4,0.0,4,0.0,0,1.0,0,0.0,4,0.0,2,4.0
2823,Point,73,67,567550,135550,0,0,0.0,0,0,4,0.0,4,0.0,0,1.0,0,0.0,4,1.0,2,3.0
2824,Point,73,68,567650,135550,0,0,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,3,1.0,3,3.0
2825,Point,73,69,567750,135550,0,0,0.0,0,0,4,0.0,3,0.0,0,1.0,0,4.0,0,0.0,3,2.0
2826,Point,73,70,567850,135550,0,0,0.0,0,0,4,0.0,4,0.0,0,1.0,0,4.0,0,0.0,3,1.0
2827,Point,73,71,567950,135550,0,1,0.0,0,0,4,0.0,4,0.0,1,1.0,0,4.0,0,0.0,3,0.0
2828,Point,73,72,568050,135550,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,0,3.0,0,0.0,3,0.0
2829,Point,73,73,568150,135550,0,2,0.0,0,0,4,0.0,4,0.0,1,2.0,4,3.0,0,0.0,3,0.0
2830,Point,73,74,568250,135550,1,1,0.0,0,0,4,0.0,4,0.0,1,2.0,4,3.0,0,0.0,3,0.0
2831,Point,73,75,568350,135550,1,1,0.0,0,0,4,0.0,4,0.0,1,2.0,4,3.0,1,1.0,4,0.0
2832,Point,73,76,568450,135550,1,0,0.0,0,0,4,0.0,4,0.0,1,2.0,4,3.0,0,1.0,4,0.0
2833,Point,73,77,568550,135550,1,0,0.0,0,0,4,0.0,4,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2834,Point,73,78,568650,135550,1,0,0.0,0,0,4,0.0,1,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2835,Point,73,79,568750,135550,1,0,0.0,0,0,4,0.0,0,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2836,Point,73,80,568850,135550,1,0,0.0,0,0,3,0.0,0,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2837,Point,73,81,568950,135550,1,0,0.0,0,0,1,0.0,0,0.0,0,1.0,4,3.0,0,0.0,4,0.0
2838,Point,73,82,569050,135550,1,0,0.0,0,0,0,0.0,0,0.0,0,1.0,4,3.0,0,1.0,4,0.0
2839,Point,73,83,569150,135550,1,0,0.0,0,0,0,0.0,0,0.0,0,2.0,4,3.0,1,3.0,4,0.0
2840,Point,73,84,569250,135550,1,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,3.0,4,0.0
2841,Point,73,85,569350,135550,1,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,2,1.0,4,0.0
2842,Point,73,86,569450,135550,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,2,1.0,4,0.0
2843,Point,73,87,569550,135550,2,0,0.0,0,0,0,0.0,0,0.0,1,4.0,4,3.0,1,0.0,4,0.0
2844,Point,73,88,569650,135550,1,0,0.0,0,0,0,0.0,0,0.0,2,4.0,4,3.0,1,0.0,4,0.0
2845,Point,73,89,569750,135550,1,0,0.0,0,0,0,0.0,0,0.0,2,4.0,4,3.0,1,0.0,4,1.0
2846,Point,73,90,569850,135550,1,0,0.0,0,0,0,1.0,0,0.0,2,4.0,4,3.0,0,0.0,4,1.0
