pw_id,row,col,x,y,outfile
PW-1476,56,113,572150.0,137250.0,data\breakthroughcurves\PW-1476_r0056_c0113.png
PW-1481,57,36,564450.0,137150.0,data\breakthroughcurves\PW-1481_r0057_c0036.png
PW-1486,57,41,564950.0,137150.0,data\breakthroughcurves\PW-1486_r0057_c0041.png
PW-1491,57,46,565450.0,137150.0,data\breakthroughcurves\PW-1491_r0057_c0046.png
PW-1496,57,51,565950.0,137150.0,data\breakthroughcurves\PW-1496_r0057_c0051.png
PW-1501,57,56,566450.0,137150.0,data\breakthroughcurves\PW-1501_r0057_c0056.png
PW-1506,57,61,566950.0,137150.0,data\breakthroughcurves\PW-1506_r0057_c0061.png
PW-1511,57,66,567450.0,137150.0,data\breakthroughcurves\PW-1511_r0057_c0066.png
PW-1516,57,71,567950.0,137150.0,data\breakthroughcurves\PW-1516_r0057_c0071.png
PW-1521,57,76,568450.0,137150.0,data\breakthroughcurves\PW-1521_r0057_c0076.png
PW-1526,57,81,568950.0,137150.0,data\breakthroughcurves\PW-1526_r0057_c0081.png
PW-1531,57,86,569450.0,137150.0,data\breakthroughcurves\PW-1531_r0057_c0086.png
PW-1536,57,91,569950.0,137150.0,data\breakthroughcurves\PW-1536_r0057_c0091.png
PW-1541,57,96,570450.0,137150.0,data\breakthroughcurves\PW-1541_r0057_c0096.png
PW-1546,57,101,570950.0,137150.0,data\breakthroughcurves\PW-1546_r0057_c0101.png
PW-1551,57,106,571450.0,137150.0,data\breakthroughcurves\PW-1551_r0057_c0106.png
PW-1556,57,111,571950.0,137150.0,data\breakthroughcurves\PW-1556_r0057_c0111.png
PW-1561,58,34,564250.0,137050.0,data\breakthroughcurves\PW-1561_r0058_c0034.png
PW-1566,58,39,564750.0,137050.0,data\breakthroughcurves\PW-1566_r0058_c0039.png
PW-1571,58,44,565250.0,137050.0,data\breakthroughcurves\PW-1571_r0058_c0044.png
PW-1576,58,49,565750.0,137050.0,data\breakthroughcurves\PW-1576_r0058_c0049.png
PW-1581,58,54,566250.0,137050.0,data\breakthroughcurves\PW-1581_r0058_c0054.png
PW-1586,58,59,566750.0,137050.0,data\breakthroughcurves\PW-1586_r0058_c0059.png
PW-1591,58,64,567250.0,137050.0,data\breakthroughcurves\PW-1591_r0058_c0064.png
PW-1596,58,69,567750.0,137050.0,data\breakthroughcurves\PW-1596_r0058_c0069.png
PW-1601,58,74,568250.0,137050.0,data\breakthroughcurves\PW-1601_r0058_c0074.png
PW-1606,58,79,568750.0,137050.0,data\breakthroughcurves\PW-1606_r0058_c0079.png
PW-1611,58,84,569250.0,137050.0,data\breakthroughcurves\PW-1611_r0058_c0084.png
PW-1616,58,89,569750.0,137050.0,data\breakthroughcurves\PW-1616_r0058_c0089.png
PW-1621,58,94,570250.0,137050.0,data\breakthroughcurves\PW-1621_r0058_c0094.png
PW-1626,58,99,570750.0,137050.0,data\breakthroughcurves\PW-1626_r0058_c0099.png
PW-1631,58,104,571250.0,137050.0,data\breakthroughcurves\PW-1631_r0058_c0104.png
PW-1636,58,109,571750.0,137050.0,data\breakthroughcurves\PW-1636_r0058_c0109.png
PW-1641,59,32,564050.0,136950.0,data\breakthroughcurves\PW-1641_r0059_c0032.png
PW-1646,59,37,564550.0,136950.0,data\breakthroughcurves\PW-1646_r0059_c0037.png
PW-1651,59,42,565050.0,136950.0,data\breakthroughcurves\PW-1651_r0059_c0042.png
PW-1656,59,47,565550.0,136950.0,data\breakthroughcurves\PW-1656_r0059_c0047.png
PW-1661,59,52,566050.0,136950.0,data\breakthroughcurves\PW-1661_r0059_c0052.png
PW-1666,59,57,566550.0,136950.0,data\breakthroughcurves\PW-1666_r0059_c0057.png
PW-1671,59,62,567050.0,136950.0,data\breakthroughcurves\PW-1671_r0059_c0062.png
PW-1676,59,67,567550.0,136950.0,data\breakthroughcurves\PW-1676_r0059_c0067.png
PW-1681,59,72,568050.0,136950.0,data\breakthroughcurves\PW-1681_r0059_c0072.png
PW-1686,59,77,568550.0,136950.0,data\breakthroughcurves\PW-1686_r0059_c0077.png
PW-1691,59,82,569050.0,136950.0,data\breakthroughcurves\PW-1691_r0059_c0082.png
PW-1696,59,87,569550.0,136950.0,data\breakthroughcurves\PW-1696_r0059_c0087.png
PW-1701,59,92,570050.0,136950.0,data\breakthroughcurves\PW-1701_r0059_c0092.png
PW-1706,59,97,570550.0,136950.0,data\breakthroughcurves\PW-1706_r0059_c0097.png
PW-1711,59,102,571050.0,136950.0,data\breakthroughcurves\PW-1711_r0059_c0102.png
PW-1716,59,107,571550.0,136950.0,data\breakthroughcurves\PW-1716_r0059_c0107.png
PW-1721,59,112,572050.0,136950.0,data\breakthroughcurves\PW-1721_r0059_c0112.png
PW-1726,60,35,564350.0,136850.0,data\breakthroughcurves\PW-1726_r0060_c0035.png
PW-1731,60,40,564850.0,136850.0,data\breakthroughcurves\PW-1731_r0060_c0040.png
PW-1736,60,45,565350.0,136850.0,data\breakthroughcurves\PW-1736_r0060_c0045.png
PW-1741,60,50,565850.0,136850.0,data\breakthroughcurves\PW-1741_r0060_c0050.png
PW-1746,60,55,566350.0,136850.0,data\breakthroughcurves\PW-1746_r0060_c0055.png
PW-1751,60,60,566850.0,136850.0,data\breakthroughcurves\PW-1751_r0060_c0060.png
PW-1756,60,65,567350.0,136850.0,data\breakthroughcurves\PW-1756_r0060_c0065.png
PW-1761,60,70,567850.0,136850.0,data\breakthroughcurves\PW-1761_r0060_c0070.png
PW-1766,60,75,568350.0,136850.0,data\breakthroughcurves\PW-1766_r0060_c0075.png
PW-1771,60,80,568850.0,136850.0,data\breakthroughcurves\PW-1771_r0060_c0080.png
PW-1776,60,85,569350.0,136850.0,data\breakthroughcurves\PW-1776_r0060_c0085.png
PW-1781,60,90,569850.0,136850.0,data\breakthroughcurves\PW-1781_r0060_c0090.png
PW-1786,60,95,570350.0,136850.0,data\breakthroughcurves\PW-1786_r0060_c0095.png
PW-1791,60,100,570850.0,136850.0,data\breakthroughcurves\PW-1791_r0060_c0100.png
PW-1796,60,105,571350.0,136850.0,data\breakthroughcurves\PW-1796_r0060_c0105.png
PW-1801,60,110,571850.0,136850.0,data\breakthroughcurves\PW-1801_r0060_c0110.png
PW-1806,61,33,564150.0,136750.0,data\breakthroughcurves\PW-1806_r0061_c0033.png
PW-1811,61,38,564650.0,136750.0,data\breakthroughcurves\PW-1811_r0061_c0038.png
PW-1816,61,43,565150.0,136750.0,data\breakthroughcurves\PW-1816_r0061_c0043.png
PW-1821,61,48,565650.0,136750.0,data\breakthroughcurves\PW-1821_r0061_c0048.png
PW-1826,61,53,566150.0,136750.0,data\breakthroughcurves\PW-1826_r0061_c0053.png
PW-1831,61,58,566650.0,136750.0,data\breakthroughcurves\PW-1831_r0061_c0058.png
PW-1836,61,63,567150.0,136750.0,data\breakthroughcurves\PW-1836_r0061_c0063.png
PW-1841,61,68,567650.0,136750.0,data\breakthroughcurves\PW-1841_r0061_c0068.png
PW-1846,61,73,568150.0,136750.0,data\breakthroughcurves\PW-1846_r0061_c0073.png
PW-1851,61,78,568650.0,136750.0,data\breakthroughcurves\PW-1851_r0061_c0078.png
PW-1856,61,83,569150.0,136750.0,data\breakthroughcurves\PW-1856_r0061_c0083.png
PW-1861,61,88,569650.0,136750.0,data\breakthroughcurves\PW-1861_r0061_c0088.png
PW-1866,61,93,570150.0,136750.0,data\breakthroughcurves\PW-1866_r0061_c0093.png
PW-1871,61,98,570650.0,136750.0,data\breakthroughcurves\PW-1871_r0061_c0098.png
PW-1876,61,103,571150.0,136750.0,data\breakthroughcurves\PW-1876_r0061_c0103.png
PW-1881,61,108,571650.0,136750.0,data\breakthroughcurves\PW-1881_r0061_c0108.png
PW-1886,61,113,572150.0,136750.0,data\breakthroughcurves\PW-1886_r0061_c0113.png
PW-1891,62,36,564450.0,136650.0,data\breakthroughcurves\PW-1891_r0062_c0036.png
PW-1896,62,41,564950.0,136650.0,data\breakthroughcurves\PW-1896_r0062_c0041.png
PW-1901,62,46,565450.0,136650.0,data\breakthroughcurves\PW-1901_r0062_c0046.png
PW-1906,62,51,565950.0,136650.0,data\breakthroughcurves\PW-1906_r0062_c0051.png
PW-1911,62,56,566450.0,136650.0,data\breakthroughcurves\PW-1911_r0062_c0056.png
PW-1916,62,61,566950.0,136650.0,data\breakthroughcurves\PW-1916_r0062_c0061.png
PW-1921,62,66,567450.0,136650.0,data\breakthroughcurves\PW-1921_r0062_c0066.png
PW-1926,62,71,567950.0,136650.0,data\breakthroughcurves\PW-1926_r0062_c0071.png
PW-1931,62,76,568450.0,136650.0,data\breakthroughcurves\PW-1931_r0062_c0076.png
PW-1936,62,81,568950.0,136650.0,data\breakthroughcurves\PW-1936_r0062_c0081.png
PW-1941,62,86,569450.0,136650.0,data\breakthroughcurves\PW-1941_r0062_c0086.png
PW-1946,62,91,569950.0,136650.0,data\breakthroughcurves\PW-1946_r0062_c0091.png
PW-1951,62,96,570450.0,136650.0,data\breakthroughcurves\PW-1951_r0062_c0096.png
PW-1956,62,101,570950.0,136650.0,data\breakthroughcurves\PW-1956_r0062_c0101.png
PW-1961,62,106,571450.0,136650.0,data\breakthroughcurves\PW-1961_r0062_c0106.png
PW-1966,62,111,571950.0,136650.0,data\breakthroughcurves\PW-1966_r0062_c0111.png
PW-1971,63,34,564250.0,136550.0,data\breakthroughcurves\PW-1971_r0063_c0034.png
PW-1976,63,39,564750.0,136550.0,data\breakthroughcurves\PW-1976_r0063_c0039.png
PW-1981,63,44,565250.0,136550.0,data\breakthroughcurves\PW-1981_r0063_c0044.png
PW-1986,63,49,565750.0,136550.0,data\breakthroughcurves\PW-1986_r0063_c0049.png
PW-1991,63,54,566250.0,136550.0,data\breakthroughcurves\PW-1991_r0063_c0054.png
PW-1996,63,59,566750.0,136550.0,data\breakthroughcurves\PW-1996_r0063_c0059.png
PW-2001,63,64,567250.0,136550.0,data\breakthroughcurves\PW-2001_r0063_c0064.png
PW-2006,63,69,567750.0,136550.0,data\breakthroughcurves\PW-2006_r0063_c0069.png
PW-2011,63,74,568250.0,136550.0,data\breakthroughcurves\PW-2011_r0063_c0074.png
PW-2016,63,79,568750.0,136550.0,data\breakthroughcurves\PW-2016_r0063_c0079.png
PW-2021,63,84,569250.0,136550.0,data\breakthroughcurves\PW-2021_r0063_c0084.png
PW-2026,63,89,569750.0,136550.0,data\breakthroughcurves\PW-2026_r0063_c0089.png
PW-2031,63,94,570250.0,136550.0,data\breakthroughcurves\PW-2031_r0063_c0094.png
PW-2036,63,99,570750.0,136550.0,data\breakthroughcurves\PW-2036_r0063_c0099.png
PW-2041,63,104,571250.0,136550.0,data\breakthroughcurves\PW-2041_r0063_c0104.png
PW-2046,63,109,571750.0,136550.0,data\breakthroughcurves\PW-2046_r0063_c0109.png
PW-2051,64,32,564050.0,136450.0,data\breakthroughcurves\PW-2051_r0064_c0032.png
PW-2056,64,37,564550.0,136450.0,data\breakthroughcurves\PW-2056_r0064_c0037.png
PW-2061,64,42,565050.0,136450.0,data\breakthroughcurves\PW-2061_r0064_c0042.png
PW-2066,64,47,565550.0,136450.0,data\breakthroughcurves\PW-2066_r0064_c0047.png
PW-2071,64,52,566050.0,136450.0,data\breakthroughcurves\PW-2071_r0064_c0052.png
PW-2076,64,57,566550.0,136450.0,data\breakthroughcurves\PW-2076_r0064_c0057.png
PW-2081,64,62,567050.0,136450.0,data\breakthroughcurves\PW-2081_r0064_c0062.png
PW-2086,64,67,567550.0,136450.0,data\breakthroughcurves\PW-2086_r0064_c0067.png
PW-2091,64,72,568050.0,136450.0,data\breakthroughcurves\PW-2091_r0064_c0072.png
PW-2096,64,77,568550.0,136450.0,data\breakthroughcurves\PW-2096_r0064_c0077.png
PW-2101,64,82,569050.0,136450.0,data\breakthroughcurves\PW-2101_r0064_c0082.png
PW-2106,64,87,569550.0,136450.0,data\breakthroughcurves\PW-2106_r0064_c0087.png
PW-2111,64,92,570050.0,136450.0,data\breakthroughcurves\PW-2111_r0064_c0092.png
PW-2116,64,97,570550.0,136450.0,data\breakthroughcurves\PW-2116_r0064_c0097.png
PW-2121,64,102,571050.0,136450.0,data\breakthroughcurves\PW-2121_r0064_c0102.png
PW-2126,64,107,571550.0,136450.0,data\breakthroughcurves\PW-2126_r0064_c0107.png
PW-2131,64,112,572050.0,136450.0,data\breakthroughcurves\PW-2131_r0064_c0112.png
PW-2136,65,35,564350.0,136350.0,data\breakthroughcurves\PW-2136_r0065_c0035.png
PW-2141,65,40,564850.0,136350.0,data\breakthroughcurves\PW-2141_r0065_c0040.png
PW-2146,65,45,565350.0,136350.0,data\breakthroughcurves\PW-2146_r0065_c0045.png
PW-2151,65,50,565850.0,136350.0,data\breakthroughcurves\PW-2151_r0065_c0050.png
PW-2156,65,55,566350.0,136350.0,data\breakthroughcurves\PW-2156_r0065_c0055.png
PW-2161,65,60,566850.0,136350.0,data\breakthroughcurves\PW-2161_r0065_c0060.png
PW-2166,65,65,567350.0,136350.0,data\breakthroughcurves\PW-2166_r0065_c0065.png
PW-2171,65,70,567850.0,136350.0,data\breakthroughcurves\PW-2171_r0065_c0070.png
PW-2176,65,75,568350.0,136350.0,data\breakthroughcurves\PW-2176_r0065_c0075.png
PW-2181,65,80,568850.0,136350.0,data\breakthroughcurves\PW-2181_r0065_c0080.png
PW-2186,65,85,569350.0,136350.0,data\breakthroughcurves\PW-2186_r0065_c0085.png
PW-2191,65,90,569850.0,136350.0,data\breakthroughcurves\PW-2191_r0065_c0090.png
PW-2196,65,95,570350.0,136350.0,data\breakthroughcurves\PW-2196_r0065_c0095.png
PW-2201,65,100,570850.0,136350.0,data\breakthroughcurves\PW-2201_r0065_c0100.png
PW-2206,65,105,571350.0,136350.0,data\breakthroughcurves\PW-2206_r0065_c0105.png
PW-2211,65,110,571850.0,136350.0,data\breakthroughcurves\PW-2211_r0065_c0110.png
PW-2216,66,33,564150.0,136250.0,data\breakthroughcurves\PW-2216_r0066_c0033.png
PW-2221,66,38,564650.0,136250.0,data\breakthroughcurves\PW-2221_r0066_c0038.png
PW-2226,66,43,565150.0,136250.0,data\breakthroughcurves\PW-2226_r0066_c0043.png
PW-2231,66,48,565650.0,136250.0,data\breakthroughcurves\PW-2231_r0066_c0048.png
PW-2236,66,53,566150.0,136250.0,data\breakthroughcurves\PW-2236_r0066_c0053.png
PW-2241,66,58,566650.0,136250.0,data\breakthroughcurves\PW-2241_r0066_c0058.png
PW-2246,66,63,567150.0,136250.0,data\breakthroughcurves\PW-2246_r0066_c0063.png
PW-2251,66,68,567650.0,136250.0,data\breakthroughcurves\PW-2251_r0066_c0068.png
PW-2256,66,73,568150.0,136250.0,data\breakthroughcurves\PW-2256_r0066_c0073.png
PW-2261,66,78,568650.0,136250.0,data\breakthroughcurves\PW-2261_r0066_c0078.png
PW-2266,66,83,569150.0,136250.0,data\breakthroughcurves\PW-2266_r0066_c0083.png
PW-2271,66,88,569650.0,136250.0,data\breakthroughcurves\PW-2271_r0066_c0088.png
PW-2276,66,93,570150.0,136250.0,data\breakthroughcurves\PW-2276_r0066_c0093.png
PW-2281,66,98,570650.0,136250.0,data\breakthroughcurves\PW-2281_r0066_c0098.png
PW-2286,66,103,571150.0,136250.0,data\breakthroughcurves\PW-2286_r0066_c0103.png
PW-2291,66,108,571650.0,136250.0,data\breakthroughcurves\PW-2291_r0066_c0108.png
PW-2296,66,113,572150.0,136250.0,data\breakthroughcurves\PW-2296_r0066_c0113.png
PW-2301,67,36,564450.0,136150.0,data\breakthroughcurves\PW-2301_r0067_c0036.png
PW-2306,67,41,564950.0,136150.0,data\breakthroughcurves\PW-2306_r0067_c0041.png
PW-2311,67,46,565450.0,136150.0,data\breakthroughcurves\PW-2311_r0067_c0046.png
PW-2316,67,51,565950.0,136150.0,data\breakthroughcurves\PW-2316_r0067_c0051.png
PW-2321,67,56,566450.0,136150.0,data\breakthroughcurves\PW-2321_r0067_c0056.png
PW-2326,67,61,566950.0,136150.0,data\breakthroughcurves\PW-2326_r0067_c0061.png
PW-2331,67,66,567450.0,136150.0,data\breakthroughcurves\PW-2331_r0067_c0066.png
PW-2336,67,71,567950.0,136150.0,data\breakthroughcurves\PW-2336_r0067_c0071.png
PW-2341,67,76,568450.0,136150.0,data\breakthroughcurves\PW-2341_r0067_c0076.png
PW-2346,67,81,568950.0,136150.0,data\breakthroughcurves\PW-2346_r0067_c0081.png
PW-2351,67,86,569450.0,136150.0,data\breakthroughcurves\PW-2351_r0067_c0086.png
PW-2356,67,91,569950.0,136150.0,data\breakthroughcurves\PW-2356_r0067_c0091.png
PW-2361,67,96,570450.0,136150.0,data\breakthroughcurves\PW-2361_r0067_c0096.png
PW-2366,67,101,570950.0,136150.0,data\breakthroughcurves\PW-2366_r0067_c0101.png
PW-2371,67,106,571450.0,136150.0,data\breakthroughcurves\PW-2371_r0067_c0106.png
PW-2376,67,111,571950.0,136150.0,data\breakthroughcurves\PW-2376_r0067_c0111.png
PW-2381,68,34,564250.0,136050.0,data\breakthroughcurves\PW-2381_r0068_c0034.png
PW-2386,68,39,564750.0,136050.0,data\breakthroughcurves\PW-2386_r0068_c0039.png
PW-2391,68,44,565250.0,136050.0,data\breakthroughcurves\PW-2391_r0068_c0044.png
PW-2396,68,49,565750.0,136050.0,data\breakthroughcurves\PW-2396_r0068_c0049.png
PW-2401,68,54,566250.0,136050.0,data\breakthroughcurves\PW-2401_r0068_c0054.png
PW-2406,68,59,566750.0,136050.0,data\breakthroughcurves\PW-2406_r0068_c0059.png
PW-2411,68,64,567250.0,136050.0,data\breakthroughcurves\PW-2411_r0068_c0064.png
PW-2416,68,69,567750.0,136050.0,data\breakthroughcurves\PW-2416_r0068_c0069.png
PW-2421,68,74,568250.0,136050.0,data\breakthroughcurves\PW-2421_r0068_c0074.png
PW-2426,68,79,568750.0,136050.0,data\breakthroughcurves\PW-2426_r0068_c0079.png
PW-2431,68,84,569250.0,136050.0,data\breakthroughcurves\PW-2431_r0068_c0084.png
PW-2436,68,89,569750.0,136050.0,data\breakthroughcurves\PW-2436_r0068_c0089.png
PW-2441,68,94,570250.0,136050.0,data\breakthroughcurves\PW-2441_r0068_c0094.png
PW-2446,68,99,570750.0,136050.0,data\breakthroughcurves\PW-2446_r0068_c0099.png
PW-2451,68,104,571250.0,136050.0,data\breakthroughcurves\PW-2451_r0068_c0104.png
PW-2456,68,109,571750.0,136050.0,data\breakthroughcurves\PW-2456_r0068_c0109.png
PW-2461,69,32,564050.0,135950.0,data\breakthroughcurves\PW-2461_r0069_c0032.png
PW-2466,69,37,564550.0,135950.0,data\breakthroughcurves\PW-2466_r0069_c0037.png
PW-2471,69,42,565050.0,135950.0,data\breakthroughcurves\PW-2471_r0069_c0042.png
PW-2476,69,47,565550.0,135950.0,data\breakthroughcurves\PW-2476_r0069_c0047.png
PW-2481,69,52,566050.0,135950.0,data\breakthroughcurves\PW-2481_r0069_c0052.png
PW-2486,69,57,566550.0,135950.0,data\breakthroughcurves\PW-2486_r0069_c0057.png
PW-2491,69,62,567050.0,135950.0,data\breakthroughcurves\PW-2491_r0069_c0062.png
PW-2496,69,67,567550.0,135950.0,data\breakthroughcurves\PW-2496_r0069_c0067.png
PW-2501,69,72,568050.0,135950.0,data\breakthroughcurves\PW-2501_r0069_c0072.png
PW-2506,69,77,568550.0,135950.0,data\breakthroughcurves\PW-2506_r0069_c0077.png
PW-2511,69,82,569050.0,135950.0,data\breakthroughcurves\PW-2511_r0069_c0082.png
PW-2516,69,87,569550.0,135950.0,data\breakthroughcurves\PW-2516_r0069_c0087.png
PW-2521,69,92,570050.0,135950.0,data\breakthroughcurves\PW-2521_r0069_c0092.png
PW-2526,69,97,570550.0,135950.0,data\breakthroughcurves\PW-2526_r0069_c0097.png
PW-2531,69,102,571050.0,135950.0,data\breakthroughcurves\PW-2531_r0069_c0102.png
PW-2536,69,107,571550.0,135950.0,data\breakthroughcurves\PW-2536_r0069_c0107.png
PW-2541,69,112,572050.0,135950.0,data\breakthroughcurves\PW-2541_r0069_c0112.png
PW-2546,70,35,564350.0,135850.0,data\breakthroughcurves\PW-2546_r0070_c0035.png
PW-2551,70,40,564850.0,135850.0,data\breakthroughcurves\PW-2551_r0070_c0040.png
PW-2556,70,45,565350.0,135850.0,data\breakthroughcurves\PW-2556_r0070_c0045.png
PW-2561,70,50,565850.0,135850.0,data\breakthroughcurves\PW-2561_r0070_c0050.png
PW-2566,70,55,566350.0,135850.0,data\breakthroughcurves\PW-2566_r0070_c0055.png
PW-2571,70,60,566850.0,135850.0,data\breakthroughcurves\PW-2571_r0070_c0060.png
PW-2576,70,65,567350.0,135850.0,data\breakthroughcurves\PW-2576_r0070_c0065.png
PW-2581,70,70,567850.0,135850.0,data\breakthroughcurves\PW-2581_r0070_c0070.png
PW-2586,70,75,568350.0,135850.0,data\breakthroughcurves\PW-2586_r0070_c0075.png
PW-2591,70,80,568850.0,135850.0,data\breakthroughcurves\PW-2591_r0070_c0080.png
PW-2596,70,85,569350.0,135850.0,data\breakthroughcurves\PW-2596_r0070_c0085.png
PW-2601,70,90,569850.0,135850.0,data\breakthroughcurves\PW-2601_r0070_c0090.png
PW-2606,70,95,570350.0,135850.0,data\breakthroughcurves\PW-2606_r0070_c0095.png
PW-2611,70,100,570850.0,135850.0,data\breakthroughcurves\PW-2611_r0070_c0100.png
PW-2616,70,105,571350.0,135850.0,data\breakthroughcurves\PW-2616_r0070_c0105.png
PW-2621,70,110,571850.0,135850.0,data\breakthroughcurves\PW-2621_r0070_c0110.png
PW-2626,71,33,564150.0,135750.0,data\breakthroughcurves\PW-2626_r0071_c0033.png
PW-2631,71,38,564650.0,135750.0,data\breakthroughcurves\PW-2631_r0071_c0038.png
PW-2636,71,43,565150.0,135750.0,data\breakthroughcurves\PW-2636_r0071_c0043.png
PW-2641,71,48,565650.0,135750.0,data\breakthroughcurves\PW-2641_r0071_c0048.png
PW-2646,71,53,566150.0,135750.0,data\breakthroughcurves\PW-2646_r0071_c0053.png
PW-2651,71,58,566650.0,135750.0,data\breakthroughcurves\PW-2651_r0071_c0058.png
PW-2656,71,63,567150.0,135750.0,data\breakthroughcurves\PW-2656_r0071_c0063.png
PW-2661,71,68,567650.0,135750.0,data\breakthroughcurves\PW-2661_r0071_c0068.png
PW-2666,71,73,568150.0,135750.0,data\breakthroughcurves\PW-2666_r0071_c0073.png
PW-2671,71,78,568650.0,135750.0,data\breakthroughcurves\PW-2671_r0071_c0078.png
PW-2676,71,83,569150.0,135750.0,data\breakthroughcurves\PW-2676_r0071_c0083.png
PW-2681,71,88,569650.0,135750.0,data\breakthroughcurves\PW-2681_r0071_c0088.png
PW-2686,71,93,570150.0,135750.0,data\breakthroughcurves\PW-2686_r0071_c0093.png
PW-2691,71,98,570650.0,135750.0,data\breakthroughcurves\PW-2691_r0071_c0098.png
PW-2696,71,103,571150.0,135750.0,data\breakthroughcurves\PW-2696_r0071_c0103.png
PW-2701,71,108,571650.0,135750.0,data\breakthroughcurves\PW-2701_r0071_c0108.png
PW-2706,71,113,572150.0,135750.0,data\breakthroughcurves\PW-2706_r0071_c0113.png
PW-2711,72,36,564450.0,135650.0,data\breakthroughcurves\PW-2711_r0072_c0036.png
PW-2716,72,41,564950.0,135650.0,data\breakthroughcurves\PW-2716_r0072_c0041.png
PW-2721,72,46,565450.0,135650.0,data\breakthroughcurves\PW-2721_r0072_c0046.png
PW-2726,72,51,565950.0,135650.0,data\breakthroughcurves\PW-2726_r0072_c0051.png
PW-2731,72,56,566450.0,135650.0,data\breakthroughcurves\PW-2731_r0072_c0056.png
PW-2736,72,61,566950.0,135650.0,data\breakthroughcurves\PW-2736_r0072_c0061.png
PW-2741,72,66,567450.0,135650.0,data\breakthroughcurves\PW-2741_r0072_c0066.png
PW-2746,72,71,567950.0,135650.0,data\breakthroughcurves\PW-2746_r0072_c0071.png
PW-2751,72,76,568450.0,135650.0,data\breakthroughcurves\PW-2751_r0072_c0076.png
PW-2756,72,81,568950.0,135650.0,data\breakthroughcurves\PW-2756_r0072_c0081.png
PW-2761,72,86,569450.0,135650.0,data\breakthroughcurves\PW-2761_r0072_c0086.png
PW-2766,72,91,569950.0,135650.0,data\breakthroughcurves\PW-2766_r0072_c0091.png
PW-2771,72,96,570450.0,135650.0,data\breakthroughcurves\PW-2771_r0072_c0096.png
PW-2776,72,101,570950.0,135650.0,data\breakthroughcurves\PW-2776_r0072_c0101.png
PW-2781,72,106,571450.0,135650.0,data\breakthroughcurves\PW-2781_r0072_c0106.png
PW-2786,72,111,571950.0,135650.0,data\breakthroughcurves\PW-2786_r0072_c0111.png
PW-2791,73,34,564250.0,135550.0,data\breakthroughcurves\PW-2791_r0073_c0034.png
PW-2796,73,39,564750.0,135550.0,data\breakthroughcurves\PW-2796_r0073_c0039.png
PW-2801,73,44,565250.0,135550.0,data\breakthroughcurves\PW-2801_r0073_c0044.png
PW-2806,73,49,565750.0,135550.0,data\breakthroughcurves\PW-2806_r0073_c0049.png
PW-2811,73,54,566250.0,135550.0,data\breakthroughcurves\PW-2811_r0073_c0054.png
PW-2816,73,59,566750.0,135550.0,data\breakthroughcurves\PW-2816_r0073_c0059.png
PW-2821,73,64,567250.0,135550.0,data\breakthroughcurves\PW-2821_r0073_c0064.png
PW-2826,73,69,567750.0,135550.0,data\breakthroughcurves\PW-2826_r0073_c0069.png
PW-2831,73,74,568250.0,135550.0,data\breakthroughcurves\PW-2831_r0073_c0074.png
PW-2836,73,79,568750.0,135550.0,data\breakthroughcurves\PW-2836_r0073_c0079.png
PW-2841,73,84,569250.0,135550.0,data\breakthroughcurves\PW-2841_r0073_c0084.png
PW-2846,73,89,569750.0,135550.0,data\breakthroughcurves\PW-2846_r0073_c0089.png
PW-2851,73,94,570250.0,135550.0,data\breakthroughcurves\PW-2851_r0073_c0094.png
PW-2856,73,99,570750.0,135550.0,data\breakthroughcurves\PW-2856_r0073_c0099.png
PW-2861,73,104,571250.0,135550.0,data\breakthroughcurves\PW-2861_r0073_c0104.png
PW-2866,73,109,571750.0,135550.0,data\breakthroughcurves\PW-2866_r0073_c0109.png
PW-2871,74,32,564050.0,135450.0,data\breakthroughcurves\PW-2871_r0074_c0032.png
PW-2876,74,37,564550.0,135450.0,data\breakthroughcurves\PW-2876_r0074_c0037.png
PW-2881,74,42,565050.0,135450.0,data\breakthroughcurves\PW-2881_r0074_c0042.png
PW-2886,74,47,565550.0,135450.0,data\breakthroughcurves\PW-2886_r0074_c0047.png
PW-2891,74,52,566050.0,135450.0,data\breakthroughcurves\PW-2891_r0074_c0052.png
PW-2896,74,57,566550.0,135450.0,data\breakthroughcurves\PW-2896_r0074_c0057.png
PW-2901,74,62,567050.0,135450.0,data\breakthroughcurves\PW-2901_r0074_c0062.png
PW-2906,74,67,567550.0,135450.0,data\breakthroughcurves\PW-2906_r0074_c0067.png
PW-2911,74,72,568050.0,135450.0,data\breakthroughcurves\PW-2911_r0074_c0072.png
PW-2916,74,77,568550.0,135450.0,data\breakthroughcurves\PW-2916_r0074_c0077.png
PW-2921,74,82,569050.0,135450.0,data\breakthroughcurves\PW-2921_r0074_c0082.png
PW-2926,74,87,569550.0,135450.0,data\breakthroughcurves\PW-2926_r0074_c0087.png
PW-2931,74,92,570050.0,135450.0,data\breakthroughcurves\PW-2931_r0074_c0092.png
PW-2936,74,97,570550.0,135450.0,data\breakthroughcurves\PW-2936_r0074_c0097.png
PW-2941,74,102,571050.0,135450.0,data\breakthroughcurves\PW-2941_r0074_c0102.png
PW-2946,74,107,571550.0,135450.0,data\breakthroughcurves\PW-2946_r0074_c0107.png
PW-2951,74,112,572050.0,135450.0,data\breakthroughcurves\PW-2951_r0074_c0112.png
PW-2956,75,35,564350.0,135350.0,data\breakthroughcurves\PW-2956_r0075_c0035.png
